record_id,title,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT,asreview_prior,exported_notes_1,included,asreview_ranking
45,Effects of the novel pesticide flupyradifurone (Sivanto) on honeybee taste and cognition,JOUR,"['Hesselbach, H.', 'Scheiner, R.']",Scientific Reports,"Due to intensive agriculture honeybees are threatened by various pesticides. The use of one group of them, the neonicotinoids, was recently restricted by the European Union. These chemicals bind to the nicotinic acetylcholine receptor (nAchR) in the honeybee brain. Recently, Bayer AG released a new pesticide by the name of ""Sivanto"" against sucking insects. It is assumed to be harmless for honeybees, although its active ingredient, flupyradifurone, binds nAchR similar to the neonicotinoids. We investigated if this pesticide affects the taste for sugar and cognitive performance in honeybee foragers. These bees are directly exposed to the pesticide while foraging for pollen or nectar. Our results demonstrate that flupyradifurone can reduce taste and appetitive learning performance in honeybees foraging for pollen and nectar, although only the highest concentration had significant effects. Most likely, honeybee foragers will not be exposed to these high concentrations. Therefore, the appropriate use of this pesticide is considered safe for honeybees, at least with respect to the behaviors studied here. © 2018 The Author(s).",2018,10.1038/s41598-018-23200-0,8,,0,0.0,,,,0.0,,,,,,0.0,0.0,,0,,1,21
176,"Time-dependent effects on bumble bees of dietary exposures to farmland insecticides (imidacloprid, thiamethoxam and fipronil)",JOUR,"['Mulvey, J.', 'Cresswell, J.E.']",Pest Management Science,"BACKGROUND: Farmland bees encounter insecticides in their diet when visiting the flowers of pesticide-treated crops with residues in nectar and pollen. A sustained exposure to even trace residues could be severely harmful if the ingested substance has a long biological half-life and its toxicity therefore intensifies over time, which is termed time-reinforced toxicity (TRT). Bumble bees are important farmland pollinators, but their susceptibility to TRT from insecticides has not been established previously. This study therefore investigated the potential for three farmland insecticides (imidacloprid, thiamethoxam and fipronil) to generate TRT in bumble bees (Bombus terrestris L.) by dietary exposure in the laboratory using lethality as an endpoint under both fixed-dose and pulsed-dose regimes. RESULTS: The insecticides varied in toxic effect. Fipronil exposures produced a dose-dependent reduction in longevity (days of exposure survived) and strong TRT with no evidence of clearance-based recovery. Thiamethoxam exposures also produced a dose-dependent reduction in longevity, but with moderate TRT and evidence of some clearance-based recovery. Imidacloprid exposures produced a hormesis with reduced longevity only at the highest doses and an absence of TRT. CONCLUSION: Our study further confirms the potential for certain dietary insecticides at trace levels to harm farmland bees during sustained exposures because of their capacity to cause time-reinforced toxicity. Our findings suggest that regulatory oversight of pesticides will better safeguard bee health by testing the active ingredients of farmland agrochemicals for their capacity to produce TRT in these ecologically important nontarget organisms. Our study demonstrates the potential for certain dietary insecticides at trace levels to harm farmland bumble bees during sustained exposures because of their capacity to cause time-reinforced toxicity. © 2020 Society of Chemical Industry. © 2020 Society of Chemical Industry",2020,10.1002/ps.5838,76,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,22
154,Supplemental carbohydrates influence abiotic stress resistance in honey bees,JOUR,"['Mogren, C.L.', 'Margotta, J.', 'Danka, R.G.', 'Healy, K.']",Journal of Apicultural Research,"During periods of pollen and nectar dearth, beekeepers may provide supplemental foods in the form of sucrose (SS), high-fructose corn syrup (HFCS), or artificial pollen. However, these lack micronutrients present in nectar and honey, and thus may nutritionally stress colonies. Given the many stressors faced by honey bees in the environment, we evaluated how honey bees fed supplemental carbohydrates responded in combination with heat (45 °C), cold (4 °C), or imidacloprid (0.48 ng/ml) exposure. Bees were fed either honey, SS, HFCS, or HFCS + pollen and then exposed to abiotic stress treatments in the lab. Hive bee mortality was not affected by heat or cold stress, but mortality was greater for bees fed SS in imidacloprid treatments. Levels of stress proteins (superoxide dismutase (SOD), heat shock protein (HSP70), and potentially esterase) were quantified to determine sublethal stress. SOD levels were reduced in SS and HFCS treatments, indicating these diets impaired a response to oxidative stress, particularly at 45 °C. HSP70 levels were higher in the imidacloprid treatment, with no differences between control and temperature treatments. Diet interacted significantly with stress treatment with generally negative responses to HFCS. There was no effect of diet on esterase levels, though activity was much lower at 4 °C. In semifield trials, colonies with newly emerged bees fed SS experienced higher rates of worker mortality. In cage and field trials, bees consumed significantly more honey and HFCS + P than SS and HFCS. Together, these results suggest that supplemental carbohydrates contribute to sublethal stress, and natural food sources are preferred. © 2018, © 2018 International Bee Research Association.",2018,10.1080/00218839.2018.1494912,57,,0,0.0,,0.0,,,,,0.0,,,0.0,,,0,,1,23
153,Sugar content of diet does not buffer against chronic oral imidacloprid exposure in the alfalfa leafcutting bee (Hymenoptera: Megachilidae),JOUR,"['Cecala, J.M.', 'Baronia, D.A.', 'Wilson Rankin, E.E.']",Journal of Economic Entomology,"Bees are economically critical pollinators, but are declining broadly due to several stressors, including nontarget exposure to insecticides and deficiencies in nutrition. Understanding the simultaneous impact of stressors, particularly interactions between them, is critical to effectively conserving bees. Although behavioral effects of pesticides like neonicotinoids have received some attention in solitary bees, our understanding of how they are modulated by diet quality is limited. Furthermore, scarce data exist on what concentrations of orally ingested neonicotinoids elicit mortality in solitary bees. In a controlled exposure laboratory experiment, we investigated how diet quality, as sugar concentration, and chronic oral exposure to imidacloprid affect adult alfalfa leafcutting bees, Megachile rotundata (Fabricius). We provided individuals ad libitum with either 20 or 50% (m/m) sucrose syrups containing either 0, 30, or 300 ppb imidacloprid (measuring 0, 27, and 209 ppb via an ELISA assay). Over 5 wk, we tracked behavior and survivorship of individuals. Imidacloprid decreased survivorship in a dose-dependent fashion, but sucrose content did not affect survivorship, even in bees not fed imidacloprid. In the high imidacloprid treatment, 45% of bees were observed in a motionless supine position while still alive, with this effect appearing to be buffered against by the higher sucrose diet. Our results suggest that diets higher in sugar concentration may prevent an intermediate stage of poisoning, but do not ultimately extend longevity. In devising risk assessments for bees, it is important to consider that interactions between stressors may occur in the stages leading up to death even if survivorship is unaffected. © 2020 The Author(s) 2020. Published by Oxford University Press on behalf of Entomological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",2020,10.1093/jee/toaa194,113,,0,0.0,,,,0.0,,,,,,0.0,0.0,,0,,1,24
149,Sublethal doses of insecticide reduce thermal tolerance of a stingless bee and are not avoided in a resource choice test,JOUR,"['Farnan, H.', 'Yeeles, P.', 'Lach, L.']",Royal Society Open Science,"Insecticides and climate change are among the multiple stressors that bees face, but little is known about their synergistic effects, especially for non-Apis bee species. In laboratory experiments, we tested whether the stingless bee Tetragonula hockingsi avoids insecticide in sucrose solutions and how T. hockingsi responds to insecticide and heat stress combined. We found that T. hockingsi neither preferred nor avoided sucrose solutions with either low (2.5 × 10 -4 ng μl -1 imidacloprid or 1.0 × 10 -4 ng μl -1 fipronil) or high (2.5 × 10 -3 ng μl -1 imidacloprid or 1.0 × 10 -3 ng μl -1 fipronil) insecticide concentrations when offered alongside sucrose without insecticide. In our combined stress experiment, the smallest dose of imidacloprid (7.5 × 10 -4 ng) did not significantly affect thermal tolerance (CT max). However, CT max significantly reduced by 0.8°C (±0.16 SE) and by 0.5°C (±0.16 SE) when bees were fed as little as 7.5 × 10 -3 ng of imidacloprid or 3.0 × 10 -4 ng of fipronil, respectively, and as much as 1.5°C (±0.16 SE) and 1.2°C (±0.16 SE) when bees were fed 7.5 × 10 -2 ng of imidacloprid or 3.0 × 10 -2 ng of fipronil, respectively. Predictions of temperature increase, and increased insecticide use in the tropics suggest that T. hockingsi will be at increased risk of the effects of both stressors in the future. © 2023 The Authors.",2023,10.1098/rsos.230949,10,,0,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0,,1,25
86,Low Concentration of Quercetin Reduces the Lethal and Sublethal Effects of Imidacloprid on Apis cerana (Hymenoptera: Apidae),JOUR,"['Liu, J.', 'Li, Y.', 'Zhang, Z.', 'Luo, W.', 'Cao, L.', 'Liu, H.']",Journal of Economic Entomology,"Large-scale use of systemic pesticides has been considered a potential factor for pollinator population decline. Phytochemicals, e.g., quercetin, have been demonstrated to increase the pesticide tolerance of Apis mellifera Linnaeus (Hymenoptera: Apidae), which is helpful to develop strategies to reduce the pesticides hazards to pollinators. In this study, we hypothesized phytochemicals could reduce the detrimental effects of imidacloprid on Apis cerana Fabricius. The lethal and sublethal effects of imidacloprid on A. cerana workers were investigated. The results showed that A. cerana workers chronically exposed to 100 μg/liter imidacloprid had a significantly shorter longevity by 10.81 d compared with control. Acute exposure to imidacloprid at 100 μg/liter impaired the sucrose responsiveness and memory retention of the workers, and 20 μg/liter reduced the sucrose responsiveness. The treatment with 37.8 mg/liter quercetin for 24 h could increase the longevity of A. cerana workers when chronically exposed to 100 μg/liter imidacloprid, and 75.6 mg/liter quercetin feeding treatment alleviated the impairment of sucrose responsiveness. However, workers treated with 151.2 mg/liter and 75.6 mg/liter quercetin had a significantly shorter longevity compared to that of bees chronically exposed to 100 μg/liter imidacloprid without quercetin treatment. Our results suggested that quercetin treatment could produce a biphasic influence on the lethal effects of imidacloprid on A. cerana. Quercetin at 37.8 mg/liter and 75.6 mg/liter in the diet before pesticide exposure was able to reduce the lethal and sublethal effects of imidacloprid, respectively, providing potential strategies to reduce the pesticides hazards to native honey bees (A. cerana).  © 2021 The Author(s) 2021. Published by Oxford University Press on behalf of Entomological Society of America. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",2021,10.1093/jee/toab043,114,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,26
70,Imidacloprid-induced facilitation of the proboscis extension reflex habituation in the honeybee,JOUR,"['Lambin, M.', 'Armengaud, C.', 'Raymond, S.', 'Gauthier, M.']",Archives of Insect Biochemistry and Physiology,"Imidacloprid is a new insecticide from the family of the neonicotinoids, which interact with the insect nicotinic acetylcholine receptor. The effects of imidacloprid at a dose that does not affect sensory or motor functions are studied on non-associative learning abilities in the honeybee. The behavioral procedure is the habituation of the proboscis extension reflex (PER). Imidacloprid topically applied on the thorax (1 μl) at the doses of 5, 10, and 20 ng/bee induces an increase of the gustatory threshold defined as the lowest concentration of a sucrose solution applied to the antennae able to elicit the PER. The ability of the honeybee to move in an open-field-like apparatus is impaired at the doses of 2.5, 5, 10, and 20 ng/bee. These effects are amplified with time and reach a maximum 60 min after application. The lowest dose of 1.25 ng/bee has no effect on the gustatory function but increases the motor activity and facilitates the PER habituation independently of time. This result fits our hypothesis that a slight activation of the cholinergic system with a low dose of imidacloprid can facilitate a simple form of learning in the honeybee. Arch. Insect Biochem. Physiol. 48:129-134, 2001. © 2001 Wiley-Liss, Inc.",2001,10.1002/arch.1065,48,,0,0.0,,0.0,,,,,,,,0.0,0.0,,0,,1,27
38,Effects of imidacloprid metabolites on habituation in honeybees suggest the existence of two subtypes of nicotinic receptors differentially expressed during adult development,JOUR,"['Guez, D.', 'Belzunces, L.P.', 'Maleszka, R.']",Pharmacology Biochemistry and Behavior,"Habituation of the proboscis extension reflex (PER) in honeybees (Apis mellifera) is age-dependent. Very young bees (≤7 days old) require significantly less trials to abolish the response to multiple sucrose stimulations than older bees (≥8 days old). A nicotinic agonist, imidacloprid, modifies this behaviour by increasing the number of trials in ≤7-day-old bees and by decreasing it in older bees [Neurobiol. Learn. Mem. 76 (2001) 183.]. Here we tested our hypothesis that this effect is associated with a differential expression of two subtypes of nicotinic acetylcholine receptors (nAChRs). By testing the effects of six metabolites of imidacloprid, we show that two of them, olefin and 5-hydroxy-imidacloprid, modify the number of trials needed to habituate the PER in a contrasting manner. Olefin increases the number of trials in both age groups, whereas 5-hydroxy-imidacloprid decreases the number of trials, but only in 8-day-old individuals. We conclude that olefin and 5-hydroxy-imidacloprid are specific agonists of two subtypes of an nAChR that are differentially expressed during adult maturation of young honeybees. Olefin is the agonist of an nAChR expressed in both age groups, whereas 5-hydroxy-imidacloprid is the agonist of a late-onset nAChR that is activated in 8-day-old bees. The implications of this finding for the honeybee biology are discussed. © 2003 Elsevier Science Inc. All rights reserved.",2003,10.1016/S0091-3057(03)00070-4,75,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,28
10,"Assessment of lethal and sublethal effects of imidacloprid, ethion, and glyphosate on aversive conditioning, motility, and lifespan in honey bees (Apis mellifera L.)",JOUR,"['Delkash-Roudsari, S.', 'Chicas-Mosier, A.M.', 'Goldansaz, S.H.', 'Talebi-Jahromi, K.', 'Ashouri, A.', 'Abramson, C.I.']",Ecotoxicology and Environmental Safety,"Honeybees (Apis mellifera) play an important role in agriculture worldwide. Several factors including agrochemicals can affect honey bee health including habitat fragmentation, pesticide application, and pests. The growing human population and subsequent increasing crop production have led to widespread use of agrochemicals and there is growing concern that pollinators are being negatively impacted by these pesticides. The present study compares acute exposure to imidacloprid (0.2 and 0.4 mgL−1), ethion (80 and 106.7 mgL−1) or glyphosate (0.12 and 0.24 mgL−1) on aversive learning and movement, to chronic exposure at these and higher concentrations on movement, circadian rhythms, and survival in honey bee foragers. For acute learning studies, a blue/yellow shuttle box experiment was conducted; we observed honey bee choice following aversive and neutral stimuli. In learning studies, control bees spent >50% of the time on yellow which is not consistent with previous color bias literature in the subspecies or region of the study. The learning apparatus was also used to estimate mobility effects within 20 min of exposure. Chronic exposure (up to 2 weeks) with the above metrics was recorded by an automated monitoring system. In chronic exposure experiments, RoundUp®, was also tested to compare to its active ingredient, glyphosate. We found that imidacloprid and ethion have negative impacts on aversive learning and movement following a single-dose and that chronic exposure effects were dose-dependent for these two insecticides. In contrast, glyphosate had no effect on learning and less of an effect on movement; RoundUp® showed dose-dependent results on circadian rhythmicity. Overall, the results suggest that short-term exposure to imidacloprid and ethion adversely affect honey bee foragers and chronic exposure to glyphosate may affect pollination success. © 2020 Elsevier Inc.",2020,10.1016/j.ecoenv.2020.111108,204,,0,0.0,,,,0.0,,,,,,0.0,0.0,,0,,1,29
74,Influence of honey bee seasonal phenotype and emerging conditions on diet behavior and susceptibility to imidacloprid,JOUR,"['Alburaki, M.', 'Madella, S.', 'Vu, P.', 'Corona, M.']",Apidologie,"Honey bee Apis mellifera L. colonies produce two distinct phenotypes of workers during summer and winter to cope with drastic seasonal variations in climate and food resources. Imidacloprid (IMP) is a neonicotinoid insecticide widely used in agriculture for pest management control. In this study, we investigate the influence of seasonal phenotype and emerging conditions on the diet behavior of bees fed ad libitum two concentrations of IMP. We performed three independent two-choice feeding experiments using summer bees either emerged in the laboratory or in-hive and winter bees. Diet behavior post-ingestive aversion responses to IMP were investigated as well as potential affinity to the physical location and contents of the diets. Caged bees were challenged with a physical rotation of the diet’s location and their susceptibility to 5 and 20 PPB of IMP was tested. From a behavioral standpoint, our results show that winter bees expressed no affinity to the physical location of the diet but rather to its content and strongly favored IMP-tainted syrup at both 5 and 20 PPB. The opposite was recorded for naïve summer bees that emerged in the laboratory, which avoided the tainted syrup at both concentrations, particularly at 20 PPB. Summer bees emerged in-hive, expected to have developed a mature intestinal microbiota through trophallaxis from older bee-mates, were mainly neutral, and showed no affinity to the diet location nor its contents. Our results indicate that the physiological changes associated with seasonal phenotype and initial exposure to older mates have important consequences on the bee diet behavior toward pesticides. © 2022, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply.",2022,10.1007/s13592-022-00922-9,53,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,30
169,The miticide thymol in combination with trace levels of the neonicotinoid imidacloprid reduces visual learning performance in honey bees (Apis mellifera),JOUR,"['Colin, T.', 'Plath, J.A.', 'Klein, S.', 'Vine, P.', 'Devaud, J.-M.', 'Lihoreau, M.', 'Meikle, W.G.', 'Barron, A.B.']",Apidologie,"Despite growing concerns over the impacts of agricultural pesticides on honey bee health, miticides (a group of pesticides used within hives to kill bee parasites) have received little attention. We know very little about how miticides might affect bee cognition, particularly in interaction with other known stressors, such as crop insecticides. Visual learning is essential for foraging bees to find their way to flowers, recognize them, and fly back to the nest. Using a standardized aversive visual conditioning assay, we tested how field exposure to three pesticides affects visual learning in European honey bees (Apis mellifera). Our pesticides were two common miticides, thymol in the commercial formulation Apiguard® and tau-fluvalinate in the formulation Apistan® and one neonicotinoid, imidacloprid. We found no effect of miticides alone, nor of field-relevant doses of imidacloprid alone, but bees exposed to both thymol and imidacloprid showed reduced performance in the visual learning assay. © 2020, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature.",2020,10.1007/s13592-020-00737-6,51,,0,0.0,,,,0.0,,,,,,0.0,0.0,,0,,1,31
15,Biopesticide-induced behavioral and morphological alterations in the stingless bee Melipona quadrifasciata,JOUR,"['Barbosa, WF', 'Tomé, HVV', 'Bernardes, RC', 'Siqueira, MAL', 'Smagghe, G', 'Guedes, RNC']",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Because of their natural origin, biopesticides are assumed to be less harmful to beneficial insects, including bees, and therefore their use has been widely encouraged for crop protection. There is little evidence, however, to support this ingrained notion of biopesticide safety to pollinators. Because larval exposure is still largely unexplored in ecotoxicology and risk assessment on bees, an investigation was performed on the lethal and sublethal effects of a diet treated with 2 bioinsecticides, azadirachtin and spinosad, on the stingless bee, Melipona quadrifasciata, which is one of the most important pollinators in the Neotropics. Survival of stingless bee larvae was significantly compromised at doses above 210ng a.i./bee for azadirachtin and 114ng a.i./bee for spinosad. No sublethal effect was observed on larvae developmental time, but doses of both compounds negatively affected pupal body mass. Azadirachtin produced deformed pupae and adults as a result of its insect growth regulator properties, but spinosad was more harmful and produced greater numbers of deformed individuals. Only spinosad compromised walking activity of the adult workers at doses as low as 2.29ng a.i./bee, which is 1/5000 of the maximum field recommended rate. In conclusion, the results demonstrated that bioinsecticides can pose significant risks to native pollinators with lethal and sublethal effects; future investigations are needed on the likelihood of such effects under field conditions. Environ Toxicol Chem 2015;34:2149-2158. (c) 2015 SETAC",2015,10.1002/etc.3053,34,,0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0,,1,32
24,"Context-Dependent Effect of Dietary Phytochemicals on Honey Bees Exposed to a Pesticide, Thiamethoxam",JOUR,"['Seshadri, A.', 'Bernklau, E.']",Journal of Insect Science,"Honey bees continue to face challenges relating to the degradation of natural flowering habitats that limit their access to diverse floral resources. While it is known that nectar and pollen provide macronutrients, flowers also contain secondary metabolites (phytochemicals) that impart benefits including increased longevity, improved gut microbiome abundance, and pathogen tolerance. Our study aims to understand the role of phytochemicals in pesticide tolerance when worker bees were fed with sublethal doses (1 ppb and 10 ppb) of thiamethoxam (TMX), a neonicotinoid, in 20% (w/v) sugar solution supplemented with 25 ppm of phytochemicals - caffeine, kaempferol, gallic acid, or p-coumaric acid, previously shown to have beneficial impacts on bee health. The effect of phytochemical supplementation during pesticide exposure was context-dependent. With 1 ppb TMX, phytochemical supplementation increased longevity but at 10 ppb TMX, longevity was reduced suggesting a negative synergistic effect. Phytochemicals mixed with 1 ppb TMX increased mortality in bees of the forager-age group but with 10 ppb TMX, mortality of the inhive-age group increased, implying the possibility of accumulation effect in lower sublethal doses. Given that the phytochemical composition of pollen and nectar varies between plant species, we suggest that the negative impacts of agrochemicals on honey bees could vary based on the phytochemicals in pollen and nectar of that crop, and hence the effects may vary across crops. Analyzing the phytochemical composition for individual crops may be a necessary first step prior to determining the appropriate dosage of agrochemicals so that harm to bees Apis mellifera L. is minimized while crop pests are effectively controlled. © 2021 Published by Oxford University Press on behalf of Entomological Society of America 2021.",2021,10.1093/jisesa/ieab053,21,,0,0.0,,,,0.0,,,,,,0.0,0.0,,0,,1,33
46,"Effects, but no interactions, of ubiquitous pesticide and parasite stressors on honey bee (Apis mellifera) lifespan and behaviour in a colony environment",JOUR,"['Retschnig, G.', 'Williams, G.R.', 'Odemer, R.', 'Boltin, J.', 'Di Poto, C.', 'Mehmann, M.M.', 'Retschnig, P.', 'Winiger, P.', 'Rosenkranz, P.', 'Neumann, P.']",Environmental Microbiology,"Interactions between pesticides and parasites are believed to be responsible for increased mortality of honey bee (Apis mellifera) colonies in the northern hemisphere. Previous efforts have employed experimental approaches using small groups under laboratory conditions to investigate influence of these stressors on honey bee physiology and behaviour, although both the colony level and field conditions play a key role for eusocial honey bees. Here, we challenged honey bee workers under in vivo colony conditions with sublethal doses of the neonicotinoid thiacloprid, the miticide tau-fluvalinate and the endoparasite Nosema ceranae, to investigate potential effects on longevity and behaviour using observation hives. In contrast to previous laboratory studies, our results do not suggest interactions among stressors, but rather lone effects of pesticides and the parasite on mortality and behaviour, respectively. These effects appear to be weak due to different outcomes at the two study sites, thereby suggesting that the role of thiacloprid, tau-fluvalinate and N.ceranae and interactions among them may have been overemphasized. In the future, investigations into the effects of honey bee stressors should prioritize the use of colonies maintained under a variety of environmental conditions in order to obtain more biologically relevant data. © 2015 Society for Applied Microbiology and John Wiley & Sons Ltd.",2015,10.1111/1462-2920.12825,17,0.0,0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,0,,1,34
127,Residual effect of imidacloprid and beta-cyfluthrin on Africanized Apis mellifera L. (Hymenoptera: Apidae) workers,JOUR,"['Abati, R.', 'Libardoni, G.', 'Osowski, G.', 'de Souza Vismara, E.', 'Costa-Maia, F.M.', 'Lozano, E.R.', 'Adami, P.F.', 'Potrich, M.']",Apidologie,"Canola has a long period of flowering in the winter season and this, associated with the lack of other flowers and the use of insecticides to control insect pests, means it may have a great impact on bee populations, such as Apis mellifera L. (Hymenoptera: Apidae). In this context, the use of insecticides with lower residuals and less harmful effects to bees is fundamental. Thus, the objective of the current work was to evaluate, in a laboratory bioassay, the residual toxicity and effect of imidacloprid, beta-cyfluthrin, and a mixture of both, when applied on canola in the field, on Africanized A. mellifera workers. Three commercial products were applied, formulated with imidacloprid, beta-cyfluthrin, and beta-cyfluthrin + imidacloprid. Each plot received one of the three treatments, in the concentration recommended by the manufacturer, at intervals between 14 and 0 days prior to conducting the bioassays. On the day of the bioassay, the bees were exposed to the plant material containing the treatments for a period of two hours, and were transferred to PVC cages, containing food and water. Mortality assessments were then performed at pre-established intervals until a 96 h post-exposure. Residuals on canola leaves of all tested products caused a significant reduction of honeybee worker longevity, which was less accentuated when the interval after treatment application increased. Safer pest management strategies are needed to ensure the preservation of bees. © 2023, INRAE, DIB and Springer-Verlag France SAS, part of Springer Nature.",2023,10.1007/s13592-023-01005-z,54,,0,0.0,,,,0.0,,,,,,0.0,0.0,,0,,1,35
88,Many-fold less than the field recommended concentrations of neonicotinoids and malathion affect foraging of honeybee in three important crops in India,JOUR,"['Olotu, M.I.', 'Gujar, G.T.']",Entomon,"Although insecticides effectively control the insect pests in different agro-ecosystems, they also reportedly affect the non-target insects including bee pollinators at the sub-lethal concentrations. A series of field experiments were conducted to evaluate the effects of two neonicotinoids and one organophosphate insecticide on the foraging activity of honeybee in three test crops at the sub-lethal concentration during flowering. The mean number of the dwarf honeybee (DHB), Apis florea (F.) (Hymenoptera: Apidae) recorded during the pre-spraying did not differ between treatments on each of the three crops. However, it differed significantly during the post-spraying except for malathion on inflorescences of the pearl millet. The DHB foraging time remained generally constant during the pre-spraying and varied greatly during the post-spraying on the three test crops and both groups of insecticides. The neonicotinoids and malathion significantly reduced visits of the DHB on the inflorescences of the test crops, their foraging activities and time spent on the inflorescences at the concentration many-fold (5-50 fold) less than the field recommended concentration of the insecticide. © 2016 Association for Advancement of Entomology. © 2016 Association for Advancement of Entomology.",2016,,41,,0,0.0,,0.0,,,,,,,,0.0,,,0,,1,36
146,Sub-lethal doses of clothianidin inhibit the conditioning and biosensory abilities of the western honeybee apis mellifera,JOUR,"['Bartling, M.T.', 'Vilcinskas, A.', 'Lee, K.-Z.']",Insects,"Insects play an important role in the stability of ecosystems by fulfilling key functions such as pollination and nutrient cycling, as well as acting as prey for amphibians, reptiles, birds and mammals. The global decline of insects is therefore a cause for concern, and the role of chemical pesticides must be examined carefully. The lethal effects of insecticides are well understood, but sub-lethal concentrations have not been studied in sufficient detail. We therefore used the western honeybee Apis mellifera as a model to test the effect of the neonicotinoid insecticide clothianidin on the movement, biosensory abilities and odor-dependent conditioning of insects, titrating from lethal to sub-lethal doses. Bees treated with sub-lethal doses showed no significant movement impairment compared to untreated control bees, but their ability to react to an aversive stimulus was inhibited. These results show that clothianidin is not only highly toxic to honeybees, but can, at lower doses, also disrupt the biosensory capabilities of survivors, probably reducing fitness at the individual level. In our study, sub-lethal doses of clothianidin altered the biosensory abilities of the honeybee; possible consequences at the colony level are discussed. © 2019 by the authors.",2019,10.3390/insects10100340,10,,0,0.0,,0.0,,,,,,,,0.0,0.0,,0,,1,37
80,Is the Water Supply a Key Factor in Stingless Bees' Intoxication?,JOUR,"['Rosa-Fontana, A.D.S.', 'Dorigo, A.S.', 'Soares-Lima, H.M.', 'Nocelli, R.C.F.', 'Malaspina, O.']",Journal of Insect Science,"Water is an important resource for stingless bees, serving for both honey dilution and the composition of larval food inside nests, yet can be an important route of exposure to pesticides. Assuming bees can forage naturally on pesticide-contaminated or noncontaminated areas, we investigated whether water supply influences the choice between neonicotinoid-dosed or nondosed feeders and on mortality of the stingless bee, Melipona scutellaris (Latreille, Hymenoptera, Apidae). At the field concentration, there was no significant mortality; however, the bees were not able to distinguish the feeders. In the cages containing high-concentration feeders, with water supply, the bees preferred nondosed food, and with no water, the mortality increased. Considering that in the field it is common to find extrapolated concentrations, our work suggested that water may allow avoidance of high dosed food and minimize mortality.  © 2020 The Author(s) 2020. Published by Oxford University Press on behalf of Entomological Society of America.",2021,10.1093/jisesa/ieaa127,20,,0,,0.0,0.0,,,,,,,,,,,0,,1,38
107,No effect of dual exposure to sulfoxaflor and a trypanosome parasite on bumblebee olfactory learning,JOUR,"['Vaughan, OP', 'Straw, EA', 'Linguadoca, A', 'Brown, MJF']",SCIENTIFIC REPORTS,"Bees are important pollinators in wild and agricultural ecosystems, and understanding the factors driving their global declines is key to maintaining these pollination services. Learning, which has been a focus of previous ecotoxicological studies in bees, may play a key role in driving colony fitness. Here we move beyond the standard single-stressor approach to ask how multiple stressors, an agrochemical (sulfoxaflor, a relatively new insecticide) and a parasite (Crithidia bombi, a prevalent gut parasite of bumblebees), impact learning in the bumblebee Bombus terrestris. We developed a modified version of the classic proboscis extension reflex assay to assess the combined effects of acute oral sulfoxaflor exposure and infection by C. bombi on olfactory learning of bumblebee workers. We found no evidence that either sulfoxaflor, C. bombi, or their combination had any significant effect on bumblebee olfactory learning, despite their known negative impacts on other aspects of bumblebee health. This suggests that losses in cognitive ability, as measured here, are unlikely to explain the impacts of sulfoxaflor and its interactions with other stressors on bumblebees. Our novel methodology provides a model system within which to test interactive effects of other key stressors on bee health.",2022,10.1038/s41598-022-12714-3,12,,0,0.0,,,0.0,,,,,,,0.0,,,0,,1,39
