record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,asreview_prior,exported_notes_1,included,asreview_ranking,,
217,JOUR,Effects of selected insecticidal substances on mRNA transcriptome in larvae of Apis mellifera,"Kablau, A.; Eckert, J.H.; Pistorius, J.; Sharbati, S.; Einspanier, R.",Pesticide Biochemistry and Physiology,"For the last decade, scientists have reported a loss of honeybee colonies. Multiple factors like parasites, pathogens and pesticides are dealt as possible drivers of honeybee losses. In particular, insecticides are considered as a major factor of pollinator poisoning. We applied sublethal concentrations of four insecticidal substances to honeybee larval food and analyzed the effects on transcriptome. The aim was to identify candidate genes indicating early negative impacts after application of insecticidal substances. Honeybee larvae were kept in-vitro under hive conditions (34–35 °C) and fed with dimethoate, fenoxycarb, chlorantraniliprole and flupyradifurone in sublethal concentrations between day 3–6 after grafting. Larvae at day 4, 6 and 8 were sampled and their transcriptome analyzed. By use of a RT-qPCR array differences in gene expression of selected gene families (immune system, development detoxification) were measured. Targets mainly involved in development, energy metabolism and the immune system were significantly affected by the insecticidal substances tested, selectively inducing genes of the detoxification system, immune response and nutritional stress. © 2020 Elsevier Inc.",2020,2020,10.1016/j.pestbp.2020.104703,170,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090940536&doi=10.1016%2fj.pestbp.2020.104703&partnerID=40&md5=572b174a0c41dbad724b26d438d2a0f9,,"animal; Animals; Apis mellifera; bee; Bees; dimethoate; Dimethoate; genetics; insecticide; Insecticides; larva; Larva; Larvae; messenger RNA; RNA, Messenger; Sublethal dose; transcriptome; Transcriptome",,,,0,,1,47
832,JOUR,Immune related gene expression in worker honey bee (Apis mellifera carnica) pupae exposed to neonicotinoid thiamethoxam and Varroa mites (Varroa destructor),"['Tesovnik, T.', 'Cizelj, I.', 'Zorc, M.', 'Čitar, M.', 'Božič, J.', 'Glavan, G.', 'Narat, M.']",PLoS ONE,"Varroa destructor is one of the most common parasites of honey bee colonies and is considered as a possible co-factor for honey bee decline. At the same time, the use of pesticides in intensive agriculture is still the most effective method of pest control. There is limited information about the effects of pesticide exposure on parasitized honey bees. Larval ingestion of certain pesticides could have effects on honey bee immune defense mechanisms, development and metabolic pathways. Europe and America face the disturbing phenomenon of the disappearance of honey bee colonies, termed Colony Collapse Disorder (CCD). One reason discussed is the possible suppression of honey bee immune system as a consequence of prolonged exposure to chemicals. In this study, the effects of the neonicotinoid thiamethoxam on honey bee, Apis mellifera carnica, pupae infested with Varroa destructor mites were analyzed at the molecular level. Varroa-infested and non-infested honey bee colonies received protein cakes with or without thiamethoxam. Nurse bees used these cakes as a feed for developing larvae. Samples of white-eyed and brown-eyed pupae were collected. Expression of 17 immune-related genes was analyzed by real-time PCR. Relative gene expression in samples exposed only to Varroa or to thiamethoxam or simultaneously to both Varroa and thiamethoxam was compared. The impact from the consumption of thiamethoxam during the larval stage on honey bee immune related gene expression in Varroa-infested white-eyed pupae was reflected as down-regulation of spaetzle, AMPs abaecin and defensin-1 and up-regulation of lysozyme-2. In brown-eyed pupae up-regulation of PPOact, spaetzle, hopscotch and basket genes was detected. Moreover, we observed a major difference in immune response to Varroa infestation between white-eyed pupae and brown-eyed pupae. The majority of tested immune-related genes were upregulated only in brown-eyed pupae, while in white-eyed pupae they were downregulated. © 2017 Tesovnik et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2017///,2017,10.1371/journal.pone.0187079,12,10,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032881674&doi=10.1371%2fjournal.pone.0187079&partnerID=40&md5=69e52376af7350034e3001fa781448b0,Scopus,,0,Not detox genes,1,48
59,JOUR,Effects of Flupyradifurone and Two Reference Insecticides Commonly Used in Toxicological Studies on the Larval Proteome of the Honey bee Apis mellifera,"['Kablau, A', 'Erler, S', 'Eckert, JH', 'Pistorius, J', 'Sharbati, S', 'Einspanier, R']",INSECTS,"Simple Summary Insecticides are considered to be one of the major factors of bee decline. In this study, the potential sublethal effects of selected neonicotinoids on honey bee larvae were investigated by protein expression profiling for the first time. The total larval protein expression was investigated by 2D gel electrophoresis after exposure to the insecticides dimethoate, fenoxycarb and flupyradifurone. Protein spots whose concentrations differed significantly from the controls were sequenced and identified against known insect proteins. Although the treated larvae did not show increased mortality or an aberrant development, the proteome comparisons showed differences in the metabolism, immune response and energy supply of the bee larvae. The strongest influence was found for flupyradifurone, which activates various detoxification pathways, the immune response or tissue regeneration. Our results suggest that there may be a delayed larval development or possibly a reduced honey bee brood vitality at sublethal concentrations. The western honey bee Apis mellifera is globally distributed due to its beekeeping advantages and plays an important role in the global ecology and economy. In recent decades, several studies have raised concerns about bee decline. Discussed are multiple reasons such as increased pathogen pressure, malnutrition or pesticide use. Insecticides are considered to be one of the major factors. In 2013, the use of three neonicotinoids in the field was prohibited in the EU. Flupyradifurone was introduced as a potential successor; it has a comparable mode of action as the banned neonicotinoids. However, there is a limited number of studies on the effects of sublethal concentrations of flupyradifurone on honey bees. Particularly, the larval physiological response by means of protein expression has not yet been studied. Hence, the larval protein expression was investigated via 2D gel electrophoresis after following a standardised protocol to apply sublethal concentrations of the active substance (flupyradifurone 10 mg/kg diet) to larval food. The treated larvae did not show increased mortality or an aberrant development. Proteome comparisons showed clear differences concerning the larval metabolism, immune response and energy supply. Further field studies are needed to validate the in vitro results at a colony level.",2023/01//undefined,2023,10.3390/insects14010077,14,1,,,2075-4450,WOS:000915581800001,"['2D protein electrophoresis', 'insecticide', 'larval development', 'pesticide', 'protein identification', 'sublethal effect']",,,,,,0,,1,49
710,JOUR,"Interaction of field realistic doses of clothianidin and Varroa destructor parasitism on adult honey bee (Apis mellifera L.) health and neural gene expression, and antagonistic effects on differentially expressed genes","['Morfin, N.', 'Goodwin, P.H.', 'Guzman-Novoa, E.']",PLoS ONE,"While many studies have examined the effects of neonicotinoid insecticides and the parasitic mite Varroa destructor on honey bees (Apis mellifera), more information on the combined effects of such stressors on gene expression, including neural related genes, and their impact on biological pathways is needed. This study analyzed the effects of field realistic concentrations of the neonicotinoid clothianidin on adult bees infested and not infested with V. destructor over 21 consecutive days and then determined bee survivorship, weight, deformed wing virus (DWV) levels and gene expression. V. destructor parasitism with or without clothianidin exposure was significantly associated with decreased survivorship, weight loss and higher DWV levels, while clothianidin exposure was only associated with higher levels of DWV. Expression analysis of the neural genes AmNlg-1, BlCh and AmAChE-2 showed that V. destructor caused a significant down-regulation of all of them, whereas clothianidin caused a significant down-regulation of only AmNrx-1 and BlCh. An interaction was only detected for AmNrx-1 expression. RNAseq analysis showed that clothianidin exposure resulted in 6.5 times more up-regulated differentially expressed genes (DEGs) than V. destructor alone and 123 times more than clothianidin combined with V. destructor. Similar results were obtained with down-regulated DEGs, except for a higher number of DEGs shared between V. destructor and the combined stressors. KEGG (Kyoto Encyclopedia of Genes and Genomes) biological pathway analysis of the DEGs showed that the stressor linked to the highest number of KEGG pathways was clothianidin, followed by V. destructor, and then considerably fewer number of KEGG pathways with the combined stressors. The reduced numbers of DEGs and KEGG pathways associated with the DEGs for the combined stressors compared to the stressors alone indicates that the interaction of the stressors is not additive or synergistic, but antagonistic. The possible implications of the antagonistic effect on the number of DEGs are discussed. © 2020 Morfin et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2020///,2020,10.1371/journal.pone.0229030,15,2,,,,,"['AChE 2 gene', 'adult', 'animal', 'animal experiment', 'Animals', 'antagonistic effect', 'Apis mellifera', 'Article', 'bee', 'Bees', 'biology', 'BlCh gene', 'body weight loss', 'clothianidin', 'Computational Biology', 'concentration (parameter)', 'controlled study', 'correlation analysis', 'deformed wing virus', 'down regulation', 'drug effect', 'female', 'gene', 'gene expression', 'gene expression profiling', 'Gene Expression Profiling', 'gene expression regulation', 'Gene Expression Regulation', 'genetics', 'guanidine derivative', 'Guanidines', 'health', 'host parasite interaction', 'Host-Parasite Interactions', 'insect genome', 'insecticide', 'Insecticides', 'Kaplan Meier method', 'Kaplan-Meier Estimate', 'neonicotinoid', 'Neonicotinoids', 'neuroligin 1', 'Nlg 1 gene', 'nonhuman', 'Nrx 1 gene', 'parasitism', 'parasitology', 'real time polymerase chain reaction', 'RNA sequencing', 'RNA virus', 'survivorship', 'thiazole derivative', 'Thiazoles', 'upregulation', 'Varroa destructor']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079664097&doi=10.1371%2fjournal.pone.0229030&partnerID=40&md5=ab4a0941bbe66502dc50340cf5f570f6,Scopus,,0,,1,50
646,JOUR,"Interactions between sublethal doses of thiamethoxam and Nosema ceranae in the honey bee, Apis mellifera","['Liu, Z.', 'Li, S.', 'Li, H.']",Journal of Apicultural Research,"Both Nosema ceranae and insecticides are adversely affecting honey bees. How both factors affect gene expression and honey bee survival are well studied. However, only a few studies dealt with the interactions of the two factors. Here we studied the effects of both, when alone and in combination, on honey bee survival and expression changes of immune and detoxification genes. Newly emerged bees were randomly assigned four different treatments: control bees, bees exposed to thiamethoxam, bees exposed to thiamethoxam and then infected with Nosema, and bees infected with N.ceranae only. When combined with Nosema, thiamethoxam caused a significant reduction in survival from the control, but this reduction is not significantly different from N. ceranae alone. Exposure to thiamethoxam caused significantly increased expressions compared to the control for the genes of abaecin, apidaecin and hymenoptacin, but significantly decreased expression for the defensin gene. When the two factors were combined, the expression patterns were similar to N.ceranae infection alone (apidaecin, defencin and hymenoptaecin), except abaecin, which was increased compared to Nosema infected bees. For detoxification genesCCE8 and CYP315A1, thiamethoxam caused significantly increased gene expression but Nosema caused significantly decreased expression. When combined, the two factors did not show a further increase in Mortality compared to Nosema infection alone. Our study shows a clear combined effect of thiamethoxam and Nosema, but mainly in worker mortality and very little effect on gene expression. This study highlights the importance of observing mortality when studying the effect of insecticide on gene expression. © 2021 International Bee Research Association.",2021///,2021,10.1080/00218839.2021.1880760,60,5,717,725,,,"['Beekeeping', 'detoxifying gene', 'immunity gene', 'microsporidian', 'neonicotinoid']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101747938&doi=10.1080%2f00218839.2021.1880760&partnerID=40&md5=10900653651bde373f78e5729d7b6ccd,Scopus,,0,,1,51
713,JOUR,"Interaction of varroa destructor and sublethal clothianidin doses during the larval stage on subsequent adult honey bee (Apis mellifera L.) health, cellular immunity, deformed wing virus levels and differential gene expression","['Morfin, N.', 'Goodwin, P.H.', 'Guzman-Novoa, E.']",Microorganisms,"Honeybees (Apis mellifera L.) are exposed to many parasites, but little is known about interactions with abiotic stressors on their health, particularly when affected as larvae. Larvae were exposed singly and in combination to the parasitic mite Varroa destructor and three sublethal doses of the neonicotinoid insecticide clothianidin to evaluate their effects on survivorship, weight, haemocyte counts, deformed wing virus (DWV) levels and gene expression of the adult bees that subsequently developed. Clothianidin significantly reduced bee weight at the highest dose and was associated with an increase in haemocyte counts at the lowest dose, whereas V. destructor parasitism increased DWV levels, reduced bee emergence, lowered weight and reduced haemocyte counts. An interaction between the two stressors was observed for weight at emergence. Among the differentially expressed genes (DEGs), V. destructor infestation resulted in broader down-regulatory effects related to immunity that was often shared with the combined stressors, while clothianidin resulted in a broader up-regulatory effect more related to central metabolic pathways that was often shared with the combined stressors. Parasites and abiotic stressors can have complex interactions, including additive effects on reduced weight, number of up-regulated DEGs and biological pathways associated with metabolism. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020///,2020,10.3390/microorganisms8060858,8,6,1,16,,,"['Clothianidin', 'Deformed wing virus', 'Gene expression', 'Honeybees', 'Interaction', 'Neonicotinoid insecticides', 'Varroa destructor']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086177627&doi=10.3390%2fmicroorganisms8060858&partnerID=40&md5=22d18b1769f3cd8287a153acc42d0b8d,Scopus,,0,,1,52
730,JOUR,Exposure of honey bee larvae to thiamethoxam and its interaction with Nosema ceranae infection in adult honey bees,"['Tesovnik, T.', 'Zorc, M.', 'Ristanić, M.', 'Glavinić, U.', 'Stevanović, J.', 'Narat, M.', 'Stanimirović, Z.']",Environmental Pollution,"During their lifetime honey bees (Apis mellifera) rarely experience optimal conditions. Sometimes, a simultaneous action of multiple stressors, natural and chemical, results in even greater effect than of any stressor alone. Therefore, integrative investigations of different factors affecting honey bees have to be carried out. In this study, adult honey bees exposed to thiamethoxam in larval and/or adult stage and infected with Nosema ceranae were examined. Newly emerged bees from colonies, non-treated or treated with thiamethoxam, were organized in six groups and kept in cages. Thiamethoxam treated bees were further exposed to either thiamethoxam or Nosema (groups TT and TN), or simultaneously to both (group TTN). Newly emerged bees from non-treated colonies were exposed to Nosema (group CN). From both, treated and non-treated colonies two groups were organized and further fed only with sugar solution (groups C and TC). Here, we present the expression profile of 19 genes in adult worker honey bees comprising those involved in immune, detoxification, development and apoptosis response. Results showed that gene expression patterns changed with time and depended on the treatment. In group TC at the time of emergence the majority of tested genes were downregulated, among which nine were significantly altered. The same gene pattern was observed on day six, where the only significantly upregulated gene was defensin-1. On day nine most of analyzed genes in all experimental groups showed upregulation compared to control group, where upregulation of antimicrobial peptide genes abaecin, defensin-1 and defensin-2 was significant in groups TT and TTN. On day 15 we observed a similar pattern of expression in groups TC and TT exposed to thiamethoxam only, where most of the detoxification genes were downregulated. Additionally RNA loads of Nosema and honey bee viruses were recorded. We detected a synergistic interaction of thiamethoxam and Nosema, reflected in lowest honey bee survival. © 2019 The Authors",2020///,2020,10.1016/j.envpol.2019.113443,256,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075423718&doi=10.1016%2fj.envpol.2019.113443&partnerID=40&md5=6a30a31a3909efd7ca6ce595f48fb616,Scopus,,0,,1,53
638,JOUR,The transcriptomic landscape of molecular effects after sublethal exposure to dinotefuran on apis mellifera,"['Zhang, Y.', 'Du, Y.', 'Ma, W.', 'Liu, J.', 'Jiang, Y.']",Insects,"The decreasing number of bees is a global ecological problem. With the advancement of agricultural modernisation, the large-scale use of neonicotinoid insecticides is one of the main factors leading to the decline of bees. The aim of the present study was to investigate the effect and the mechanisms underlying bees impaired by dinotefuran. Acute (48 h) oral toxicity tests showed that a 5% lethal concentration (LC5 ) was 0.220 mg/L, and a 20% lethal concentration (LC20 ) was 0.458 mg/L. The gene expression profile shows that when compared with the control group, the LC5 group induced 206 significantly upregulated, differentially expressed genes (DEGs) and 363 significantly downregulated DEGs, while the LC20 group induced 180 significantly upregulated DEGs and 419 significantly downregulated DEGs. Significantly, transcriptomic analysis revealed DEGs involved in immunity, detoxification, and the nervous system, such as antimicrobial peptides, vitellogenin, synaptotagmin-10, AChE-2, and nAChRa9. Furthermore, Gene Ontology (GO) annotation and Kyoto Encyclopaedia of Genes and Genomes (KEGG) pathway analysis revealed that DEGs were enriched in amino acid and fatty acid biosynthesis and metabolism pathways. Collectively, our findings will help clarify the deleterious physiological and behavioural impacts of dinotefuran on bees and provide a basis for future research on the mechanisms underlying bees impaired by dinotefuran. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021///,2021,10.3390/insects12100898,12,10,,,,,"['Adverse impacts', 'Apis mellifera', 'Dinotefuran', 'Transcriptome analysis']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116848711&doi=10.3390%2finsects12100898&partnerID=40&md5=930534be8d8c1b698974db4e8be0abfc,Scopus,,0,,1,54
803,JOUR,Sub-lethal doses of neonicotinoid and carbamate insecticides reduce the lifespan and alter the expression of immune health and detoxification related genes of honey bees (Apis mellifera),"['Tarek, H.', 'Hamiduzzaman, M.M.', 'Morfin, N.', 'Guzman-Novoa, E.']",Genetics and Molecular Research,"Honey bees (Apis mellifera) are exposed to sublethal doses of insecticides, but little is known about insecticide effects on their survivorship associated to health-related gene expression. To test the effect of sublethal doses of clothianidin, imidacloprid and carbaryl on the lifespan and health of honey bees, workers were orally and topically exposed to LD5 doses of these insecticides. The survivorship of treated bees was monitored and the expression of three immune-related genes, hymenoptaecin (AmHym), basket (AmBask) and lysozyme (AmLyso2) was analyzed at 24 and 72 hours post treatment (hpt), as well as that of the antioxidant-related gene vitellogenin (AmVit2), the poly-U binding factor (AmPuf68), and the detoxification gene cytochrome P450 (AmCYP9Q3). The three insecticides significantly reduced the length of life of bees but the mode of application did not affect survivorship. AmHym, AmBask and AmVit2 expression was significantly down-regulated at 72 hpt in bees treated with clothianidin and imidacloprid, indicating immunosuppression. However, AmLyso2, AmCYP9Q3 and AmPuf68 were significantly up-regulated. The down-regulation of AmVit2 could have caused decreased resistance to oxidative stress. AmPuf68 expression could be associated with increased protection against xenobionts. AmCYP9Q3 was up-regulated at 24 and 72 hpt in oral exposures, but only until 72 hpt in topical exposures, indicating faster sensitivity towards detoxification mechanisms in oral treatments. This study demonstrated detrimental effects of sublethal doses of clothianidin, imidacloprid and carbaryl on honey bee survivorship, immunity and antioxidant mechanisms, and an induction of defense and detoxification responses that could be physiologically costly to the bees. © 2018 The Authors.",2018///,2018,10.4238/gmr16039908,17,2,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055554723&doi=10.4238%2fgmr16039908&partnerID=40&md5=f78f43417bdcd2ea6a3a9193ae202ecf,Scopus,,0,,1,55
386,JOUR,Intake of imidacloprid in lethal and sublethal doses alters gene expression in Apis mellifera bees,"['de Castro Lippi, I.C.', 'da Luz Scheffer, J.', 'de Lima, Y.S.', 'Lunardi, J.S.', 'Astolfi, A.', 'Kadri, S.M.', 'Alvarez, M.V.N.', 'de Oliveira Orsi, R.']",Science of the Total Environment,"Bees are important pollinators for ecosystems and agriculture; however, populations have suffered a decline that may be associated with several factors, including habitat loss, climate change, increased vulnerability to diseases and parasites and use of pesticides. The extensive use of neonicotinoids, including imidacloprid, as agricultural pesticides, leads to their persistence in the environment and accumulation in bees, pollen, nectar, and honey, thereby inducing deleterious effects. Forager honey bees face significant exposure to pesticide residues while searching for resources outside the hive, particularly systemic pesticides like imidacloprid. In this study, 360 Apis mellifera bees, twenty-one days old (supposed to be in the forager phase) previously marked were fed syrup (honey and water, 1:1 m/v) containing a lethal dose (0.081 μg/bee) or sublethal dose (0.00081 μg/bee) of imidacloprid. The syrup was provided in plastic troughs, with 250 μL added per trough onto each plastic Petri dish containing 5 bees (50 μL per bee). The bees were kept in the plastic Petri dishes inside an incubator, and after 1 and 4 h of ingestion, the bees were euthanised and stored in an ultra-freezer (−80 °C) for transcriptome analysis. Following the 1-h ingestion of imidacloprid, 1516 genes (73 from lethal dose; 1509 from sublethal dose) showed differential expression compared to the control, while after 4 h, 758 genes (733 from lethal dose; 25 from sublethal) exhibited differential expression compared to the control. All differentially expressed genes found in the brain tissue transcripts of forager bees were categorised based on gene ontology into functional groups encompassing biological processes, molecular functions, and cellular components. These analyses revealed that sublethal doses might be capable of altering more genes than lethal doses, potentially associated with a phenomenon known as insecticide-induced hormesis. Alterations in genes related to areas such as the immune system, nutritional metabolism, detoxification system, circadian rhythm, odour detection, foraging activity, and memory in bees were present after exposure to the pesticide. These findings underscore the detrimental effects of both lethal and sublethal doses of imidacloprid, thereby providing valuable insights for establishing public policies regarding the use of neonicotinoids, which are directly implicated in the compromised health of Apis mellifera bees. © 2024",2024///,2024,10.1016/j.scitotenv.2024.173393,940,,,,,,"['agriculture', 'Agriculture', 'animal', 'Animals', 'apiculture', 'Apis mellifera', 'Article', 'bee', 'Beekeeping', 'Bees', 'beta galactosidase', 'circadian rhythm', 'climate change', 'Climate change', 'deformity', 'detoxification', 'Detoxification', 'drug effect', 'ecosystem', 'false discovery rate', 'Food products', 'galactosidase', 'gene expression', 'Gene expression', 'Gene Expression', 'gene ontology', 'Gene Ontology', 'Genes expression', 'honey', 'honeybee', 'Hormesis', 'imidacloprid', 'Imidacloprids', 'immune system', 'insecticide', 'Insecticide-induced hormesis', 'Insecticides', 'lethal dose', 'Lethal dose', 'nectar', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'nonhuman', 'parasite', 'peptide synthesis', 'Pesticide', 'Petri dish', 'physiology', 'pollen', 'pollinator', 'pollution exposure', 'population', 'Population statistics', 'reactive oxygen metabolite', 'ribosome', 'RNA binding', 'sublethal dose', 'Sublethal dose', 'sublethal effect', 'temperature', 'vulnerability']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195060066&doi=10.1016%2fj.scitotenv.2024.173393&partnerID=40&md5=d3c9ad12954c60ff9587c3c21a2f36a5,Scopus,,0,,1,56
682,JOUR,The combined effects of varroa destructor parasitism and exposure to neonicotinoids affects honey bee (Apis mellifera l.) memory and gene expression,"['Morfin, N.', 'Goodwin, P.H.', 'Guzman-Novoa, E.']",Biology,"Honey bees (Apis mellifera L.) are exposed biotic and abiotic stressors but little is known about their combined effect and impact on neural processes such as learning and memory, which could affect behaviours that are important for individual and colony survival. This study measured memory with the proboscis extension response (PER) assay as well as the expression of neural genes in bees chronically exposed to three different sublethal doses of the insecticide clothianidin and/or the parasitic mite Varroa destructor. The proportion of bees that positively responded to PER at 24 and 48 h post-training (hpt) was significantly reduced when exposed to clothianidin. V. destructor parasitism reduced the proportion of bees that responded to PER at 48 hpt. Combined effects between the lowest clothianidin dose and V. destructor for the proportion of bees that responded to PER were found at 24 hpt. Clothianidin, V. destructor and their combination differentially affected the expression of the neural-related genes, AmNrx-1 (neurexin), AmNlg-1 (neuroligin), and AmAChE-2 (acetylcholinesterase). Different doses of clothianidin down-regulated or up-regulated the genes, whereas V. destructor tended to have a down-regulatory effect. It appears that clothianidin and V. destructor affected neural processes in honey bees through different mechanisms. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020///,2020,10.3390/biology9090237,9,9,1,15,,,"['Clothianidin', 'Honey bees', 'Learning', 'Memory retention', 'Neonicotinoids', 'V. destructor']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091993857&doi=10.3390%2fbiology9090237&partnerID=40&md5=f0e6ce259cbc6981ab6e4526e207d016,Scopus,,0,,1,57
754,JOUR,Effects of sublethal doses of clothianidin and/or V. destructor on honey bee (Apis mellifera) self-grooming behavior and associated gene expression,"['Morfin, N.', 'Goodwin, P.H.', 'Hunt, G.J.', 'Guzman-Novoa, E.']",Scientific Reports,"Little is known about the combined effects of stressors on social immunity of honey bees (Apis mellifera) and related gene expression. The interaction between sublethal doses of a neurotoxin, clothianidin, and the ectoparasite, Varroa destructor, was examined by measuring differentially expressed genes (DEGs) in brains, deformed wing virus (DWV) and the proportion and intensity of self-grooming. Evidence for an interaction was observed between the stressors in a reduction in the proportion of intense groomers. Only the lowest dose of clothianidin alone reduced the proportion of self-groomers and increased DWV levels. V. destructor shared a higher proportion of DEGs with the combined stressors compared to clothianidin, indicating that the effects of V. destructor were more pervasive than those of clothianidin when they were combined. The number of up-regulated DEGs were reduced with the combined stressors compared to clothianidin alone, suggesting an interference with the impacts of clothianidin. Clothianidin and V. destructor affected DEGs from different biological pathways but shared impacts on pathways related to neurodegenerative disorders, like Alzheimer’s, which could be related to neurological dysfunction and may explain their negative impacts on grooming. This study shows that the combination of clothianidin and V. destructor resulted in a complex and non-additive interaction. © 2019, The Author(s).",2019///,2019,10.1038/s41598-019-41365-0,9,1,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063458403&doi=10.1038%2fs41598-019-41365-0&partnerID=40&md5=457d7e9a9560b64425d987c432c2e9c2,Scopus,,0,Not detox genes?,1,58
822,JOUR,Landscape and pesticide effects on honey bees: forager survival and expression of acetylcholinesterase and brain oxidative genes,"['Alburaki, M.', 'Steckel, S.J.', 'Chen, D.', 'McDermott, E.', 'Weiss, M.', 'Skinner, J.A.', 'Kelly, H.', 'Lorenz, G.', 'Tarpy, D.R.', 'Meikle, W.G.', 'Adamczyk, J.', 'Stewart, S.D.']",Apidologie,"The aim of the present work was to assess the effects of landscape and pesticides on honey bee survival and physiological stress. Integrated use of acetylcholinesterase and detoxification enzymes was tested on honey bee brains for detecting possible exposure to pesticides. Foragers were tracked in agricultural and non-agricultural landscapes in West Tennessee (USA) and then recovered for molecular and chemical analyses. In addition, four honey bee cohorts were fed imidacloprid in the laboratory ad libitum for several weeks and were analyzed by RT-qPCR for gene expression. Pesticides were identified at different concentrations in both crop flowers and recovered foragers. No significant differences in foragers’ mortality were found among locations. Acetylcholinesterase and detoxification genes showed no response to exposure to pesticides except for GstS3 and GstS4. Our results suggest that none of the studied genes make suitable biomarkers for honey bee exposed to pesticides. © 2017, INRA, DIB and Springer-Verlag France.",2017///,2017,10.1007/s13592-017-0497-3,48,4,556,571,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021759862&doi=10.1007%2fs13592-017-0497-3&partnerID=40&md5=51c972ef02bdd77c28413ab930d7403d,Scopus,,0,,1,59
404,JOUR,"Interaction of acetamiprid, Varroa destructor, and Nosema ceranae in honey bees","['Kang, Y.', 'Wu, T.', 'Han, B.', 'Yang, S.', 'Wang, X.', 'Wang, Q.', 'Gao, J.', 'Dai, P.']",Journal of Hazardous Materials,"Health of honey bees is threatened by a variety of stressors, including pesticides and parasites. Here, we investigated effects of acetamiprid, Varroa destructor, and Nosema ceranae, which act either alone or in combination. Our results suggested that interaction between the three factors was additive, with survival risk increasing as the number of stressors increased. Although exposure to 150 μg/L acetamiprid alone did not negatively impact honey bee survival, it caused severe damage to midgut tissue. Among the three stressors, V. destructor posed the greatest threat to honey bee survival, and N. ceranae exacerbated intestinal damage and increased thickness of the midgut wall. Transcriptomic analysis indicated that different combinations of stressors elicited specific gene expression responses in honey bees, and genes involved in energy metabolism, immunity, and detoxification were altered in response to multiple stressor combinations. Additionally, genes associated with Toll and Imd signalling, tyrosine metabolism, and phototransduction pathway were significantly suppressed in response to different combinations of multiple stressors. This study enhances our understanding of the adaptation mechanisms to multiple stressors and aids in development of suitable protective measures for honey bees. Environmental Implication: We believe our study is environmentally relevant for the following reasons: This study investigates combined effects of pesticide, Varroa destructor, and Nosema ceranae. These stressors are known to pose a threat to long-term survival of honey bees (Apis mellifera) and stability of the ecosystems. The research provides valuable insights into the adaptive mechanisms of honey bees in response to multiple stressors and developing effective conservation strategies. Further research can identify traits that promote honey bee survival in the face of future challenges from multiple stressors to maintain the overall stability of environment. © 2024 Elsevier B.V.",2024///,2024,10.1016/j.jhazmat.2024.134380,471,,,,,,"['acetamiprid', 'Acetamiprid', 'adaptation', 'adult', 'Amino acids', 'animal', 'animal experiment', 'animal tissue', 'Animals', 'Apis mellifera', 'Article', 'basement membrane', 'bee', 'Bees', 'cell vacuole', 'chromatin condensation', 'controlled study', 'detoxification', 'Detoxification', 'drug effect', 'energy metabolism', 'Energy metabolism', 'experimental design', 'Food products', 'gastrointestinal tissue', 'gene expression', 'Gene expression', 'Genes expression', 'hazard ratio', 'histopathology', 'Honey bee', 'honeybee', 'immunity', 'insecticide', 'Insecticides', 'intestine injury', 'Kaplan Meier method', 'long term survival', 'metabolism', 'Metabolism', 'midgut', 'Multiple stressors', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'Nosema', 'Nosema ceranae', 'parasite', 'Parasite-', 'Pesticides', 'phototransduction', 'receptor potential', 'risk model', 'signal transduction', 'survival', 'survival rate', 'thickness', 'transcriptomics', 'Transcriptomics', 'Varroa destructor', 'Varroidae', 'worker (insect)']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190848093&doi=10.1016%2fj.jhazmat.2024.134380&partnerID=40&md5=75c23f43c07304382e62f2bab19b6686,Scopus,,0,,1,60
