record_id,﻿record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,issn,accession_number,keywords,tertiary_authors,secondary_authors,url,name_of_database,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
132,462,JOUR,Bees exposed to climate change are more sensitive to pesticides,"['Albacete, S.', 'Sancho, G.', 'Azpiazu, C.', 'Rodrigo, A.', 'Molowny-Horas, R.', 'Sgolastra, F.', 'Bosch, J.']",Global Change Biology,"Bee populations are exposed to multiple stressors, including land-use change, biological invasions, climate change, and pesticide exposure, that may interact synergistically. We analyze the combined effects of climate warming and sublethal insecticide exposure in the solitary bee Osmia cornuta. Previous Osmia studies show that warm wintering temperatures cause body weight loss, lipid consumption, and fat body depletion. Because the fat body plays a key role in xenobiotic detoxification, we expected that bees exposed to climate warming scenarios would be more sensitive to pesticides. We exposed O. cornuta females to three wintering treatments: current scenario (2007‚Äì2012 temperatures), near-future (2021‚Äì2050 projected temperatures), and distant-future (2051‚Äì2080). Upon emergence in spring, bees were orally exposed to three sublethal doses of an insecticide (Closer, a.i. sulfoxaflor; 0, 4.55 and 11.64 ng a.i./bee). We measured the combined effects of wintering and insecticide exposure on phototactic response, syrup consumption, and longevity. Wintering treatment by itself did not affect winter mortality, but body weight loss increased with increasing wintering temperatures. Similarly, wintering treatment by itself hardly influenced phototactic response or syrup consumption. However, bees wintered at the warmest temperatures had shorter longevity, a strong fecundity predictor in Osmia. Insecticide exposure, especially at the high dose, impaired the ability of bees to respond to light, and resulted in reduced syrup consumption and longevity. The combination of the warmest winter and the high insecticide dose resulted in a 70% longevity decrease. Smaller bees, resulting from smaller pollen‚Äìnectar provisions, had shorter longevity suggesting nutritional stress may further compromise fecundity in O. cornuta. Our results show a synergistic interaction between two major drivers of bee declines, and indicate that bees will become more sensitive to pesticides under the current global warming scenario. Our findings have important implications for pesticide regulation and underscore the need to consider multiple stressors to understand bee declines. ¬© 2023 The Authors. Global Change Biology published by John Wiley & Sons Ltd.",2023///,2023,10.1111/gcb.16928,29.0,22,6248,6260,,,"['bee', 'body size', 'climate change', 'climate effect', 'global warming', 'longevity', 'nutritional status', 'nutritional stress', 'Osmia cornuta', 'pesticide', 'pesticide exposure', 'sublethal effect', 'sulfoxaflor', 'synergism', 'synergistic effects', 'toxicity']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169315514&doi=10.1111%2fgcb.16928&partnerID=40&md5=188ed4acf1d3a7da473ef5eeb6539a15,Scopus,,0,,0,296
404,880,JOUR,"Consumption of the neonicotinoid thiamethoxam during the larval stage affects the survival and development of the stingless bee, Scaptotrigona aff. depilis","['Rosa, A.S.', 'Teixeira, J.S.G.', 'Vollet-Neto, A.', 'Queiroz, E.P.', 'Blochtein, B.', 'Pires, C.S.S.', 'Imperatriz-Fonseca, V.L.']",Apidologie,"In Brazil, where the use of neonicotinoids is allowed in bee-attracting flowering crops, we investigated whether thiamethoxam intake during the larval stage of the native bee species Scaptotrigona aff. depilis affects the survival and development by exposing larvae to contaminated food. Our results indicated that the larvae exposed to the dose at a field-realistic level and to the doses ranging around it had their survival rates significantly impaired. At the highest doses, we observed larvae and pupae with shorter and longer development times, respectively, and the formation of smaller and asymmetric specimens. Evidently, we need to consider that thiamethoxam reaches the pollen and nectar at residual levels, and that they are processed by nurse bees before destined for offspring. Nevertheless, our findings suggest a warning, since the individuals had their biological parameters affected by thiamethoxam, when exposed to doses at field-realistic levels. ¬© 2016, INRA, DIB and Springer-Verlag France.",2016///,2016,10.1007/s13592-015-0424-4,47.0,6,729,738,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994493281&doi=10.1007%2fs13592-015-0424-4&partnerID=40&md5=e4cfe9505adbcf809d32f9806c06e6c4,Scopus,,0,,0,297
299,1034,JOUR,Are honeybees suitable surrogates for use in pesticide risk assessment for non-Apis bees?,"['Thompson, HM', 'Pamminger, T']",PEST MANAGEMENT SCIENCE,"Historically, bee regulatory risk assessment for pesticides has centred on the European honeybee (Apis mellifera), primarily due to its availability and adaptability to laboratory conditions. Recently, there have been efforts to develop a battery of laboratory toxicity tests for a range of non-Apis bee species to directly assess the risk to them. However, it is not clear whether the substantial investment associated with the development and implementation of such routine screening will actually improve the level of protection of non-Apis bees. We argue, using published acute toxicity data from a range of bee species and standard regulatory exposure scenarios, that current first-tier honeybee acute risk assessment schemes utilised by regulatory authorities are protective of other bee species and further tests should be conducted only in cases of concern. We propose similar analysis of alternative exposure scenarios (chronic and developmental) once reliable data for non-Apis bees are available to expand our approach to these scenarios. In addition, we propose that in silico (simulation) approaches can then be used to address population-level effects in more field-realistic scenarios. Such an approach could lead to a protective, but also workable, risk assessment for non-Apis species while contributing to pollination security in agricultural landscapes around the globe. (c) 2019 Society of Chemical Industry",2019/10//undefined,2019,10.1002/ps.5494,75.0,10,2549,2557,1526-498X,WOS:000485982000001,,,,,,,0,,0,298
78,936,JOUR,Reduced-risk insecticides in Neotropical stingless bee species: Impact on survival and activity,"['Tome, H.V.V.', 'Barbosa, W.F.', 'Corr√™a, A.S.', 'Gontijo, L.M.', 'Martins, G.F.', 'Guedes, R.N.C.']",Annals of Applied Biology,"As honeybees are the main pollinator subject to an intense research regarding effects of pesticides, other ecologically important native bee pollinators have received little attention in ecotoxicology and risk assessment of pesticides in general, and insecticides in particular, some of which are perceived as reduced-risk compounds. Here, the impact of three reduced-risk insecticides - azadirachtin, spinosad and chlorantraniliprole - was assessed in two species of stingless bees, Partamona helleri and Scaptotrigona xanthotrica, which are important native pollinators in Neotropical America. The neonicotinoid imidacloprid was used as a positive control. Spinosad exhibited high oral and contact toxicities in adult workers of both species at the recommended label rates, with median survival times (LT50s) ranging from 1 to 4 h, whereas these estimates were below 15 min for imidacloprid. Azadirachtin and chlorantraniliprole exhibited low toxicity at the recommended label rates, with negligible mortality that did not allow LT50 estimation. Sublethal behavioural assessments of these two insecticides indicated that neither one of them affected the overall group activity of workers of the two species. However, both azadirachtin and chlorantraniliprole impaired individual flight take-off of P. helleri and S. xanthotrica worker bees, which may compromise foraging activity, potentially leading to reduced colony survival. These findings challenge the common perception of non-target safety of reduced-risk insecticides and bioinsecticides, particularly regarding native pollinator species. ¬© 2015 Association of Applied Biologists.",2015///,2015,10.1111/aab.12217,167.0,2,186,196,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938549955&doi=10.1111%2faab.12217&partnerID=40&md5=2e5ad7bfdfda662db2afd5e330888c72,Scopus,,0,,0,299
232,543,JOUR,Neonicotinoids and Optimal Foraging Theory,"['Pyke, G.H.']",Environmental Advances,"Determination of how neonicotinoid ingestion affects the foraging behaviour of flower-visiting animals, and using Optimal Foraging Theory to assess the nature and extent of consequent changes to foraging efficiency, provide a novel approach for understanding how neonic ingestion affects the cognitive abilities of these animals, and their ultimate reproductive success. Neonicotinoids (neonics for short) are used worldwide as insecticides to protect agricultural crops, but may be ingested by non-target flower-visiting animals, such as bees, with negative impacts on their cognitive abilities and consequent adverse effects on their foraging behaviour, reproduction and pollination services. Optimal Foraging Theory may help to understand such effects as it hypothesises that nectar-feeding animals, including bees, will adopt foraging behaviour that maximises net rate of energy intake. Simple models of foraging movements exist but require further development to be useful in this regard. Observed movement patterns could then be compared with predicted patterns, derived from such models, and compared between neonicotinoid-affected and control individuals, with the expectation that control individuals will forage optimally, while neonicotinoid-affected individuals will not exhibit such behaviour and will exhibit reduced foraging success. However, there has been little attempt to develop and test predictions for cognitive foragers, like bees, that are moving between flowers or flower clusters, potentially limiting our ability to manage neonic-use to control agricultural pests. Addressing this gap should lead to enhanced knowledge and understanding of the impacts of neonics on non-target animals, along with other possible flow-on environmental impacts, including possible reductions in pollinator abundance and hence the harvest yields of crops requiring pollination, and could lead to refinements in policy and procedure for future use of neonics to control agricultural pests. The same issues apply to other insecticides and to interactions amongst insecticides. ¬© 2021 The Author",2022///,2022,10.1016/j.envadv.2021.100161,7.0,,,,,,"['Bee cognition', 'Foraging movements', 'Neonicotinoids', 'Optimal Foraging Theory']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121931806&doi=10.1016%2fj.envadv.2021.100161&partnerID=40&md5=ba9a047b9539b133e3a93207275811fc,Scopus,,0,review?,0,300
242,67,JOUR,Pesticide usage practices and the exposure risk to pollinators: A case study in the North China Plain,"['Mu, HY', 'Wang, K', 'Yang, XM', 'Xu, W', 'Liu, XJ', 'Ritsema, CJ', 'Geissen, V']",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Due to the frequent pesticide applications, bees are suffered from pesticide exposure risks via consumption and direct contact with sprayed drifts. However, if pesticides are misused and the potential exposure risk to bees based on realistic pesticide application data are still little reported. In this study, pesticide application patterns in wheat-maize rotation system, vegetable and apple producing areas, was studied by interviewing farmers in Quzhou County, the North China Plain. The pesticide use status was evaluated by the recommended and actual applied dose and risk quotient (RQ) based Bee-REX model was used to assess the exposure risks of pesticide to bees based on the collected pesticide application data. The results showed that over half (52 %) of farmers in selected sites misused pesticides and orchard owners were frequently misused pesticides. Positive correlations were found between pesticide usage performance and farmers' specialized training experience. Pesticides applied in orchards have caused higher exposure risks to bees with the mean of RQs exceed 120 and 1880 via acute contact and dietary routes, respectively. Pesticide misuse significantly elevates the exposure risk to bees that the mean RQ under misuse scenarios was 5.8 times than that of correct use. Abamectin, fipronil and neonicotinoids contributed most to the pesticide exposure risk to bees. The main findings of this study imply that more sustainable pest and pollinator management strategies, including the moratorium high-risk insecticides and providing diverse flower resources and habitats, are highly needed. Additionally, measures such as implementing farmer educating and training programs should also be put on the agenda.",2022/08//,2022,10.1016/j.ecoenv.2022.113713,241.0,,0147-6513,WOS:000832714500001,,,,,"['abamectin', 'acetamiprid', 'agricultural worker', 'animal', 'Animals', 'Article', 'bee', 'Bee-REX model', 'Bees', 'carbendazim', 'China', 'chlorpyrifos', 'clinical practice', 'crop protection', 'crop rotation', 'cropping system', 'cypermethrin', 'dietary compliance', 'dimethoate', 'drug misuse', 'environmental exposure', 'Farmers', 'fungicide', 'habitat', 'Hebei', 'herbicide', 'honeybee', 'Honeybees', 'human', 'Humans', 'imidacloprid', 'insecticide', 'Insecticides', 'LD50', 'livestock', 'maize', 'mancozeb', 'mitigation', 'model', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'North China Plain', 'omethoate', 'parasite transmission', 'pesticide', 'pesticide application', 'Pesticide exposure', 'Pesticide misuse', 'Pesticides', 'pollinator', 'pollution exposure', 'questionnaire', 'Quzhou', 'risk assessment', 'Risk assessment', 'risk factor', 'tebuconazole', 'thiamethoxam', 'training']",,,,0,residues,0,301
281,810,JOUR,Neonicotinoids decrease sucrose responsiveness of honey bees at first contact,"['D√©mares, F.J.', 'Pirk, C.W.W.', 'Nicolson, S.W.', 'Human, H.']",Journal of Insect Physiology,"For two decades, neonicotinoid insecticides have been extensively used worldwide. Targeting neuronal receptors, they have deleterious effects on the behaviour and physiology of many insects. Bees are exposed to these insecticides in pollen and nectar while providing pollination services to agricultural crops, and neonicotinoids have been shown to impair navigation and decrease their foraging activity. We have previously reported the effect of dietary thiamethoxam on sucrose responsiveness of young worker bees. Here, we exposed caged foragers to sublethal acute doses of clothianidin, imidacloprid, and thiamethoxam, then tested them individually for sucrose responsiveness using standard methods. In addition, we tested the response to a range of sucrose solutions laced with neonicotinoids on bees previously unexposed to neonicotinoids. This paradigm mimics the situation where foragers would first encounter poisoned nectars varying in sugar concentration. Bees were exposed to the insecticides in the feeding solution for 24 h before testing, or in the test solutions, or both. The three compounds had a detrimental effect on responses to mid-to-high sucrose concentrations under all experimental conditions, and unexposed bees tested with laced sucrose displayed unexpected low responses to the higher sucrose concentrations tested. This attenuation of sucrose response is further evidence that neonicotinoids are multisensory disruptors, with potent actions against pollinators and other beneficial insects at first contact. ¬© 2018 Elsevier Ltd",2018///,2018,10.1016/j.jinsphys.2018.05.004,108.0,,25,30,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047072417&doi=10.1016%2fj.jinsphys.2018.05.004&partnerID=40&md5=7d6176f3ad76f3ba949779e4801b93e0,Scopus,,0,,0,302
380,869,JOUR,Feeding toxicity and impact of imidacloprid formulation and mixtures with six representative pesticides at residue concentrations on honey bee physiology (Apis mellifera),"['Zhu, Y.C.', 'Yao, J.', 'Adamczyk, J.', 'Luttrell, R.']",PLoS ONE,"Imidacloprid is the most widely used insecticide in agriculture. In this study, we used feeding methods to simulate in-hive exposures of formulated imidacloprid (Advise¬Æ 2FL) alone and mixtures with six representative pesticides for different classes. Advise, fed at 4.3 mg/L (equal to maximal residue detection of 912 ppb active ingredient [a.i.] in pollen) induced 36% mortality and 56% feeding suppression after 2-week feeding. Treatments with individual Bracket (acephate), Karate (Œ≥-cyhalothrin), Vydate (oxamyl), Domark (tetraconazole), and Roundup (glyphosate) at residue level had a mortality range of 1.3-13.3%, statistically similar to that of control (P>0.05). The additive/synergistic toxicity was not detected from binary mixtures of Advise with different classes of pesticides at residue levels. The feeding of the mixture of all seven pesticides increased mortality to 53%, significantly higher than Advise only but still without synergism. Enzymatic data showed that activities of invertase, glutathione S-Transferase, and acetylcholinesterase activities in imidacloprid-Treated survivors were mostly similar to those found in control. Esterase activity mostly increased, but was significantly suppressed by Bracket (acephate). The immunity-related phenoloxidase activity in imidacloprid-Treated survivors tended to be lower, but most treatments were statistically similar to the control. Increase of cytochrome P450 activity was correlated with Advise concentrations and reached significant difference at 56 mg/L (12 ppm a.i.). Our data demonstrated that residue levels of seven pesticide in pollens/hive may not adversely affect honey bees, but long term exclusive ingestion of the maximal residue levels of imidacloprid (912 ppb) and sulfoxaflor (3 ppm a.i.) may induce substantial bee mortality. Rotating with other insecticides is a necessary and practical way to reduce the residue level of any given pesticide.",2017///,2017,10.1371/journal.pone.0178421,12.0,6,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020298962&doi=10.1371%2fjournal.pone.0178421&partnerID=40&md5=70d62bd320908634a81b446d70251a3d,Scopus,,0,,0,303
33,785,JOUR,Chronic toxicity and biochemical response of Apis cerana cerana (Hymenoptera: Apidae) exposed to acetamiprid and propiconazole alone or combined,"['Han, W.', 'Yang, Y.', 'Gao, J.', 'Zhao, D.', 'Ren, C.', 'Wang, S.', 'Zhao, S.', 'Zhong, Y.']",Ecotoxicology,"Acetamiprid and ergosterol-inhibiting fungicide (EBI) are frequently applied to many flowering plants, while honey bees are pollinating agents or pollinators of the flowers. Hence honey bees are often exposed to these pesticides. But until now, the effects of theses combinations at field-realistic doses on honey bee health have been poorly investigated. In this study, we explore the synergistic mortality and some physiological effects in surviving honey bees after chronic oral exposure to acetamiprid and/or propiconazole in the laboratory. The results indicated that chronic combined exposure to acetamiprid and propiconazole produced a significant synergistic effect on mortality both for newly emerged bees (50% mortality in 7.2 days) and forager bees (50% mortality in 4.8 days). Honey bee weight of newly emerged bees was decreased after feeding food with a field concentration of acetamiprid and propiconazole, alone or combined for 10 days. Combination of acetamiprid and propiconazole also modulated the activities of P450s, GST and CAT in newly emerged bees and forager bees than either alone, but neither pesticide affected the activity of AChE. These results show that chronic combined exposure to pesticides of relatively low toxicity may caused severely physiological disruptions that could be potentially damaging for the honey bees. ¬© 2019, Springer Science+Business Media, LLC, part of Springer Nature.",2019///,2019,10.1007/s10646-019-02030-4,28.0,4,399,411,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062991130&doi=10.1007%2fs10646-019-02030-4&partnerID=40&md5=94209aafe303ea739b1dc023f0ea4d6e,Scopus,,0,,0,304
358,706,JOUR,"Assessment of lethal and sublethal effects of imidacloprid, ethion, and glyphosate on aversive conditioning, motility, and lifespan in honey bees (Apis mellifera L.)","['Delkash-Roudsari, S.', 'Chicas-Mosier, A.M.', 'Goldansaz, S.H.', 'Talebi-Jahromi, K.', 'Ashouri, A.', 'Abramson, C.I.']",Ecotoxicology and Environmental Safety,"Honeybees (Apis mellifera) play an important role in agriculture worldwide. Several factors including agrochemicals can affect honey bee health including habitat fragmentation, pesticide application, and pests. The growing human population and subsequent increasing crop production have led to widespread use of agrochemicals and there is growing concern that pollinators are being negatively impacted by these pesticides. The present study compares acute exposure to imidacloprid (0.2 and 0.4 mgL‚àí1), ethion (80 and 106.7 mgL‚àí1) or glyphosate (0.12 and 0.24 mgL‚àí1) on aversive learning and movement, to chronic exposure at these and higher concentrations on movement, circadian rhythms, and survival in honey bee foragers. For acute learning studies, a blue/yellow shuttle box experiment was conducted; we observed honey bee choice following aversive and neutral stimuli. In learning studies, control bees spent >50% of the time on yellow which is not consistent with previous color bias literature in the subspecies or region of the study. The learning apparatus was also used to estimate mobility effects within 20 min of exposure. Chronic exposure (up to 2 weeks) with the above metrics was recorded by an automated monitoring system. In chronic exposure experiments, RoundUp¬Æ, was also tested to compare to its active ingredient, glyphosate. We found that imidacloprid and ethion have negative impacts on aversive learning and movement following a single-dose and that chronic exposure effects were dose-dependent for these two insecticides. In contrast, glyphosate had no effect on learning and less of an effect on movement; RoundUp¬Æ showed dose-dependent results on circadian rhythmicity. Overall, the results suggest that short-term exposure to imidacloprid and ethion adversely affect honey bee foragers and chronic exposure to glyphosate may affect pollination success. ¬© 2020 Elsevier Inc.",2020///,2020,10.1016/j.ecoenv.2020.111108,204.0,,,,,,"['agrochemical', 'animal', 'animal experiment', 'Animals', 'Apis mellifera', 'Apis mellifera, imidacloprid', 'Apoidea', 'Article', 'assessment method', 'aversive behavior', 'Aversive conditioning', 'bee', 'Bees', 'circadian rhythm', 'concentration (composition)', 'controlled study', 'crop production', 'drug effect', 'ecotoxicity', 'ethion', 'Ethion', 'exposure', 'female', 'forager', 'glycine', 'Glycine', 'glyphosate', 'Glyphosate', 'imidacloprid', 'insecticide', 'Insecticides', 'learning', 'Learning', 'lethal concentration', 'lethality', 'lifespan', 'long term exposure', 'longevity', 'Longevity', 'motility', 'movement (physiology)', 'neonicotinoid', 'Neonicotinoids', 'newborn', 'Nitro Compounds', 'nitro derivative', 'nonhuman', 'Organothiophosphorus Compounds', 'pesticide', 'phosphorothioic acid derivative', 'physiology', 'pollination', 'Pollination', 'pollinator', 'short term exposure', 'sublethal effect', 'survival']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089267499&doi=10.1016%2fj.ecoenv.2020.111108&partnerID=40&md5=9cbd45dfe10ca45df14df9eba30305df,Scopus,,0,,0,305
72,483,JOUR,Imidacloprid: Impact on Africanized Apis mellifera L. (Hymenoptera: Apidae) workers and honey contamination,"['Paloschi, C.L.', 'Tavares, M.H.F.', 'Berte, E.A.', 'Model, K.', 'Rosa, K.M.', 'Concei√ß√£o, F.G.D.', 'Domanski, F.R.', 'de Souza Vismara, E.', 'Montanher, P.F.', 'Maciel, R.M.A.', 'Ribeiro, L.D.S.', 'Ramos Mertz, N.', 'Sampaio, S.C.', 'Costa, F.M.', 'Lozano, E.R.', 'Potrich, M.']",Chemosphere,"Apis mellifera L. (Hymenoptera: Apidae) is fundamental in the production chain, ensuring food diversity through the ecosystem service of pollination. The aim of this work was to evaluate the impact of imidacloprid, orally, topically, and by contact, on A. mellifera workers and to verify the presence of this active ingredient in honey. Toxicity levels were verified by bioassays. In bioassay 1, the levels correspond to the percentages of 100, 10, 1, 0.1, and 0.01% of the recommended concentration for field application of the commercial product Nortox¬Æ (active ingredient imidacloprid), with which we obtained the mean lethal concentration (LC50) in 48 h for A. mellifera, determining the concentration ranges to be used in the subsequent bioassays. Bioassays 2 and 3 followed the guidelines of the Organization for Economic Cooperation and Development, which specify the LC50 (48 h). In bioassay 4, the LC50 (48 h) and the survival rate of bees for a period of 120 h were determined by contact with a surface contaminated with imidacloprid, and in bioassay 5, the interference of the insecticide with the flight behavior of bees was evaluated. Honey samples were collected in agroecological and conventional georeferenced apiaries and traces of the imidacloprid were detected by means of high-performance liquid chromatography (HPLC-UV) with extraction by SPE C18. Bee survival was directly affected by the concentration and exposure time, as well behavioral performance, demonstrating the residual effect of imidacloprid on A. mellifera workers. Honey samples from a conventional apiary showed detection above the maximum residue limits (MRL) allowed by the European Union (0.05 Œºg mL‚àí1), but samples from other apiaries showed no traces of this insecticide. Imidacloprid affects the survival rate and behavior of Africanized A. mellifera and honey quality. ¬© 2023 Elsevier Ltd",2023///,2023,10.1016/j.chemosphere.2023.139591,338.0,,,,,,"['Active ingredients', 'animal', 'animal behavior', 'Animals', 'Apis mellifera', 'Apis mellifera scutellata', 'Article', 'bee', 'Bee', 'Bees', 'bioassay', 'Brazil', 'ecosystem', 'Ecosystem', 'ecosystem service', 'Ecosystems', 'European Union', 'flight behavior', 'flying', 'food contamination', 'Food products', 'food quality', 'high performance liquid chromatography', 'High performance liquid chromatography', 'honey', 'Honey', 'Honey samples', 'Hymenoptera', 'imidacloprid', 'Imidacloprids', 'insecticide', 'Insecticides', 'LC50', 'neonicotinoid', 'neonicotinoid pesticide', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'nonhuman', 'Selectivity', 'survival', 'survival rate', 'Survival rate', 'task performance', 'toxicity', 'Toxicity', 'worker (insect)', ""Workers'""]",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165606703&doi=10.1016%2fj.chemosphere.2023.139591&partnerID=40&md5=81b99deadf96ce4446d5cced89abcf44,Scopus,,0,,0,306
165,756,JOUR,Neonicotinoids and fipronil concentrations in honeybees associated with pesticide use in Brazilian agricultural areas,"['Castilhos, D.', 'Dombroski, J.L.D.', 'Bergamo, G.C.', 'Gramacho, K.P.', 'Gon√ßalves, L.S.']",Apidologie,"Brazil leads global lists of honeybee colony losses in South America as well as pesticide use, according to a web-based survey (http://www.nobeenofood.com/beealert). In association with that survey, Africanized honeybee (Apis mellifera) samples were opportunistically collected when bee poisoning was apparently linked to pesticide use in crops. The objective was to determine concentrations of fipronil and neonicotinoids in live and dead honeybees, in areas where these compounds are widely used in agriculture. Pesticide residues in honeybees (54 live and 60 dead composite samples) were detected with mass spectrometry (UHPLC-MS/MS using QuEChERS methodology). Toxicological analyses in both matrices detected multiple contaminations with highest indices by fipronil with frequency of 55.3% and amplitude (0.7‚Äì23,539.7¬†ng/g), thiamethoxam 20.2% (0.6‚Äì13.6¬†ng/g), imidacloprid 3.5% (4.5‚Äì16.2¬†ng/g), nitenpyram 1.8% (3.8‚Äì7.4¬†ng/g), and thiacloprid 0.9% (1.6¬†ng/g). Neonicotinoids and fipronil residues had higher frequencies and amplitudes in honeybees collected near sugarcane plantations and orange orchards in northwest S√£o Paulo state and other agro-industrial rural landscapes across the country dominated with fields of soybean, corn, and tropical fruit crops. These systemic pesticides were presumed to be primary mechanisms of honeybee colony losses in Brazil, according to a recently published 5-year survey by the same authors and reinforced by current analyses. ¬© 2019, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature.",2019///,2019,10.1007/s13592-019-00676-x,50.0,5,657,668,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069225609&doi=10.1007%2fs13592-019-00676-x&partnerID=40&md5=3225fb75f82e3333a0c9b22d52765325,Scopus,,0,residues,0,307
539,327,JOUR,Neonicotinoid pesticide limits improvement in buzz pollination by bumblebees,"['Whitehorn, PR', 'Wallace, C', 'Vallejo-Marin, M']",SCIENTIFIC REPORTS,"Neonicotinoid pesticides have been linked to global declines of beneficial insects such as bumblebees. Exposure to trace levels of these chemicals causes sub-lethal effects, such as reduced learning and foraging efficiency. Complex behaviours may be particularly vulnerable to the neurotoxic effects of neonicotinoids. Such behaviours may include buzz pollination (sonication), in which pollinators, usually bees, use innate and learned behaviours to generate high-frequency vibrations to release pollen from flowers with specialised anther morphologies. This study assesses the effect of field-realistic, chronic exposure to the widely-used neonicotinoid thiamethoxam on the development of sonication buzz characteristics over time, as well as the collection of pollen from buzz-pollinated flowers. We found that the pollen collection of exposed bees improved less with increasing experience than that of unexposed bees, with exposed bees collecting between 47% and 56% less pollen by the end of 10 trials. We also found evidence of two distinct strategies for maximising pollen collection: (1) extensions to the duration of individual buzzes and (2) extensions of the overall time spent buzzing. We find new complexities in buzz pollination, and conclude that the impacts of field-realistic exposure to a neonicotinoid pesticide may seriously compromise this important ecosystem service.",2017/11/14/,2017,10.1038/s41598-017-14660-x,7.0,,,,2045-2322,WOS:000415166000058,,,,,,,0,,0,308
215,600,JOUR,Inert agricultural spray adjuvants may increase the adverse effects of selected insecticides on honey bees (Apis mellifera L.) under laboratory conditions,"['Wernecke, A.', 'Eckert, J.H.', 'Forster, R.', 'Kurlemann, N.', 'Odemer, R.']",Journal of Plant Diseases and Protection,"Currently, more than 360 spray adjuvants are registered in Germany (September 2021). Unlike plant protection products (PPPs), adjuvants are not subjected to regulatory risk assessment. In practice, numerous combinations of PPPs and adjuvants are therefore possible. Thus, tank mixtures containing insecticides that are classified as non-hazardous to bees up to the highest approved application rate or concentration may raise pollinator safety concerns when mixed with efficacy increasing adjuvants and applied in bee-attractive crops. This study analyzes whether selected ‚ÄúPPP‚Äìadjuvant‚Äù combinations result in increased contact mortality and pose an elevated risk to honey bees. To answer this question, we chose six common spray adjuvants of different classes for laboratory screening. These were then tested in a total of 30 tank mixtures, each with a neonicotinoid (acetamiprid), pyrethroid (lambda-cyhalothrin), diamide (chlorantraniliprole), carbamate (pirimicarb), and butenolide (flupyradifurone) formulation. We adapted an acute contact test (OECD Test Guideline 214) to our needs, e.g., by using a professional spray chamber for more realistic exposures. Our results showed that, in total, 50% of all combinations significantly increased the mortality of caged honey bees in comparison with individual application of insecticides. In contrast, none of the adjuvants alone affected bee mortality (Cox proportional hazard model, p > 0.05). With four of the five insecticide formulations, the organosilicone surfactant Break-Thru¬Æ S 301 significantly increased bee mortality within 72¬†h (for all insecticides except chlorantraniliprole). Furthermore, acetamiprid yielded the highest and second highest mortality increases from a tank mixture with the crop oil surfactant LI 700¬Æ (hazard ratio = 28.84, p < 0.05) and the organosilicone Break-Thru¬Æ S 301 (hazard ratio = 14.66, p < 0.05), respectively. To assess risk in a more field-realistic setting, field trials should be performed to provide a more realistic exposure scenario under colony conditions. ¬© 2021, The Author(s).",2022///,2022,10.1007/s41348-021-00541-z,129.0,1,93,105,,,"['Adjuvants', 'Co-formulants', 'Contact exposure', 'Ecotoxicological risk assessment', 'ecotoxicology', 'Germany', 'honeybee', 'insecticide', 'laboratory method', 'Tank mixtures', 'toxicity', 'Toxicity increase']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117566647&doi=10.1007%2fs41348-021-00541-z&partnerID=40&md5=4cf8d9df0bf851b1fd74f4f5e5584838,Scopus,,0,,0,309
