record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,asreview_prior,exported_notes_1,included,asreview_ranking,
359,790,JOUR,"An observational study of honey bee colony winter losses and their association with Varroa destructor, neonicotinoids and other risk factors","['Van Der Zee, R.', 'Gray, A.', 'Pisa, L.', 'De Rijk, T.']",PLoS ONE,"This article presents results of an analysis of honey bee losses over the winter of 2011-2012 in the Netherlands, from a sample of 86 colonies, located at 43 apiaries. The apiaries were selected using spatially stratified random sampling. Colony winter loss data were collected and related to various measures of colony strength recorded in summer, as well as data from laboratory analysis of sample material taken from two selected colonies in each of the 43 apiaries. The logistic regression model which best explained the risk of winter loss included, in order of statistical importance, the variables (1) Varroa destructor mite infestation rate in October 2011, (2) presence of the cyano-substituted neonicotinoids acetamiprid or thiacloprid in the first 2 weeks of August 2011 in at least one of the honey bee matrices honey, bees or bee bread (pollen), (3) presence of Brassica napus (oilseed rape) or Sinapis arvensis (wild mustard) pollen in bee bread in early August 2011, and (4) a measure of the unexplained winter losses for the postal code area where the colonies were located, obtained from a different dataset. We consider in the discussion that reduced opportunities for foraging in July and August because of bad weather may have added substantially to the adverse effects of acetamiprid and thiacloprid. A novel feature of this work is its use of postal code random effects from two other independent datasets collected in the annual national monitoring by questionnaires of winter losses of honey bees in the Netherlands. These were used to plan the sample selection and also in the model fitting of the data in this study. It should however be noted that the results of the present pilot study are based on limited data, which may consequently reveal strong factors but fail to demonstrate possible interaction effects. Copyright: © 2015 Zee et al.",2015///,2015,10.1371/journal.pone.0131611,10,7,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941338382&doi=10.1371%2fjournal.pone.0131611&partnerID=40&md5=ebd599912a31a83cc9e0fbbfc597d898,Scopus,,,,,0,,0,107
300,483,JOUR,"Genomic architecture and sexually dimorphic expression underlying immunity in the red mason bee, Osmia bicornis","['Möllmann, J.S.', 'Colgan, T.J.']",Insect Molecular Biology,"Insect pollinators provide crucial ecosystem services yet face increasing environmental pressures. The challenges posed by novel and reemerging pathogens on bee health means we need to improve our understanding of the immune system, an important barrier to infections and disease. Despite the importance of solitary bees, which are ecologically relevant, our understanding of the genomic basis and molecular mechanisms underlying their immune potential, and how intrinsic and extrinsic factors may influence it is limited. To improve our understanding of the genomic architecture underlying immunity of a key solitary bee pollinator, we characterized putative immune genes of the red mason bee, Osmia bicornis. In addition, we used publicly available RNA-seq datasets to determine how sexes differ in immune gene expression and splicing but also how pesticide exposure may affect immune gene expression in females. Through comparative genomics, we reveal an evolutionarily conserved set of more than 500 putative immune-related genes. We found genome-wide patterns of sex-biased gene expression, with greater enrichment of immune-related processes among genes with higher constitutive expression in males than females. Our results also suggest an up-regulation of immune-related genes in response to exposure to two common neonicotinoids, thiacloprid and imidacloprid. Collectively, our study provides important insights into the gene repertoire, regulation and expression differences in the sexes of O. bicornis, as well as providing additional support for how neonicotinoids can affect immune gene expression, which may affect the capacity of solitary bees to respond to pathogenic threats. © 2022 The Authors. Insect Molecular Biology published by John Wiley & Sons Ltd on behalf of Royal Entomological Society.",2022///,2022,10.1111/imb.12796,31,6,686,700,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134234779&doi=10.1111%2fimb.12796&partnerID=40&md5=1cd7838177984c5307c4d528ed01ca07,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'female', 'pesticide', 'male', 'Male', 'ecosystem', 'Ecosystem', 'Female', 'Osmia', 'immunity', 'sex difference', 'solitary bee', 'genomics', 'Genomics']",,,,0,,0,108
391,117,JOUR,"A laboratory study to evaluate the toxicity of the Mediterranean fruit fly, Ceratitis capitata, bait, Success 0.02 CB, to the honey bee, Apis mellifera","['Edwards, C.R.', 'Gerber, C.K.', 'Hunt, G.J.']",Apidologie,"USDA APHIS and Moscamed have developed an eradication program for the Mediterranean fruit fly, Ceratitis capitata (Wiedemann), in North and Central America. Currently, the primary chemical used to control fruit flies in Central America is spinosad, Success 0.02 CB™ (GF-120). Central America, and Guatemala in particular, has a thriving apiculture industry. Many Guatemalan beekeepers believe that Success is toxic to honey bees, Apis mellifera L., and that its use has resulted in a decrease in bee populations and subsequent honey production. Continuous, limited, and topical exposure studies demonstrated that Success is toxic to honey bees at varying levels, depending upon exposure and drying time, as demonstrated by 24 h bioassays. Future studies should evaluate the effects of Success in the field on foraging honey bees and brood health during a season long Medfly control program to determine possible honeybee impacts.",2003///,2003,10.1051/apido:2003005,34,2,,,171,180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037364867&doi=10.1051%2fapido%3a2003005&partnerID=40&md5=9895ad0dbf83f8e3c3937a7fca673a41,Scopus,,,0,,0,109
26,404,JOUR,"SHORT- AND LONG-TERM EFFECTS OF NEONICOTINOID APPLICATION IN RICE FIELDS, ON THE MORTALITY AND COLONY COLLAPSE OF HONEYBEES (APIS MELLIFERA)","['Matsumoto, T']",JOURNAL OF APICULTURAL SCIENCE,"Declines in honeybee (Allis mellifera) colonies have elicited great concern worldwide. Recently, many Japanese beekeepers have implied that midsummer use of a new insecticide, neonicotinoid, in rice fields, is causing widespread mortality of neighboring honeybees and frequently resulting in colony collapse. Since few field experiments have directly tested the effects of neonicotinoids, I addressed four research questions in the field. The questions are: 1) Does clothianidin application in rice fields cause the collapse of neighboring honeybee colonies? 2) Is colony collapse related to hive distance from the rice field? 3) Is the number of dead honeybee workers after spraying, related to hive distance from the field? 4) What are the long-term effects of neonicotinoid use on honeybee colony growth, especially brood production? In the late summer of 2010, honeybee hives were placed adjacent to two separate rice fields for 1 week. The hives were placed at the distance of 0, 30, 60, and 90 m. After spraying clothianidin, a daily count of dead worker honeybees was done for a week. Hives were weighed, and capped-brood areas were estimated weekly, for 2 months following insecticide application. Although the average number of dead workers ranged from 40 to over 100 within 24 hours after spraying, only a few dead workers were observed in the subsequent days. Distance from the rice field had no significant effect on the number of dead workers. There were no collapsed colonies during the 2-month, post-spray observation period. Hive weight and capped-brood area did not significantly differ among those hives placed at varying distances from the rice field. These results indicated that clothianidin spraying of the rice field increased the mortality of the honeybees, but did not always cause colony collapse.",2013///,2013,10.2478/JAS-2013-0014,57,2,21,35,,,,1643-4439,WOS:000328723400002,,0,,0,110
470,38,JOUR,Spring mortality in honey bees in northeastern Italy: detection of pesticides and viruses in dead honey bees and other matrices,"['Martinello, M.', 'Baratto, C.', 'Manzinello, C.', 'Piva, E.', 'Borin, A.', 'Toson, M.', 'Granato, A.', 'Boniotti, M.B.', 'Gallina, A.', 'Mutinelli, F.']",Journal of Apicultural Research,"In spring there is often a rise in honey bee mortality incidents. The aim of this study was to investigate the potential correlation, in the reported incidents, between exposure to pesticide treatments and virus infections. Here we summarize the situation in northeastern Italy during spring 2014, evaluated by monitoring 150 active ingredients and three honey bee viruses in dead honey bees and other matrices. At least one active ingredient was found in 72.2% of the 79 dead honey bee samples, with the most abundant (59.4%) being insecticides, mainly belonging to the class of neonicotinoids (41.8%), followed by fungicides (40.6%). Imidacloprid, chlorpyrifos, tau-fluvalinate, and cyprodinil were the most frequently detected active ingredients. Multiple virus infections were monitored, revealing a high prevalence of chronic bee paralysis virus (CBPV) and deformed wing virus (DWV), detected in all samples except one. 71 and 37% of the CBPV- and DWV positive samples, respectively, showed a high number of viral copies per bee (>107). This work emphasizes the possible relationship between spring mortality in honey bees and pesticide treatments. Honey bee viruses could synergistically exacerbate the negative impact of pesticides on honey bee health, endangering the survival of colonies. © 2017 International Bee Research Association.",2017///,2017,10.1080/00218839.2017.1304878,56,3,,,239,254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017149943&doi=10.1080%2f00218839.2017.1304878&partnerID=40&md5=0606cff4959195ddc5ec07ecef2e58a2,Scopus,,Mortalidad primaveral en las abejas melíferas del noreste de Italia: detección de los plaguicidas y los virus en las abejas melíferas muertas y en otras matrices,0,,0,111
224,807,JOUR,Genetics of tolerance in honeybees to the neonicotinoid clothianidin,"['Tsvetkov, N', 'Bahia, S', 'Calla, B', 'Berenbaum, MR', 'Zayed, A']",ISCIENCE,"The effects of neonicotinoid insecticides (NNIs) on honeybee health are intensely debated, with numerous studies showing negative effects of exposure, while others report no such effects. We carried out experiments to study the genetic and molecular basis of NNI tolerance in honeybees, which may underlie the dis-crepancies observed in the literature. We discovered that worker survival post -exposure to an acute oral dose of clothianidin is heritable (H2 = 37.8%). Tolerance to clothianidin was not associated with differences in the expression of detoxifica-tion enzymes in our experiments. Instead, mutations in the primary neonicotinoid detoxification genes CYP9Q1 and CYP9Q3 were strongly associated with worker survival post-clothianidin exposure. In some instances, the strong association between CYP9Q haplotypes and worker survival was associated with the pro-tein's predicted binding affinity for clothianidin. Our findings have implications regarding future toxicological studies utilizing honeybees as a model pollinator.",2023/03/17/,2023,10.1016/j.isci.2023.106084,26,3,,,,,"['Environmental toxicology', 'Molecular biology', 'Zoology']",2589-0042,WOS:000994851800001,,0,,0,112
324,753,JOUR,Combined transcriptome and metabolite profiling analyses provide insights into the chronic toxicity of carbaryl and acetamiprid to Apis mellifera larvae,"['Gao, J.', 'Yang, Y.', 'Ma, S.', 'Liu, F.', 'Wang, Q.', 'Wang, X.', 'Wu, Y.', 'Zhang, L.', 'Liu, Y.', 'Diao, Q.', 'Dai, P.']",Scientific Reports,"Despite many studies have revealed that developing honey bee (Apis mellifera) larvae are posting a high risk on exposure to insecticides, the toxicology information on bee larvae remain limited. The present study demonstrated the first assessment of the effects of no observed adverse effect concentration (NOAEC) of carbaryl (CR) and acetamiprid (ACE) on transcriptome and metabolome in honeybee larvae reared in vitro. Chronic exposure to carbaryl caused transcriptional disorders associated with oxidative stress. In addition, a series of metabolic homeostasis were disrupted by carbaryl stress, such amino acid metabolism, purine and pyrimidine metabolism and flavone and flavonol biosynthesis. The activities of enzymic biomarkers including GST, P450, CAT, AChE and SOD were not influenced by ACE stress, while the CR exposure slightly decreased the activity of CAT and SOD. Our results clearly show that ACE and CR display different potential to modulate transcriptome and metabolome associated with their different toxicity against bee larvae. © 2022, The Author(s).",2022///,2022,10.1038/s41598-022-21403-0,12,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139571721&doi=10.1038%2fs41598-022-21403-0&partnerID=40&md5=cec34b2c314d07fe44bed255dd0514ba,Scopus,,,,,0,,0,113
373,233,JOUR,Imidacloprid Pesticide Causes Unexpectedly Severe Bioelement Deficiencies and Imbalance in Honey Bees Even at Sublethal Doses,"['Paleolog, J.', 'Wilde, J.', 'Gancarz, M.', 'Wiącek, D.', 'Nawrocka, A.', 'Strachecka, A.']",Animals,"Pesticides impair honeybee health in many ways. Imidacloprid (IMD) is a pesticide used worldwide. No information exists on how IMD impact the bees’ body bioelement balance, which is essential for bee health. We hypothesized that IMD disturbs this balance and fed the bees (in field conditions) with diets containing 0 ppb (control), 5 ppb (sublethal considered field-relevant), and 200 ppb (adverse) doses of IMD. IMD severely reduced the levels of K, Na, Ca, and Mg (electrolytic) and of Fe, Mo, Mn, Co, Cu, Ni, Se, and Zn, while those of Sn, V, and Cr (enzymatic) were increased. Levels of P, S, Ti, Al, Li, and Sr were also decreased, while only the B content (physiologically essential) was increased. The increase in Tl, Pb, and As levels (toxic) was alarming. Generally, IMD, even in sublethal doses, unexpectedly led to severe bioelement malnutrition in 69% of bioelements and to a stoichiometric mismatch in the remaining ones. This points to the IMD-dependent bioelement disturbance as another, yet unaccounted for, essential metabolic element which can interfere with apian health. Consequently, there is a need for developing methods of bioelement supplementation of the honey bee diet for better preventing bee colony decline and protecting apian health status when faced with pesticides. © 2023 by the authors.",2023///,2023,10.3390/ani13040615,13,4,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148875202&doi=10.3390%2fani13040615&partnerID=40&md5=ca0e5178888110c2640977a9ff05e4a1,Scopus,"['aluminum', 'Apis mellifera', 'arsenic', 'Article', 'bee healthcare', 'bioelement deficiency', 'biominerals', 'cadmium', 'cell metabolism', 'chromium', 'cobalt', 'copper', 'deionized water', 'egg laying', 'honeybee', 'imidacloprid', 'iron', 'lead', 'lithium', 'magnesium', 'malnutrition', 'manganese', 'molybdenum', 'neonicotinoid', 'nickel', 'nonhuman', 'nutrition', 'nutritional deficiency', 'pesticide', 'phosphorus', 'principal component analysis', 'selenium', 'sodium', 'strontium', 'sublethal dose', 'sulfur', 'thallium', 'tin', 'titanium', 'vanadium', 'zinc']",,0,,0,114
417,11,JOUR,"EFFECT OF FENVALERATE, λ-CYHALOTHRIN, QUINALPHOS AND THIAMETHOXAM ON LARVAL SURVIVAL IN HONEY BEE APIS MELLIFERA L.","['Tuteja, S.', 'Dhanju, A.S.', 'Kaur, G.', 'Singh, R.']",Indian Journal of Entomology,"This study evaluates the effects of some insecticides on the survival of larvae of Apis mellifera L. The pyrethroids (fenvalerate and λ-cyhalothrin) caused maximum mortality at highest concentration (12.5 ppm), when compared to quinalphos and thiamethoxam. Fenvalerate was observed to be extremely toxic in its maximum concentration, as none among 1-2 days old treated larvae (after multiple exposures) survived after 24 hours (i.e., after 4th exposure. Lavae were observed to be tolerant to thiamethoxam as 66.67% survival was observed till emergence under similar conditions. © 2022, The Entomological Society of India. All rights reserved.",2022///,2022,10.55446/IJE.2021.300,84,1,,,49,53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131648004&doi=10.55446%2fIJE.2021.300&partnerID=40&md5=b9dfebd672e601aeeb07ad1d04aa029d,Scopus,"['Apis mellifera', 'brood', 'emergence', 'fenvalerate', 'honey', 'insecticides', 'larvae', 'multiple exposer', 'pollen', 'pyrethroids', 'survival', 'thiamethoxam', 'toxicity', 'λ-cyhalothrin']",,0,,0,115
252,550,JOUR,"Sublethal acetamiprid exposure induces immunity, suppresses pathways linked to juvenile hormone synthesis in queens and affects cycle-related signaling in emerging bees","['Erban, T.', 'Markovic, M.', 'Sopko, B.']",Environmental Pollution,"Acetamiprid is the only neonicotinoid registered in the European Union because the risks of neonicotinoids to honey bees and other pollinators are strictly regulated. Herein, we orally exposed honey bee colonies to sublethal concentrations of acetamiprid (20 μg/L) under isolated conditions. After one month of continuous exposure, the emerging bees and queens were collected and analyzed via high-throughput label-free quantitative proteomics using a data-independent acquisition strategy. Six and 34 significantly differentially expressed proteins (DEPs) were identified in the emerging bees and queens, respectively. Mrjp3 was the only DEP found in both sample types/castes, and its opposite regulation illustrated a differential response. The DEPs in the emerging bees (H/ACA RNP, Rap1GAP, Mrjp3, and JHE) suggested that sublethal exposure to acetamiprid affected cell cycle-related signaling, which may affect the life history of workers in the colony. The DEPs with increased levels in queens, such as Mrjps 1–4 and 6–7, hymenoptaecin, and apidaecin 22, indicated an activated immune response. Additionally, the level of farnesyl pyrophosphate synthase (FPPS), which is essential for the mevalonate pathway and juvenile hormone biosynthesis, was significantly decreased in queens. The impaired utilization of juvenile hormone in queens supported the identification of additional DEPs. Furthermore, the proteome changes suggested the existence of increased neonicotinoid detoxification by UDP-glucuronosyltransferase and increased amino acid metabolism. The results suggest that the continuous exposure of bee colonies to acetamiprid at low doses (nanograms per gram in feed) may pose a threat to the colonies. The different exposure routes and durations for the emerging bees and queens in our experiment must be considered, i.e., the emerging bees were exposed as larvae via feeding royal jelly and beebread provided by workers (nurse bees), whereas the queens were fed royal jelly throughout the experiment. The biological consequences of the proteomic changes resulting from sublethal/chronic exposure require future determination. © 2024 Elsevier Ltd",2024///,2024,10.1016/j.envpol.2024.123901,349,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189754379&doi=10.1016%2fj.envpol.2024.123901&partnerID=40&md5=0ef2ce1fe730183f9cf7fa2ed927a347,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'pollinator', 'acetamiprid', 'Acetamiprid', 'Article', 'female', 'nonhuman', 'pesticide', 'pollen', 'pollution exposure', 'risk assessment', 'Risk assessment', 'sublethal effect', 'Apis mellifera', 'clothianidin', 'drug effect', 'chromatography', 'concentration (composition)', 'larva', 'thiamethoxam', 'Insecticide', 'Pesticide risk assessment', 'Honey bee', 'sublethal concentration', 'long term exposure', 'unclassified drug', ""Workers'"", 'Chronic exposure', 'Proteins', 'high performance liquid chromatography', 'nanoliquid chromatography', 'proteomics', 'Proteomics', 'bioinformatics', 'protein', 'Female', 'detoxification', 'Detoxification', 'liquid chromatography-mass spectrometry', 'queen (insect)', 'immunity', 'Biochemistry', 'Juvenile hormone', 'Molecular biology', 'false discovery rate', 'juvenile hormone', 'Juvenile Hormones', 'signal transduction', 'royal jelly', 'Royal jelly', 'Cell signaling', 'biosynthesis', 'KEGG', 'apidaecin 22', 'cell cycle', 'Continuous exposure', 'data independent acquisition', 'differential expression analysis', 'differentially expressed protein', 'farnesyl diphosphate', 'farnesyl pyrophosphate synthase', 'functional enrichment analysis', 'glucuronosyltransferase', 'H/ ACA RNP', 'hormone synthesis', 'hymenoptaecin', 'JHE', 'juvenile hormone synthesis', 'Mrjp3', 'Mrjps 1', 'Mrjps 2', 'Mrjps 3', 'Mrjps 4', 'Mrjps 6', 'Mrjps 7', 'Rap1GAP', 'Signal Transduction', 'synthetase']",,,,0,,0,116
287,336,JOUR,Gut microbiota composition is associated with environmental landscape in honey bees,"['Jones, J.C.', 'Fruciano, C.', 'Hildebrand, F.', 'Al Toufalilia, H.', 'Balfour, N.J.', 'Bork, P.', 'Engel, P.', 'Ratnieks, F.L.W.', 'Hughes, W.O.H.']",Ecology and Evolution,"There is growing recognition that the gut microbial community regulates a wide variety of important functions in its animal hosts, including host health. However, the complex interactions between gut microbes and environment are still unclear. Honey bees are ecologically and economically important pollinators that host a core gut microbial community that is thought to be constant across populations. Here, we examined whether the composition of the gut microbial community of honey bees is affected by the environmental landscape the bees are exposed to. We placed honey bee colonies reared under identical conditions in two main landscape types for 6 weeks: either oilseed rape farmland or agricultural farmland distant to fields of flowering oilseed rape. The gut bacterial communities of adult bees from the colonies were then characterized and compared based on amplicon sequencing of the 16S rRNA gene. While previous studies have delineated a characteristic core set of bacteria inhabiting the honey bee gut, our results suggest that the broad environment that bees are exposed to has some influence on the relative abundance of some members of that microbial community. This includes known dominant taxa thought to have functions in nutrition and health. Our results provide evidence for an influence of landscape exposure on honey bee microbial community and highlight the potential effect of exposure to different environmental parameters, such as forage type and neonicotinoid pesticides, on key honey bee gut bacteria. This work emphasizes the complexity of the relationship between the host, its gut bacteria, and the environment and identifies target microbial taxa for functional analyses. © 2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",2018///,2018,10.1002/ece3.3597,8,1,441,451,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036538859&doi=10.1002%2fece3.3597&partnerID=40&md5=c213069a5f8f8497399200a2c7bee63a,Scopus,,,,,0,,0,117
268,97,JOUR,Crop Pollination Exposes Honey Bees to Pesticides Which Alters Their Susceptibility to the Gut Pathogen Nosema ceranae,"['Pettis, J.S.', 'Lichtenberg, E.M.', 'Andree, M.', 'Stitzinger, J.', 'Rose, R.', 'vanEngelsdorp, D.']",PLoS ONE,"Recent declines in honey bee populations and increasing demand for insect-pollinated crops raise concerns about pollinator shortages. Pesticide exposure and pathogens may interact to have strong negative effects on managed honey bee colonies. Such findings are of great concern given the large numbers and high levels of pesticides found in honey bee colonies. Thus it is crucial to determine how field-relevant combinations and loads of pesticides affect bee health. We collected pollen from bee hives in seven major crops to determine 1) what types of pesticides bees are exposed to when rented for pollination of various crops and 2) how field-relevant pesticide blends affect bees' susceptibility to the gut parasite Nosema ceranae. Our samples represent pollen collected by foragers for use by the colony, and do not necessarily indicate foragers' roles as pollinators. In blueberry, cranberry, cucumber, pumpkin and watermelon bees collected pollen almost exclusively from weeds and wildflowers during our sampling. Thus more attention must be paid to how honey bees are exposed to pesticides outside of the field in which they are placed. We detected 35 different pesticides in the sampled pollen, and found high fungicide loads. The insecticides esfenvalerate and phosmet were at a concentration higher than their median lethal dose in at least one pollen sample. While fungicides are typically seen as fairly safe for honey bees, we found an increased probability of Nosema infection in bees that consumed pollen with a higher fungicide load. Our results highlight a need for research on sub-lethal effects of fungicides and other chemicals that bees placed in an agricultural setting are exposed to.",2013///,2013,10.1371/journal.pone.0070182,8,7,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880838194&doi=10.1371%2fjournal.pone.0070182&partnerID=40&md5=e23f2597cb341569f18b2cd9b79a9a3d,Scopus,,,,,0,,0,118
325,791,JOUR,Indirect effects of agricultural pesticide use on parasite prevalence in wild pollinators,"['Evans, AN', 'Llanos, JEM', 'Kunin, WE', 'Evison, SEF']",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"Insect pollinators appear to be experiencing worldwide declines, a phenomenon that has been correlated both with exposure to chemical pesticides and disease prevalence. These factors have been found to have strong and often interacting negative effects on multiple pollinator species in laboratory based studies, however their interactions in the field are less clear. To try and understand the link between pesticide use on pollinator communities, and how this might impact on disease transmission, we took two complementary approaches. First, we undertook a series of pollinator surveys to assess the abundance and diversity of pollinator groups across British agricultural field sites subject to varying levels of pesticide use. We then screened the offspring of two taxa of tube nesting solitary bees (Osmiabicomis and Megachile spp.) for three parasite groups commonly associated with pollinators. We found lower pollinator abundance, group richness and diversity across agricultural sites associated with higher pesticide use. Specifically, there were fewer honey bees, hoverflies, solitary bees and wasps. Surprisingly, we found a lower prevalence of all three parasite groups in O. bicomis offspring reared in sites associated with higher pesticide use compared to lower pesticide use. We also found a lower prevalence of Ascosphaera but a higher prevalence of Microsporidia in Megachile offspring reared in sites associated with higher pesticide use compared to lower pesticide use. Together, our results suggest that agricultural sites associated with higher pesticide use may be affecting pollinators indirectly by disrupting community structure and influencing disease epidemiology and vectoring opportunities. This highlights the importance of understanding the interactions between pesticide use and disease in both managed and wild bee populations for the future mitigation of pollinator declines.",2018/04/15/,2018,10.1016/j.agee.2018.02.002,258,,40,48,,,,0167-8809,WOS:000429394600005,,0,,0,119
251,407,JOUR,Impacts of neonicotinoid seed treatments on the wild bee community in agricultural field margins,"['Main, A.R.', 'Webb, E.B.', 'Goyne, K.W.', 'Abney, R.', 'Mengel, D.']",Science of the Total Environment,"Wild bees support global agroecosystems via pollination of agricultural crops and maintaining diverse plant communities. However, with an increased reliance on pesticides to enhance crop production, wild bee communities may inadvertently be affected through exposure to chemical residues. Laboratory and semi-field studies have demonstrated lethal and sublethal effects of neonicotinoids on limited genera (e.g., Apis, Bombus, Megachile), yet full field studies evaluating impacts to wild bee communities remain limited. Here, we conducted a two-year field study to assess whether neonicotinoid seed treatment and presence in environmental media (e.g., soil, flowers) influenced bee nest and diet guild abundance and richness. In 2017 and 2018, we planted 23 Missouri agricultural fields to soybeans (Glycine max) using one of three seed treatments: untreated (no insecticide), treated (imidacloprid), or previously-treated (untreated, but neonicotinoid use prior to 2017). During both years, wild bees were collected in study field margins monthly (May to September) in tandem with soil and flowers from fields and field margins that were analyzed for neonicotinoid residues. Insecticide presence in soils and flowers varied over the study with neonicotinoids infrequently detected in both years within margin flowers (0%), soybean flowers (<1%), margin soils (<8%), and field soils (~39%). Wild bee abundance and species richness were not significantly different among field treatments. In contrast, neonicotinoid presence in field soils was associated with significantly lower richness (ground- and aboveground-nesting, diet generalists) of wild bee guilds. Our findings support that soil remains an underexplored route of exposure and long-term persistence of neonicotinoids in field soils may lead to reduced diversity in regional bee communities. Future reduction or elimination of neonicotinoid seed treatment use on areas managed for wildlife may facilitate conservation goals to sustain viable, diverse wild bee populations. © 2021",2021///,2021,10.1016/j.scitotenv.2021.147299,786,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105282479&doi=10.1016%2fj.scitotenv.2021.147299&partnerID=40&md5=d30b2e15046c896f8085308414251f63,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'pollination', 'pollinator', 'Article', 'Crops', 'Neonicotinoid insecticides', 'neonicotinoid pesticide', 'nonhuman', 'plant seed', 'Pollination', 'flower', 'chemistry', 'priority journal', 'Seeds', 'long term exposure', 'Ecosystems', 'Pollinators', 'Pollinator', 'Field studies', 'agriculture', 'agricultural ecosystem', 'Agro-ecosystems', 'agroecosystem', 'Cultivation', 'seed', 'Soils', 'Forestry', 'Amino acids', 'Glycine max', 'Seed', 'Seed treatment', 'soybean', 'soil', 'Megachile', 'Missouri', 'Agroecosystems', 'species richness', 'Field margins', 'relative abundance', 'Abundance', 'Bee functional guild', 'Bee functional guilds', 'guild', 'Nitrogen fixation', 'Richness']",,,,0,,0,120
250,144,JOUR,"Long-term field-realistic exposure to a next-generation pesticide, flupyradifurone, impairs honey bee behaviour and survival","['Tosi, S', 'Nieh, JC', 'Brandt, A', 'Colli, M', 'Fourrier, J', 'Giffard, H', 'Hernández-López, J', 'Malagnini, V', 'Williams, GR', 'Simon-Delso, N']",COMMUNICATIONS BIOLOGY,"The assessment of pesticide risks to insect pollinators have typically focused on short-term, lethal impacts. The environmental ramifications of many of the world's most commonly employed pesticides, such as those exhibiting systemic properties that can result in long-lasting exposure to insects, may thus be severely underestimated. Here, seven laboratories from Europe and North America performed a standardised experiment (a ring-test) to study the long-term lethal and sublethal impacts of the relatively recently approved 'bee safe' butenolide pesticide flupyradifurone (FPF, active ingredient in Sivanto((R))) on honey bees. The emerging contaminant, FPF, impaired bee survival and behaviour at field-realistic doses (down to 11ng/bee/day, corresponding to 400 mu g/kg) that were up to 101-fold lower than those reported by risk assessments (1110ng/bee/day), despite an absence of time-reinforced toxicity. Our findings raise concerns about the chronic impact of pesticides on pollinators at a global scale and support a novel methodology for a refined risk assessment. Tosi and colleagues perform a large, multinational experiment on honey bees, encompassing multiple subspecies, to assess the short- and long-term effects of a next-generation pesticide, flupyradifurone, on this key pollinator species. Their findings indicate that this ""bee safe"" pesticide impairs survival and behaviour at real-world exposure levels.",2021/06/28/,2021,10.1038/s42003-021-02336-2,4,1,,,,,"['4-Butyrolactone', 'animal', 'animal behavior', 'Animals', 'bee', 'Bees', 'Behavior, Animal', 'drug effect', 'flupyradifurone', 'gamma butyrolactone', 'pesticide', 'Pesticides', 'physiology', 'pollination', 'Pollination', 'pyridine derivative', 'Pyridines']",2399-3642,WOS:000669939600002,,0,,0,121
66,75,JOUR,Field-level clothianidin exposure affects bumblebees but generally not their pathogens,"['Wintermantel, D.', 'Locke, B.', 'Andersson, G.K.S.', 'Semberg, E.', 'Forsgren, E.', 'Osterman, J.', 'Rahbek Pedersen, T.', 'Bommarco, R.', 'Smith, H.G.', 'Rundlöf, M.', 'de Miranda, J.R.']",Nature Communications,"Neonicotinoids are implicated in bee declines and laboratory studies imply that they impair the bee immune system, thereby precipitating a rise in pathogen levels. To establish whether such synergisms reduce bee performance in real-world agricultural landscapes, we analysed the microbial composition of the bumblebee (Bombus terrestris) samples from our recent landscape study on the impacts of field-level clothianidin exposure. We related clothianidin exposure and microbial composition to both individual- and colony-level performance parameters, to better understand the direct and indirect mechanistic effects of neonicotinoid exposure on bumblebees. We show that exposure to clothianidin from seed-coated oilseed rape reduces bumblebee size and numbers, particularly of reproductives. However, exposure does not affect the levels of non-pathogenic bacteria or viruses, nor induce rises in the levels or virulence of intracellular parasites. We conclude that field exposure to the neonicotinoid clothianidin affects bumblebee performance but generally not their pathogenic or beneficial microbiota. © 2018, The Author(s).",2018///,2018,10.1038/s41467-018-07914-3,9,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058916064&doi=10.1038%2fs41467-018-07914-3&partnerID=40&md5=bc63b09c05c1b048cc638352f06a38ec,Scopus,,,,,0,,0,122
