record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,exported_notes_1,included,exported_notes_2
643,JOUR,Food consumption and food exchange of caged honey bees using a radioactive labelled sugar solution,"['Brodschneider, R.', 'Libor, A.', 'Kupelwieser, V.', 'Crailsheim, K.']",PLoS ONE,"We measured the distribution of sugar solution within groups of caged honey bees (Apis mellifera) under standard in vitro laboratory conditions using 14C polyethylene glycol as a radioactive marker to analyze ingestion by individual bees after group feeding. We studied the impact of different experimental setups by varying the number of bees, age of bees, origin of bees, duration of experiment, the amount of available diet, and the influence of the neurotoxic pesticide imidacloprid in the diet on the feeding and food sharing behavior (trophallaxis). Sugar solution was non-uniformly distributed in bees in 36 out of 135 cages. As a measure of the extent to which the sugar diet was equally distributed between caged bees, we calculated the (inner 80%) intake ratio by dividing the intake of the 90th percentile bee by the intake of the 10th percentile bee. This intake ratio ranged from 1.3 to 94.8 in 133 individual cages, further supporting a non-uniform distribution of food among caged bees. We can expect a cage with 10 or 30 bees containing one bee that ingests, on average, the 8.8-fold of the bee in the same cage ingesting the smallest quantity of food. Inner 80% intake ratios were lower in experiments with a permanent or chronic offering of labelled sugar solution compared to temporary or acute feedings. After pooling the data of replicates to achieve a higher statistical power we compared different experimental setups. We found that uniform food distribution is best approached with 10 newly emerged bees per cage, which originate from a brood comb from a single colony. We also investigated the trophallaxis between caged honey bees which originally consumed the diet and newly added bees. Color marked bees were starved and added to the cages in a ratio of 10:5 or 20:20 after the initial set of bees consumed all the labelled sugar solution. The distribution of the labelled sugar solution by trophallaxis within 48 hours to added bees was 25% (10:5) or 45% (20:20) of the initial sugar solution. Imidacloprid at its median lethal dose (LD50) in the sugar solution reduced this post-feeding food transmission to 27% (20:20). Our results show that differences in food intake exist within caged bees that may lead to differential exposure that can influence the interpretation of toxicity tests. © 2017 Brodschneider et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2017///,2017,10.1371/journal.pone.0174684,12,3,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016400948&doi=10.1371%2fjournal.pone.0174684&partnerID=40&md5=34450b00014e9c4297b3620b10da43b1,Scopus,,,,,,0,
702,JOUR,Sub-lethal doses of clothianidin inhibit the conditioning and biosensory abilities of the western honeybee apis mellifera,"['Bartling, M.T.', 'Vilcinskas, A.', 'Lee, K.-Z.']",Insects,"Insects play an important role in the stability of ecosystems by fulfilling key functions such as pollination and nutrient cycling, as well as acting as prey for amphibians, reptiles, birds and mammals. The global decline of insects is therefore a cause for concern, and the role of chemical pesticides must be examined carefully. The lethal effects of insecticides are well understood, but sub-lethal concentrations have not been studied in sufficient detail. We therefore used the western honeybee Apis mellifera as a model to test the effect of the neonicotinoid insecticide clothianidin on the movement, biosensory abilities and odor-dependent conditioning of insects, titrating from lethal to sub-lethal doses. Bees treated with sub-lethal doses showed no significant movement impairment compared to untreated control bees, but their ability to react to an aversive stimulus was inhibited. These results show that clothianidin is not only highly toxic to honeybees, but can, at lower doses, also disrupt the biosensory capabilities of survivors, probably reducing fitness at the individual level. In our study, sub-lethal doses of clothianidin altered the biosensory abilities of the honeybee; possible consequences at the colony level are discussed. © 2019 by the authors.",2019///,2019,10.3390/insects10100340,10,10,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073571757&doi=10.3390%2finsects10100340&partnerID=40&md5=67f83daae4cc4b47b0e7a4dcca857d4a,Scopus,,,,,,0,
662,JOUR,Melatonin enhances the antioxidant capacity to rescue the honey bee Apis mellifera from the ecotoxicological effects caused by environmental imidacloprid,"['Li, Z.', 'Duan, J.', 'Chen, L.', 'Wang, Y.', 'Qin, Q.', 'Dang, X.', 'Zhou, Z.']",Ecotoxicology and Environmental Safety,"Imidacloprid severely poisons the nontarget insect honey bee Apis mellifera. Few treatments are available to mitigate the adverse effects of imidacloprid. The primary concern is that the molecular understanding of imidacloprid toxicity is not comprehensive enough. Oxidative stress is the primary pathophysiological mechanism by which pesticides cause high mortality. Our pilot study found for the first time that imidacloprid stimulates bee brains to secrete melatonin, a free radical scavenger. However, the molecular basis for imidacloprid toxicity and the role of melatonin in coping with imidacloprid have not been systematically investigated in bees. This study administered an environmental dose of imidacloprid (36 ng/bee) orally to A. mellifera. The detoxification gene cytochrome P450 CYP4G11 was significantly induced. However, potent cytotoxicity of imidacloprid suppressed the expression of the antioxidants catalase (CAT) and thioredoxin reductase (TrxR), and the activity of guaiacol peroxidase (GPX), superoxide dismutase (SOD), and reduced glutathione (GSH) was not induced. The levels of reactive oxygen species (ROS) and the lipid peroxidation marker malondialdehyde (MDA) were increased. The expression of the apoptotic genes cysteinyl aspartate specific proteinase (Caspase-3) and apoptosis inducing factor (AIF) increased, and the apoptotic features of midgut cells were prominently apparent. These results suggest that imidacloprid disrupts the bee antioxidant system, causing severe oxidative stress and tissue damage and ultimately leading to apoptosis. Significantly, however, imidacloprid exposure also stimulated bee brains to continuously secrete melatonin. Further preadministration of exogenous melatonin (200 ng/bee) orally to bees significantly reversed and enhanced the activity of the imidacloprid-suppressed antioxidants CAT, SOD, and GSH, which allowed imidacloprid-induced ROS accumulation to be effectively alleviated. The MDA content, apoptotic genes Caspase-3 and AIF, and detoxification gene CYPG411 expression were restored to normalization; midgut cell damage, apoptosis, and mortality were significantly reduced. These findings strongly suggest that melatonin enhanced bee antioxidant capacity, thus attenuating oxidative stress and apoptosis to confer imidacloprid tolerance to honey bees. Melatonin secretion may be a defense mechanism to mitigate imidacloprid toxicity. © 2022 The Authors",2022///,2022,10.1016/j.ecoenv.2022.113622,239,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134600223&doi=10.1016%2fj.ecoenv.2022.113622&partnerID=40&md5=dfb131e5e7edc48e5b87ea1ce00d95a6,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'ecotoxicology', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'animal experiment', 'Article', 'controlled study', 'nonhuman', 'Apis mellifera', 'drug effect', 'environmental exposure', 'survival', 'mortality', 'gene expression', 'Imidacloprid', 'animal cell', 'apoptosis', 'caspase 3', 'catalase', 'gene', 'unclassified drug', 'animal tissue', 'midgut', 'metabolism', 'cytochrome P450', 'protein expression', 'detoxification', 'tissue injury', 'enzyme activity', 'pilot study', 'reactive oxygen metabolite', 'cytotoxicity', 'animal model', 'oxidative stress', 'cell damage', 'antioxidant', 'Reactive Oxygen Species', 'superoxide dismutase', 'Oxidative stress', 'melatonin', 'hormone synthesis', 'Antioxidants', 'Superoxide Dismutase', 'glutathione', 'malonaldehyde', 'Pilot Projects', 'antioxidant activity', 'lipid peroxidation', 'CYP4G11 gene', 'Antioxidant', 'apoptosis inducing factor', 'Caspase 3', 'cytochrome P450 4G11', 'gene induction', 'guaiacol peroxidase', 'hormone release', 'intestine cell', 'Melatonin', 'thioredoxin reductase']",,,,,0,
818,JOUR,Analysis and evaluation of (neuro)peptides in honey bees exposed to pesticides in field conditions,"['Gómez-Ramos, M.D.M.', 'Gómez Ramos, M.J.', 'Martínez Galera, M.', 'Gil García, M.D.', 'Fernández-Alba, A.R.']",Environmental Pollution,"During the last years, declines in honey bee colonies are being registered worldwide. Cholinergic pesticides and their extensive use have been correlated to the decline of pollinators and there is evidence that pesticides act as neuroendocrine disruptors affecting the metabolism of neuropeptides. However, there is a big absence of studies with quantitative results correlating the effect of pesticide exposure with changes on neuropeptides insects, and most of them are conducted under laboratory conditions, typically with individual active ingredients. In this study, we present an analytical workflow to evaluate pesticide effects on honey bees through the analysis of (neuro)peptides. The workflow consists of a rapid extraction method and liquid chromatography with triple quadrupole for preselected neuropeptides. For non-target analysis, high resolution mass spectrometry, multivariate analysis and automatic identification of discriminated peptides using a specific software and protein sequence databases. The analytical method was applied to the analysis of target and non-target (neuro)peptides in honey bees with low and high content of a wide range of pesticides to which have been exposed in field conditions. Our findings show that the identification frequency of target neuropeptides decreases significantly in honey bees with high concentration of pesticides (pesticide concentrations ≥ 500 μg kg−1) in comparison with the honey bees with low content of pesticides (pesticide concentrations ≤ 20 μg kg−1). Moreover, the principal component analysis in non-target search shows a clear distinction between peptide concentration in honey bees with high level of pesticides and honey bees with low level. The use of high resolution mass spectrometry has allowed the identification of 25 non-redundant peptides responsible for discrimination between the two groups, derived from 18 precursor proteins. It has been shown a correlation between pesticide exposure and a decrease of some neuropeptides and other head peptides in honey bees. © 2018 Elsevier Ltd",2018///,2018,10.1016/j.envpol.2017.12.091,235,,750,760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041685050&doi=10.1016%2fj.envpol.2017.12.091&partnerID=40&md5=af5b9fa3b3bedf115c723cb3cb6917f4,Scopus,,,,,,0,
46,JOUR,Bumblebee learning and memory is impaired by chronic exposure to a neonicotinoid pesticide,"['Stanley, DA', 'Smith, KE', 'Raine, NE']",SCIENTIFIC REPORTS,"Bumblebees are exposed to pesticides applied for crop protection while foraging on treated plants, with increasing evidence suggesting that this sublethal exposure has implications for pollinator declines. The challenges of navigating and learning to manipulate many different flowers underline the critical role learning plays for the foraging success and survival of bees. We assessed the impacts of both acute and chronic exposure to field-realistic levels of a widely applied neonicotinoid insecticide, thiamethoxam, on bumblebee odour learning and memory. Although bees exposed to acute doses showed conditioned responses less frequently than controls, we found no difference in the number of individuals able to learn at field-realistic exposure levels. However, following chronic pesticide exposure, bees exposed to field-realistic levels learnt more slowly and their short-term memory was significantly impaired following exposure to 2.4 ppb pesticide. These results indicate that field-realistic pesticide exposure can have appreciable impacts on learning and memory, with potential implications for essential individual behaviour and colony fitness.",2015/11/16/,2015,10.1038/srep16508,5,,,,,,,2045-2322,WOS:000364667600001,,,0,
712,JOUR,Quantitative weight of evidence assessment of higher tier studies on the toxicity and risks of neonicotinoids in honeybees. 3. Clothianidin,"['Solomon, K.R.', 'Stephenson, G.L.']",Journal of Toxicology and Environmental Health - Part B: Critical Reviews,"A quantitative weight of evidence (QWoE) methodology was used to assess higher tier studies on the effects of clothianidin (CTD) on honeybees. Assessment endpoints were population size and viability of commercially managed bees and quantity of hive products. A colony-level no-observed-adverse effect concentration (NOAEC) of 25 µg CTD/kg syrup, equivalent to an oral no-observed-adverse effect-dose (NOAED) of 7.3 ng/bee/d for all responses measured. Based on a NOAEC of 19.7 µg/kg pollen, the NOAED for honeybee larvae was 2.4 ng/bee larva/d. For exposures via dust, a no-observed-adverse effect rate of 4 g CTD/ha was used to assess relevance of exposures via deposition of dust. The overall weight of evidence suggested that there is minimal risk to honeybees from exposure to CTD from its use as a seed treatment. For exposures via dust, dust/seed and dust/foliar applications, there were no exposures greater than the NOAED for CTD in nectar and pollen, indicating a de minimis risk to honeybees when the route of exposure was via uptake in plants. Analysis of effect studies in the field indicated a consistent lack of relevant effects, regardless of the way CTD was applied. For exposures via dust, there were no adverse effects because of these applications and there were no exposures greater than the NOAED for CTD in nectar and pollen. The overall weight of evidence based on many studies indicated no adverse effects on colony viability or survival of the colony. Thus, the overall conclusion is that clothianidin, as currently used in good agricultural practices, does not present a significant risk to honeybees at the level of the colony. © 2017 Taylor & Francis.",2017///,2017,10.1080/10937404.2017.1388567,20,06-Jul,346,364,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034257521&doi=10.1080%2f10937404.2017.1388567&partnerID=40&md5=afa907f79283fc5a9db2c5fbfedb1a4e,Scopus,,,,,,0,
820,JOUR,S-dinotefuran affects the social behavior of honeybees (Apis mellifera)and increases their risk in the colony,"['Zhang, F.', 'Cao, W.', 'Zhang, Y.', 'Luo, J.', 'Hou, J.', 'Chen, L.', 'Yi, G.', 'Li, H.', 'Huang, M.', 'Dong, L.', 'Li, X.']",Pesticide Biochemistry and Physiology,"The toxic effects of neonicotinoid pesticides on honeybees is a global concern, whereas little is known about the effect of stereoisomeric pesticides among honeybee social behavior. In this study, we investigated the effects of stereoisomeric dinotefuran on honeybee social behavior. We found that honeybees exhibit a preference for consuming food containing S-dinotefuran, actively engage in trophallaxis with S-dinotefuran–consuming peers, and consequently acquire higher levels of S-dinotefuran compared with R-dinotefuran. In comparison to R-dinotefuran, S-dinotefuran stimulates honeybees to elevate their body temperature, thereby attracting more peers for trophallaxis. Transcriptome analysis revealed a significant enrichment of thermogenesis pathways due to S-dinotefuran exposure. Additionally, metabolome data indicated that S-dinotefuran may enhance body temperature by promoting lipid synthesis in the lysine degradation pathway. Consequently, body temperature emerges as a key factor influencing honeybee social behavior. Our study is the first to highlight the propensity of S-dinotefuran to raise honeybee body temperature, which prompts honeybee to preferentially engage in trophallaxis with peers exhibiting higher body temperatures. This preference may lead honeybees to collect more dinotefuran-contaminated food in the wild, significantly accelerating dinotefuran transmission within a population. Proactive trophallaxis further amplifies the risk of neonicotinoid pesticide transmission within a population, making honeybees that have consumed S-dinotefuran particularly favored within their colonies. These findings may contribute to our understanding of the higher risk associated with neonicotinoid use compared with other pesticides. © 2023",2023///,2023,10.1016/j.pestbp.2023.105594,196,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171593234&doi=10.1016%2fj.pestbp.2023.105594&partnerID=40&md5=57ef4a690eba7dc013b00e77a4ca3ae7,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'pesticide', 'Pesticides', 'guanidine derivative', 'Guanidines', 'dinotefuran', 'Dinotefuran enantiomer', 'Honeybees', 'Social behavior', 'Thermogenesis pathway', 'Transcriptomic and metabolome']",,,,,0,
48,JOUR,Does winter oilseed rape grown from clothianidin-coated seeds affect experimental populations of mason bees and bumblebees? A semi-field and field study,"['Dietzsch, A.C.', 'Kunz, N.', 'Wirtz, I.P.', 'Stähler, M.', 'Heimbach, U.', 'Pistorius, J.']",Journal fur Verbraucherschutz und Lebensmittelsicherheit,"Impacts of neonicotinoid-containing pesticides on pollinators have been heavily debated in recent years. While bees in the field get rarely exposed to lethal concentrations of neonicotinoids applied as seed coating, sublethal levels found in pollen and nectar may affect bee population development. We assessed a realistic and a worst-case scenario of clothianidin exposure to mason bees (Osmia bicornis) and bumblebees (Bombus terrestris) by conducting a small-scale field and semi-field experiment at sites planted with winter oilseed rape. Flight activity, mortality and population development (brood, colony strength and weight) of bumblebees and number of mason bee brood cells were assessed at three locations. We also analysed clothianidin residues in bee-collected pollen and nectar. We detected clothianidin at low concentrations in nectar and pollen; residues in pollen were higher than in nectar but did not exceed a maximum field concentration of 2.7 µg/kg for bumblebees and 4.7 µg/kg for mason bees. Exposure did not result in significant negative impacts on bumblebee colony development and potential reproductive success of mason bees in either semi-field or field setup. During exposure bumblebees in semi-field treatment tunnels were flying less actively than in control tunnels. Bumblebee colonies in treatment tunnels weighed more than control colonies at the end of the experiment. Our findings suggest that field-realistic exposure to oilseed rape grown from clothianidin-treated seeds (10 g clothianidin/kg seeds) poses little risks to mason bees, bumblebees and their population development. However, an impairment of flower visitation under a worst-case scenario may have implications for pollination services and crop production. © 2019, Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL).",2019///,2019,10.1007/s00003-019-01225-5,14,3,223,238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067641041&doi=10.1007%2fs00003-019-01225-5&partnerID=40&md5=b9cc247f444efdff1e2c1173f8187c7a,Scopus,,,,,,0,
602,JOUR,Impact of Thiamethoxam on Honey Bee Queen (Apis mellifera carnica) Reproductive Morphology and Physiology,"['Gajger, I.T.', 'Sakač, M.', 'Gregorc, A.']",Bulletin of Environmental Contamination and Toxicology,"High honey bee losses around the world have been linked in part by the regular use of neonicotinoids in agriculture. In light of the current situation, the aim of this study was to investigate the effects of thiamethoxam on the development of the reproductive system and physiology in the honey bee queen. Two experimental groups of honey bee queen larvae were treated with thiamethoxam during artificial rearing, applied via artificial feed in two cycles. In the first rearing cycle, honey bee larvae received a single treatment dose (4.28 ng thiamethoxam/queen larva on the 4th day after larvae grafting in artificial queen cells), while the second honey bee queen rearing cycle received a double treatment dose (total of 8.56 ng thiamethoxam/queen larva on the 4th and 5th day after larvae grafting in artificial queen cells). After emerging, queens were anesthetized and weighed, and after mating with drones were anesthetized, weighed, and sectioned. Ovary mass and number of stored sperm were determined. Body weight differed between untreated and treated honey bee queens. The results also show a decrease in the number of sperm within honey bee queen spermathecae that received the double thiamethoxam dose. © 2017, Springer Science+Business Media, LLC.",2017///,2017,10.1007/s00128-017-2144-0,99,3,297,302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026910051&doi=10.1007%2fs00128-017-2144-0&partnerID=40&md5=37b09337f488f01ab14fe67017aab8e1,Scopus,,,,,,0,
570,JOUR,Planting of neonicotinoid-coated corn raises honey bee mortality and sets back colony development,"['Samson-Robert, O.', 'Labrie, G.', 'Chagnon, M.', 'Fournier, V.']",PeerJ,"Worldwide occurrences of honey bee colony losses have raised concerns about bee health and the sustainability of pollination-dependent crops. While multiple causal factors have been identified, seed coating with insecticides of the neonicotinoid family has been the focus of much discussion and research. Nonetheless, few studies have investigated the impacts of these insecticides under field conditions or in commercial beekeeping operations. Given that corn-seed coating constitutes the largest single use of neonicotinoid, our study compared honey bee mortality from commercial apiaries located in two different agricultural settings, i.e. corn-dominated areas and corn-free environments, during the corn planting season. Data was collected in 2012 and 2013 from 26 bee yards. Dead honey bees from five hives in each apiary were counted and collected, and samples were analyzed using a multi-residue LC-MS/MS method. Long-term effects on colony development were simulated based on a honey bee population dynamic model. Mortality survey showed that colonies located in a corn-dominated area had daily mortality counts 3.51 times those of colonies from corn crop-free sites. Chemical analyses revealed that honey bees were exposed to various agricultural pesticides during the corn planting season, but were primarily subjected to neonicotinoid compounds (54% of analysed samples contained clothianidin, and 31% contained both clothianidin and thiamethoxam). Performance development simulations performed on hive populations' show that increased mortality during the corn planting season sets back colony development and bears contributions to collapse risk but, most of all, reduces the effectiveness and value of colonies for pollination services. Our results also have implications for the numerous large-scale and worldwide-cultivated crops that currently rely on pre-emptive use of neonicotinoid seed treatments. © 2017 Samson-Robert et al.",2017///,2017,10.7717/peerj.3670,2017,8,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027370657&doi=10.7717%2fpeerj.3670&partnerID=40&md5=d0e9bf37441f530c8a45cca734d704db,Scopus,,,,,,0,
26,JOUR,Neonicotinoid pesticide reduces bumble bee colony growth and queen production,"['Whitehorn, P.R.', ""O'Connor, S."", 'Wackers, F.L.', 'Goulson, D.']",Science,"Growing evidence for declines in bee populations has caused great concern because of the valuable ecosystem services they provide. Neonicotinoid insecticides have been implicated in these declines because they occur at trace levels in the nectar and pollen of crop plants. We exposed colonies of the bumble bee Bombus terrestris in the laboratory to field-realistic levels of the neonicotinoid imidacloprid, then allowed them to develop naturally under field conditions. Treated colonies had a significantly reduced growth rate and suffered an 85% reduction in production of new queens compared with control colonies. Given the scale of use of neonicotinoids, we suggest that they may be having a considerable negative impact on wild bumble bee populations across the developed world.",2012///,2012,10.1126/science.1215025,336,6079,351,352,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859988257&doi=10.1126%2fscience.1215025&partnerID=40&md5=7380df61ac59312eb6ef29bc2d3cae40,Scopus,,,,,,0,
587,JOUR,Acute thiamethoxam toxicity in honeybees is not enhanced by common fungicide and herbicide and lacks stress-induced changes in mRNA splicing,"['Decio, P', 'Ustaoglu, P', 'Roat, TC', 'Malaspina, O', 'Devaud, JM', 'Stöger, R', 'Soller, M']",SCIENTIFIC REPORTS,"Securing food supply for a growing population is a major challenge and heavily relies on the use of agrochemicals to maximize crop yield. It is increasingly recognized, that some neonicotinoid insecticides have a negative impact on non-target organisms, including important pollinators such as the European honeybee Apis mellifera. Toxicity of neonicotinoids may be enhanced through simultaneous exposure with additional pesticides, which could help explain, in part, the global decline of honeybee colonies. Here we examined whether exposure effects of the neonicotinoid thiamethoxam on bee viability are enhanced by the commonly used fungicide carbendazim and the herbicide glyphosate. We also analysed alternative splicing changes upon pesticide exposure in the honeybee. In particular, we examined transcripts of three genes: (i) the stress sensor gene X box binding protein-1 (Xbp1), (ii) the Down Syndrome Cell Adhesion Molecule (Dscam) gene and iii) the embryonic lethal/abnormal visual system (elav) gene, which are important for neuronal function. Our results showed that acute thiamethoxam exposure is not enhanced by carbendazim, nor glyphosate. Toxicity of the compounds did not trigger stress-induced, alternative splicing in the analysed mRNAs, thereby leaving dormant a cellular response pathway to these man-made environmental perturbations.",2019/12/16/,2019,10.1038/s41598-019-55534-8,9,,,,,,,2045-2322,WOS:000503189100003,,,0,
771,JOUR,Heat shock proteins and cell death in situ localisation in hypopharyngeal glands of honeybee (Apis mellifera carnica) workers after imidacloprid or coumaphos treatment,"['Skerl, MIS', 'Gregorc, A']",APIDOLOGIE,"Worker honeybees (Apis mellifera carnica Polm.) were treated with imidacloprid or coumaphos. Significant effects of treatment and treatment duration were found on hypopharyngeal glands (HPG) acinus diameter (P < 0.05). Differences in the size of acini were evident in all long term (48 h and 72 h) treatments. Short term (24 h) imidacloprid treatment induced heat shock protein 70 (Hsp 70) localisation in nuclei and cytoplasm and Hsp 90 activity was found in most cell cytoplasm. Coumaphos triggered an increased level of programmed cell death, and imidacloprid induced extended necrosis in comparison to coumaphos. In 7-12 day old workers, the level of cell death after 48 hours of imidacloprid treatment was approximately 50% and increased to all cells after 72 hours. Programmed cell death remained at the normal level of approximately 10%. Our results suggest that both pesticide treatments have an influence on the reduced size of HPG and also on the extended expression of cell death.",2010/01//,2010,10.1051/apido/2009051,41,1,73,86,,,,0044-8435,WOS:000273050600010,,,0,
665,JOUR,Thiamethoxam and picoxystrobin reduce the survival and overload the hepato-nephrocitic system of the Africanized honeybee,"['Domingues, CEC', 'Abdalla, FC', 'Balsamo, PJ', 'Pereira, BVR', 'Hausen, MD', 'Costa, MJ', 'Silva-Zacarin, ECM']",CHEMOSPHERE,"Apis mellifera perform important pollination roles in agroecosystems. However, there is often intensive use of systemic pesticides in crops, which can be carried to the colony by forage bees through the collection of contaminated pollen and nectar. Inside the colony, pollen loads are stored by bees that add honey and several enzymes to this pollen. Nevertheless, intra-colonial chronic exposure could induce sublethal effects in young bees exposed to a wide range of pesticides present in these pollen loads. This study was aimed to both determine the survival rate and evaluate the sublethal effects on the hepato-nephrocitic system in response to continuous oral exposure to lower concentrations of neonicotinoid thiamethoxam (TXT) and picoxystrobin fungicide (PXT). Exposure to a single chemical and co-exposure to both pesticides were performed in newly emerged honeybee workers. A significant decrease in the bee survival rates was observed following exposure to TXT (0.001 ng a.i./mu L) and PXT (0.018 ng a.i./mu L), as well as following co-exposure to TXT+PXT/2. After five days of continuous exposure, TXT induced sub-lethal effects in the organs involved in the detoxification of xenobiotics, such as the fat body and pericardial cells, and it also induced a significant increase in the hemocyte number. Thus, the hepato-nephrocitic system (HNS) reached the greatest level of activity of pericardial cells as an attempt to eliminate this toxic compound from hemolymph. The HNS was activated at low levels by PXT without an increase in the hemocyte number; however, the mobilization of neutral glycoconjugates from the trophocytes of the fat body was prominent only in this group. TXT and PXT co-exposure induced intermediary morphological effects in trophocytes and pericardial cells, but oenocytes from the fat body presented with atypical cytoplasm granulation only in this group. These data showed that the realistic concentrations of these pesticides are harmful to newly emerged Africanized honeybees, indicating that intra-colonial chronic exposure drastically reduces the longevity of bees exposed to neonicotinoid insecticide (TXT) and the fungicide strobilurin (PXT) as in single and co-exposure. Additionally, the sublethal effects observed in the organs constituting the HNS suggest that the activation of this system, even during exposure to low concentrations of theses pesticides, is an attempt to maintain homeostasis of the bees. These data together are alarming because these pesticides can affect the performance of the entire colony. (C) 2017 Elsevier Ltd. All rights reserved.",2017/11//,2017,10.1016/j.chemosphere.2017.07.133,186,,994,1005,,,,0045-6535,WOS:000411846900115,,,0,
788,JOUR,Queen bee acceptance under threat: Neurotoxic insecticides provoke deep damage in queen-worker relationships,"['Otesbelgue, A.', 'dos Santos, C.F.', 'Blochtein, B.']",Ecotoxicology and Environmental Safety,"Virgin queens (gynes) exhibit a range of behaviors in order to be accepted as the leader of colony. However, environmental neurotoxic insecticides as neonicotinoids may affect the social performance of the bees. Here, we evaluated the sublethal effects of neonicotinoid imidacloprid on the larval food of queens from Plebeia droryana, a species of neotropical stingless bee. Several behaviors were analyzed as multivariate response variables in a Hotelling test, as well as generalized additive mixed models. Our findings demonstrate that treated queens perform less wing vibration and trophallaxis with their workers. Furthermore, the treated gynes encounter more harassment (aggression) from their workers, suggesting that workers can differentiate nontreated queens from treated queens most likely by chemical signals. Our data indicate that the behavioral repertoire underlying the queen selection process by the stingless bee P. droryana may be seriously affected by residual doses of imidacloprid in larval food. As a result, such queens are rather undernourished and aggressed by workers, which most likely compromises the viability and permanence of colonies in the long term. © 2018 Elsevier Inc.",2018///,2018,10.1016/j.ecoenv.2018.09.048,166,,42,47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053782196&doi=10.1016%2fj.ecoenv.2018.09.048&partnerID=40&md5=dc45b81a935968ce1562a21945e04ef6,Scopus,,,,,,0,
829,JOUR,Toxicokinetics of three insecticides in the female adult solitary bee Osmia bicornis,"['Mokkapati, J.S.', 'Bednarska, A.J.', 'Choczyński, M.', 'Laskowski, R.']",Environmental Pollution,"The worldwide decline of pollinators is of growing concern and has been related to the use of insecticides. Solitary bees are potentially exposed to many insecticides through contaminated pollen and/or nectar. The kinetics of these compounds in solitary bees is, however, unknown, limiting the use of these important pollinators in pesticide regulations. Here, the toxicokinetics (TK) of chlorpyrifos (as Dursban 480 EC), cypermethrin (Sherpa 100 EC), and acetamiprid (Mospilan 20 SP) was studied for the first time in Osmia bicornis females at sublethal concentrations (near LC20s). The TK of the insecticides was analysed in bees continuously exposed to insecticide-contaminated food in the uptake phase followed by feeding with clean food in the decontamination phase. The TK models differed substantially between the insecticides. Acetamiprid followed the classic one-compartment model with gradual accumulation during the uptake phase followed by depuration during the decontamination phase. Cypermethrin accumulated rapidly in the first two days and then its concentration decreased slowly. Chlorpyrifos accumulated similarly rapidly but no substantial depuration was found until the end of the experiment. Our study demonstrates that some insecticides can harm solitary bees when exposed continuously even at trace concentrations in food because of their constant accumulation leading to time-reinforced toxicity. © 2021 The Authors",2022///,2022,10.1016/j.envpol.2021.118610,293,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120336358&doi=10.1016%2fj.envpol.2021.118610&partnerID=40&md5=a3a8d460bf6d438e0e606d4733b5dd1b,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'pollinator', 'acetamiprid', 'animal experiment', 'Article', 'exposure', 'female', 'nonhuman', 'Osmia bicornis', 'Pesticides', 'pollen', 'sublethal effect', 'concentration (composition)', 'adult', 'nectar', 'Plant Nectar', 'Pollen', 'sublethal concentration', 'Pollinators', 'Pollinator', 'Exposed to', 'metabolite', 'Metabolites', 'chemical pollutant', 'Accumulation', 'bioaccumulation', 'Toxicokinetics', 'animal food', 'food contamination', 'Chlorpyrifos', 'Degradation', 'chlorpyrifos', 'cypermethrin', 'Chemical contamination', 'Cypermethrins', 'decontamination', 'Decontamination', 'degradation', 'Depuration', 'Dursban', 'Elimination', 'environmental degradation', 'Female adults', 'female behavior', 'toxicokinetics']",,,,,0,
