record_id,﻿type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,issn,accession_number,keywords,tertiary_authors,secondary_authors,url,name_of_database,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
93,JOUR,The impact of chronic exposure to field-level thiamethoxam on sunflower visitation and yield for Apis cerana,"['Ma, C.', 'Chen, S.', 'Li, J.', 'Shi, X.', 'Zou, Y.', 'Luo, S.']",Apidologie,"Thiamethoxam (TMX) is one of the most widely used neonicotinoid insecticides. However, it is unclear how TMX alters the flower-visiting behavior and seed production of Apis cerana in sunflowers. We conducted cage experiments to study the impact of chronic exposure (10¬†days) to TMX at sublethal concentrations of 2.4¬†Œºg/kg and 10¬†Œºg/kg on the number of flower visits per minute, seed setting percentage, 100-seed weight, and seed yield in sunflowers. Bees treated with TMX demonstrated a significantly lower number of flower visits per minute compared with the control group. Although we did not observe a significant difference in yield parameters between TMX treatments and the control group, a positive correlation was observed between yield and the bees‚Äô flower visitation rate. Our study highlights the concern that exposure to field-level concentrations of TMX could pose a threat to the pollination services provided by A. cerana for other crops and wildflowers. ¬© 2023, INRAE, DIB and Springer-Verlag France SAS, part of Springer Nature.",2024///,2024,10.1007/s13592-023-01052-6,55.0,1.0,,,,,"['aphid', 'Apis cerana', 'cage experiments', 'concentration (composition)', 'crop yield', 'flower visitation rate', 'flower visiting', 'neonicotinoid pesticide', 'pollination', 'pollution exposure', 'seed production', 'seed set', 'thiamethoxam', 'TMX']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180643100&doi=10.1007%2fs13592-023-01052-6&partnerID=40&md5=1d25d26a6816a485fddc30db04c8ea64,Scopus,,0,,0,52
27,JOUR,Evidence for pollinator cost and farming benefits of neonicotinoid seed coatings on oilseed rape,"['Budge, GE', 'Garthwaite, D', 'Crowe, A', 'Boatman, ND', 'Delaplane, KS', 'Brown, MA', 'Thygesen, HH', 'Pietravalle, S']",SCIENTIFIC REPORTS,"Chronic exposure to neonicotinoid insecticides has been linked to reduced survival of pollinating insects at both the individual and colony level, but so far only experimentally. Analyses of large-scale datasets to investigate the real-world links between the use of neonicotinoids and pollinator mortality are lacking. Moreover, the impacts of neonicotinoid seed coatings in reducing subsequent applications of foliar insecticide sprays and increasing crop yield are not known, despite the supposed benefits of this practice driving widespread use. Here, we combine large-scale pesticide usage and yield observations from oilseed rape with those detailing honey bee colony losses over an 11 year period, and reveal a correlation between honey bee colony losses and national-scale imidacloprid (a neonicotinoid) usage patterns across England and Wales. We also provide the first evidence that farmers who use neonicotinoid seed coatings reduce the number of subsequent applications of foliar insecticide sprays and may derive an economic return. Our results inform the societal discussion on the pollinator costs and farming benefits of prophylactic neonicotinoid usage on a mass flowering crop.",2015/08/20/,2015,10.1038/srep12574,5.0,,,,2045-2322,WOS:000359769000001,,,,,,,0,,0,53
81,JOUR,Seed treatment with clothianidin induces changes in plant metabolism and alters pollinator foraging preferences,"['Klatt, B.K.', 'Wurz, A.', 'Herbertsson, L.', 'Rundl√∂f, M.', 'Svensson, G.P.', 'Kuhn, J.', 'Vessling, S.', 'de La Vega, B.', 'Tscharntke, T.', 'Clough, Y.', 'Smith, H.G.']",Ecotoxicology,"Neonicotinoids, systemic insecticides that are distributed into all plant tissues and protect against pests, have become a common part of crop production, but can unintentionally also affect non-target organisms, including pollinators. Such effects can be direct effects from insecticide exposure, but neonicotinoids can affect plant physiology, and effects could therefore also be indirectly mediated by changes in plant phenology, attractiveness and nutritional value. Under controlled greenhouse conditions, we tested if seed treatment with the neonicotinoid clothianidin affected oilseed rape‚Äôs production of flower resources for bees and the content of the secondary plant products glucosinolates that provide defense against herbivores. Additionally, we tested if seed treatment affected the attractiveness of oilseed rape to flower visiting bumblebees, using outdoor mesocosms. Flowers and leaves of clothianidin-treated plants had different profiles of glucosinolates compared with untreated plants. Bumblebees in mesocosms foraged slightly more on untreated plants. Neither flower timing, flower size nor the production of pollen and nectar differed between treatments, and therefore cannot explain any preference for untreated oilseed rape. We instead propose that this small but significant preference for untreated plants was related to the altered glucosinolate profile caused by clothianidin. Thereby, this study contributes to the understanding of the complex relationships between neonicotinoid-treated crops and pollinator foraging choices, by suggesting a potential mechanistic link by which insecticide treatment can affect insect behavior. ¬© 2023, The Author(s).",2023///,2023,10.1007/s10646-023-02720-0,32.0,10.0,1247,1256,,,"['animal', 'Animals', 'Article', 'bee', 'Bees', 'bumblebee', 'chemistry', 'clothianidin', 'controlled study', 'crop production', 'flower', 'Flower preference', 'flower visiting', 'foraging', 'foraging behavior', 'glucosinolate', 'Glucosinolates', 'insecticide', 'Insecticides', 'mesocosm', 'metabolism', 'nectar', 'neonicotinoid', 'Neonicotinoid insecticides', 'Neonicotinoids', 'nonhuman', 'phenology', 'physical attractiveness', 'plant defense', 'Plant defense metabolism', 'plant leaf', 'plant metabolism', 'Plant Nectar', 'plant physiology', 'plant pollinator interaction', 'plant seed', 'plant-pollinator interaction', 'Plant-pollinator interactions', 'pollination', 'Pollination', 'rapeseed', 'seed treatment', 'Seeds']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178904782&doi=10.1007%2fs10646-023-02720-0&partnerID=40&md5=c4b8763768477b51fbae5c834ba48d74,Scopus,,0,,0,54
69,JOUR,Pesticide usage practices and the exposure risk to pollinators: A case study in the North China Plain,"['Mu, HY', 'Wang, K', 'Yang, XM', 'Xu, W', 'Liu, XJ', 'Ritsema, CJ', 'Geissen, V']",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Due to the frequent pesticide applications, bees are suffered from pesticide exposure risks via consumption and direct contact with sprayed drifts. However, if pesticides are misused and the potential exposure risk to bees based on realistic pesticide application data are still little reported. In this study, pesticide application patterns in wheat-maize rotation system, vegetable and apple producing areas, was studied by interviewing farmers in Quzhou County, the North China Plain. The pesticide use status was evaluated by the recommended and actual applied dose and risk quotient (RQ) based Bee-REX model was used to assess the exposure risks of pesticide to bees based on the collected pesticide application data. The results showed that over half (52 %) of farmers in selected sites misused pesticides and orchard owners were frequently misused pesticides. Positive correlations were found between pesticide usage performance and farmers' specialized training experience. Pesticides applied in orchards have caused higher exposure risks to bees with the mean of RQs exceed 120 and 1880 via acute contact and dietary routes, respectively. Pesticide misuse significantly elevates the exposure risk to bees that the mean RQ under misuse scenarios was 5.8 times than that of correct use. Abamectin, fipronil and neonicotinoids contributed most to the pesticide exposure risk to bees. The main findings of this study imply that more sustainable pest and pollinator management strategies, including the moratorium high-risk insecticides and providing diverse flower resources and habitats, are highly needed. Additionally, measures such as implementing farmer educating and training programs should also be put on the agenda.",2022/08//,2022,10.1016/j.ecoenv.2022.113713,241.0,,0147-6513,WOS:000832714500001,,,,,"['abamectin', 'acetamiprid', 'agricultural worker', 'animal', 'Animals', 'Article', 'bee', 'Bee-REX model', 'Bees', 'carbendazim', 'China', 'chlorpyrifos', 'clinical practice', 'crop protection', 'crop rotation', 'cropping system', 'cypermethrin', 'dietary compliance', 'dimethoate', 'drug misuse', 'environmental exposure', 'Farmers', 'fungicide', 'habitat', 'Hebei', 'herbicide', 'honeybee', 'Honeybees', 'human', 'Humans', 'imidacloprid', 'insecticide', 'Insecticides', 'LD50', 'livestock', 'maize', 'mancozeb', 'mitigation', 'model', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'North China Plain', 'omethoate', 'parasite transmission', 'pesticide', 'pesticide application', 'Pesticide exposure', 'Pesticide misuse', 'Pesticides', 'pollinator', 'pollution exposure', 'questionnaire', 'Quzhou', 'risk assessment', 'Risk assessment', 'risk factor', 'tebuconazole', 'thiamethoxam', 'training']",,,,0,,0,55
35,JOUR,"Impact of currently used or potentially useful insecticides for canola agroecosystems on Bombus impatiens (Hymenoptera: Apidae), Megachile rotundata (Hymentoptera: Megachilidae), and Osmia lignaria (Hymenoptera: Megachilidae)","['Scott-Dupree, C.D.', 'Conroy, L.', 'Harris, C.R.']",Journal of Economic Entomology,"Pest management practices may be contributing to a decline in wild bee populations in or near canola (Brassica napus L.) agroecosystems. The objective of this study was to investigate the direct contact toxicity of five technical grade insecticides - imidacloprid, clothianidin, delta-methrin, spinosad, and novaluron - currently used, or with potential for use in canola integrated pest management on bees that may forage in canola: common eastern bumble bees [Bombus impatiens (Cresson); hereafter bumble bees], alfalfa leafcutting bees [Megachile rotundata (F.)], and Osmia lignaria Cresson. Clothianidin and to a lesser extent imidacloprid were highly toxic to all three species, deltamethrin and spinosad were intermediate in toxicity, and novaluron was nontoxic. Bumble bees were generally more tolerant to the direct contact applications > O. lignaria > leafcutting bees. However, differences in relative toxicities between the three species were not consistent, e.g., whereas clothianidin was only 4.9 and 1.3√ó more toxic, deltamethrin was 53 and 68√ó more toxic to leafcutting bees than to bumble bees and O. lignaria, respectively. Laboratory assessment of direct contact toxicity, although useful, is only one measure of potential impact, and mortality under field conditions may differ greatly depending on management practices. Research conducted using only honey bees as the indicator species may not adequately reflect the risk posed by insecticides to wild bees because of their unique biology and differential susceptibility. Research programs focused on determining nontarget impact on pollinators should be expanded to include not only the honey bee but also wild bee species representative of the agricultural system under investigation. ¬© 2009 Entomological Society of America.",2009///,2009,10.1603/029.102.0125,102.0,1.0,177,182,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60749108571&doi=10.1603%2f029.102.0125&partnerID=40&md5=a0b8cbdd2358bb3da92752e1518993ef,Scopus,,0,,0,56
76,JOUR,Quantifying exposure of wild bumblebees to mixtures of agrochemicals in agricultural and urban landscapes,"['Bot√≠as, C', 'David, A', 'Hill, EM', 'Goulson, D']",ENVIRONMENTAL POLLUTION,"The increased use of pesticides has caused concern over the possible direct association of exposure to combinations of these compounds with bee health problems. There is growing proof that bees are regularly exposed to mixtures of agrochemicals, but most research has been focused on managed bees living in farmland, whereas little is known about exposure of wild bees, both in farmland and urban habitats. To determine exposure of wild bumblebees to pesticides in agricultural and urban environments through the season, specimens of five different species were collected from farms and ornamental urban gardens in three sampling periods. Five neonicotinoid insecticides, thirteen fungicides and a pesticide synergist were analysed in each of the specimens collected. In total, 61% of the 150 individuals tested had detectable levels of at least one of the compounds, with boscalid being the most frequently detected (35%), followed by tebuconazole (27%), spiroxamine (19%), carbendazim (11%), epoxiconazole (8%), imidacloprid (7%), metconazole (7%) and thiamethoxam (6%). Quantifiable concentrations ranged from 0.17 to 54.4 ng/g (bee body weight) for individual pesticides. From all the bees where pesticides were detected, the majority (71%) had more than one compound, with a maximum of seven pesticides detected in one specimen. Concentrations and detection frequencies were higher in bees collected from farmland compared to urban sites, and pesticide concentrations decreased through the season. Overall, our results show that wild bumblebees are exposed to multiple pesticides when foraging in agricultural and urban landscapes. Such mixtures are detected in bee tissues not just during the crop flowering period, but also later in the season. Therefore, contact with these combinations of active compounds might be more prolonged in time and widespread in the environment than previously assumed. These findings may help to direct future research and pesticide regulation strategies to promote the conservation of wild bee populations. (C) 2017 Elsevier Ltd. All rights reserved.",2017/03//undefined,2017,10.1016/j.envpol.2017.01.001,222.0,,73,82,0269-7491,WOS:000395360900009,,,,,,,0,,0,57
59,JOUR,Neonicotinoid pesticide exposure impairs crop pollination services provided by bumblebees,"['Stanley, DA', 'Garratt, MPD', 'Wickens, JB', 'Wickens, VJ', 'Potts, SG', 'Raine, NE']",NATURE,"Recent concern over global pollinator declines has led to considerable research on the effects of pesticides on bees(1-5). Although pesticides are typically not encountered at lethal levels in the field, there is growing evidence indicating that exposure to field-realistic levels can have sublethal effects on bees, affecting their foraging behaviour(1,6,7), homing ability(8,9) and reproductive success(2,5). Bees are essential for the pollination of a wide variety of crops and the majority of wild flowering plants(10-12), but until now research on pesticide effects has been limited to direct effects on bees themselves and not on the pollination services they provide. Here we show the first evidence to our knowledge that pesticide exposure can reduce the pollination services bumblebees deliver to apples, a crop of global economic importance. Bumblebee colonies exposed to a neonicotinoid pesticide provided lower visitation rates to apple trees and collected pollen less often. Most importantly, these pesticide-exposed colonies produced apples containing fewer seeds, demonstrating a reduced delivery of pollination services. Our results also indicate that reduced pollination service delivery is not due to pesticide-induced changes in individual bee behaviour, but most likely due to effects at the colony level. These findings show that pesticide exposure can impair the ability of bees to provide pollination services, with important implications for both the sustained delivery of stable crop yields and the functioning of natural ecosystems.",2015/12/24/,2015,10.1038/nature16167,528.0,7583.0,548,+,0028-0836,WOS:000366991900051,,,,,,,0,,0,58
68,JOUR,Pesticide risk during commercial apple pollination is greater for honeybees than other managed and wild bees,"['Mueller, T.G.', 'Baert, N.', 'Mu√±iz, P.A.', 'Sossa, D.E.', 'Danforth, B.N.', 'McArt, S.H.']",Journal of Applied Ecology,"Most pesticide research has focussed on risk to managed honeybees, but other managed and wild bees are also exposed to pesticides. Critically, we know little about the magnitude and sources of risk to honeybees compared with other bees during crop pollination. To compare pesticide exposure and risk across wild and managed bees, we sampled the main bee groups present during bloom in 20 apple orchards, including managed honeybees (Apis mellifera), managed bumblebee workers (Bombus impatiens), wild mining bees (Andrena spp. and Andrena [Melandrena] spp.), bumblebee foundress queens (Bombus impatiens) and eastern carpenter bees (Xylocopa virginica). We screened all bees for 92 pesticides and computed a Risk Quotient using available toxicity data (honeybee LD50s), adjusting for differences in toxicity known to scale with body mass. To gain insight into exposure origin, we compared residues in bees to those in focal orchard apple and dandelion flowers. Nearly all bee samples contained pesticides (95%), with the average contamination level ranging from 7.1 ¬± 2.8 parts per billion (ppb) in B. impatiens workers to 388.4 ¬± 146.2 ppb in Andrena. Exposure profiles were similar for all bees except A. mellifera, whose unique exposure profile included high levels of the neonicotinoid insecticide thiamethoxam. All bee groups except wild B. impatiens queens had at least one sample exceeding a US Environmental Protection Agency or European Food Safety Authority exposure level of concern. Apis mellifera experienced significantly greater risk than other bee groups, with 63% and 81% of samples exceeding an acute or chronic exposure level of concern, respectively. Risk to honeybees was driven primarily by high thiamethoxam levels not found in focal orchard flowers and likely originating outside the orchard. Synthesis and applications: We find that pesticide exposure and risk differ between honeybees and other managed and wild bees during apple pollination. Furthermore, pesticide exposure is a landscape-scale phenomenon and therefore measures to reduce exposure must consider the surroundings beyond focal farms. Limiting orchard sprays, while reducing on-farm exposures, will not protect far-foraging bees from off-farm exposures such as thiamethoxam, which we hypothesize is coming from nearby seed-treated corn fields planted during apple bloom. ¬© 2024 The Authors. Journal of Applied Ecology ¬© 2024 British Ecological Society.",2024///,2024,10.1111/1365-2664.14661,61.0,6.0,1289,1300,,,"['deciduous tree', 'fungicide', 'Hazard Quotient', 'health risk', 'honeybee', 'insecticide', 'neonicotinoid pesticide', 'orchard', 'pesticide exposure', 'pollination', 'pollinator', 'pollinator health', 'risk quotient', 'thiamethoxam', 'toxicity']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191183045&doi=10.1111%2f1365-2664.14661&partnerID=40&md5=f572206204b06c0ffe01edc0e969a51b,Scopus,,0,,0,59
94,JOUR,THE INFLUENCE OF SOME INSECTICIDES ON THE ABUNDANCE AND FORAGING ACTIVITIES OF BROAD BEAN BEE POLLINATORS IN EGYPT: A CASE STUDY,"['El-Naggar, D.H.', 'Shebl, M.A.', 'Ahmed, M.T.', 'Osman, M.A.']",Uludag Aricilik Dergisi,"Insect pollinators provide many essential ecosystem services including pollination, and many others. However, pollinating insects are currently facing potential threats on an unprecedented scale with many species facing decline. Honeybee Apis mellifera comprise nearly 68% of those affected insect pollinators. Irrational Insecticides application, with special reference to neonicotinoides group is one of the main causes of this decline. The main objective of the current study is to investigate the impact of some insecticides application on the activity of broad bean flower-visiting bees. Tested inseticides were thiamethoxam, acetamiprid, thiacloprid (neonicotinoids), spinosyns A and D, beside some organophosphates. Changes in the daily activity of bees visiting broad bean flowers following insecticide application was recorded and compared to their activity before application, throughout until the end of blooming season. ¬© 2022 The authors.",2022///,2022,10.31467/uluaricilik.1085773,22.0,2.0,118,129,,,"['Bee Decline', 'Colony Loss', 'Foraging', 'Neonicotinoides', 'Pollination']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143636758&doi=10.31467%2fuluaricilik.1085773&partnerID=40&md5=6e4dfaaaf865610ed6d30a7dbceed8e3,Scopus,Mƒ±sƒ±r'daki Bakla Arƒ± Tozlayƒ±cƒ±larƒ±nƒ±n Bolluƒüu ve Yiyecek Arama Faaliyetleri √úzerine Bazƒ± ƒ∞nsektisitlerin Etkisi: Bir Vaka √áalƒ±≈ümasƒ±,0,,0,60
89,JOUR,Synergistic effects of pathogen and pesticide exposure on honey bee (Apis mellifera) survival and immunity,"['Grassl, J.', 'Holt, S.', 'Cremen, N.', 'Peso, M.', 'Hahne, D.', 'Baer, B.']",Journal of Invertebrate Pathology,"Declines in native insect pollinator populations and substantial losses in managed honey bees have been reported on a global scale and become a widespread concern because of the importance of these insects for human food production and ecosystem stability. Several potential factors have been studied as possible causes of declining pollinator health, such as parasites and pathogens, exposure to agricultural pesticides, habitat loss and/or climate change. More recently, a combination of these factors rather than a single cause have been blamed for observed pollinator losses, but field studies of such interactions are challenging, especially in the presence of confounding environmental stressors. We therefore examined the impact of single and combined stressors on the honey bee (Apis mellifera) in a generally healthy Australian population. We exposed workers during their larval development and drones until they reached sexual maturity to the neonicotinoid pesticide Thiamethoxam, at concentrations more than 20 times lower than we initially measured in the field, the microsporidian gut pathogen Nosema apis or both stressors at the same time. We found that simultaneous exposure significantly reduced bee health. We observed a substantial increase in mortality and a reduction of immunocompetence in workers exposed to both the pathogen and the pesticide. We conclude that the exposure of generally healthy bees to multiple environmental stressors results in synergistic effects where the effects are expected to negatively impact performance and could be sufficient to trigger colony collapse. We found that the vast majority of males did not survive to sexual maturity after exposure to very low levels of Thiamethoxam. This would not only reduce the reproductive success of individual colonies, but can also impact gene flow and genetic diversity at the population level, which are both known as key components of honey bee health. ¬© 2018 Elsevier Inc.",2018///,2018,10.1016/j.jip.2018.10.005,159.0,,78,86,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055575152&doi=10.1016%2fj.jip.2018.10.005&partnerID=40&md5=d9ed9a9090c05697a15e59d9df1ede3c,Scopus,,0,,0,61
62,JOUR,Neonicotinoid-contaminated pollinator strips adjacent to cropland reduce honey bee nutritional status,"['Mogren, C.L.', 'Lundgren, J.G.']",Scientific Reports,"Worldwide pollinator declines are attributed to a number of factors, including pesticide exposures. Neonicotinoid insecticides specifically have been detected in surface waters, non-target vegetation, and bee products, but the risks posed by environmental exposures are still not well understood. Pollinator strips were tested for clothianidin contamination in plant tissues, and the risks to honey bees assessed. An enzyme-linked immunosorbent assay (ELISA) quantified clothianidin in leaf, nectar, honey, and bee bread at organic and seed-treated farms. Total glycogen, lipids, and protein from honey bee workers were quantified. The proportion of plants testing positive for clothianidin were the same between treatments. Leaf tissue and honey had similar concentrations of clothianidin between organic and seed-treated farms. Honey (mean¬±SE: 6.61 ¬± 0.88 ppb clothianidin per hive) had seven times greater concentrations than nectar collected by bees (0.94 ¬± 0.09 ppb). Bee bread collected from organic sites (25.8 ¬± 3.0 ppb) had significantly less clothianidin than those at seed treated locations (41.6 ¬± 2.9 ppb). Increasing concentrations of clothianidin in bee bread were correlated with decreased glycogen, lipid, and protein in workers. This study shows that small, isolated areas set aside for conservation do not provide spatial or temporal relief from neonicotinoid exposures in agricultural regions where their use is largely prophylactic.",2016///,2016,10.1038/srep29608,6.0,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978818288&doi=10.1038%2fsrep29608&partnerID=40&md5=9fa05a4332f51f7a16e65f00c116d487,Scopus,,0,,0,62
85,JOUR,Sublethal effects of crop protection on honey bee pollination: foraging behaviour and flower visits.,"['Gobin, B.', 'Heylen, K.', 'Billen, J.', 'Arckens, L.', 'Huybrechts, R.']",Communications in agricultural and applied biological sciences,"Crop protection strategies essential for pest and disease control can pose risk to pollinators. Fruits cannot be grown commercially without the use of crop protection agents, either from organic or chemical origin. The use of products with toxic effects is banned during flowering, and precise pre-flowering intervals have to be respected in Good Agricultural Practice. Bee pollination is essential for fruit crops to guarantee maximal fruit quality (shape and size) and quantity (yield weight). Fruit growers in Belgium depend mostly on non-commercial beekeepers to provide sufficient colonies for adequate pollination. Under optimal circumstances, beekeepers and fruit growers have mutual benefits from this cooperation as both honey and fruit yield increase. In those European countries with a monitoring scheme, acute bee poisoning incidents have decreased considerably and hardly cause problems at present. In recent years, some concerns arose around sublethal effects (i.e., behavioural changes) of chemical crop protection on bees, especially with regard to increased winter mortality. Even though short-term effects can indeed be induced in individually exposed bees, studies that exposed complete colonies did not reveal any long-term consequences at colony level. However, from the fruit growers' viewpoint, potential short-term effects on foraging behaviour are relevant as they can bear on pollination efficacy.",2008///,2008,,73.0,3.0,405,408,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249159254&partnerID=40&md5=1675aa49336ec39e307463c58a01bd09,Scopus,,0,,0,63
30,JOUR,Foraging behaviour of domestic bee species on coriander,"['Thakur, M.V.', 'Kumar, N.', 'Giri, G.S.', 'Verma, R.D.', 'Munj, S.S.']",Journal of Entomological Research,"The research aimed to assess the distribution, foraging behavior of honey bee species, and their impact on yield. Duration of foraging was maximum in Apis mellifera than Apis cerana. Initiation time of foraging for Apis mellifera was 6:49 AM which was earlier than Apis cerana (07:01 PM) and activity ceased at 17:12 PM. Foraging speed was maximum in Apis mellifera (6.04 sec.) followed by Apis cerana (4.30 sec.). Foraging rate was higher in Apis cerana (10.92 flowers) than Apis mellifera (8.52 flowers). Application of insecticide (Imidacloprid 17.8 % SL) completely ceased the activity of honey bee species on flowers of coriander for 3 days. Effect of insecticide on foraging behaviour was observed for 7-8 days in domestic bee species. ¬© 2024, Malhotra Publishing House. All rights reserved.",2024///,2024,10.5958/0974-4576.2024.00079.3,48.0,3.0,403,407,,,"['Apis cerana', 'Apis mellifera', 'Coriandrum sativum', 'foraging duration', 'foraging speed and foraging rate']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204562770&doi=10.5958%2f0974-4576.2024.00079.3&partnerID=40&md5=1d4f19484146752ebbd97e909854909a,Scopus,,0,,0,64
60,JOUR,Neonicotinoid pesticide reduces bumble bee colony growth and queen production,"['Whitehorn, P.R.', ""O'Connor, S."", 'Wackers, F.L.', 'Goulson, D.']",Science,"Growing evidence for declines in bee populations has caused great concern because of the valuable ecosystem services they provide. Neonicotinoid insecticides have been implicated in these declines because they occur at trace levels in the nectar and pollen of crop plants. We exposed colonies of the bumble bee Bombus terrestris in the laboratory to field-realistic levels of the neonicotinoid imidacloprid, then allowed them to develop naturally under field conditions. Treated colonies had a significantly reduced growth rate and suffered an 85% reduction in production of new queens compared with control colonies. Given the scale of use of neonicotinoids, we suggest that they may be having a considerable negative impact on wild bumble bee populations across the developed world.",2012///,2012,10.1126/science.1215025,336.0,6079.0,351,352,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859988257&doi=10.1126%2fscience.1215025&partnerID=40&md5=7380df61ac59312eb6ef29bc2d3cae40,Scopus,,0,,0,65
24,JOUR,Empirical studies of integrated pest and pollinator management (IPPM) in chickpea (Cicer arietinum L.),"['Shankar, U', 'Mukhtar, Y']",JOURNAL OF PLANT DISEASES AND PROTECTION,"Experimental studies were conducted at Entomology Farm, Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu for two consecutive years (2021-22 and 2022-23) to evaluate the effect of different insecticides against the larval population of Helicoverpa armigera Hubner and the foraging behavior of leafcutter bees in chickpea. The present study recorded six leafcutter bee species within the family Megachilidae and order Hymenoptera (Megachile hera Bingham, M. conjuncta Fabricius, M. lanata Fabricius, Pseudomegachile sp., Osmia sp., and Coelioxys sp.) foraging on chickpea flowers. Four bio-insecticides (B. thuringiensis var. kurstaki, Ha-NPV, NSKE, Neem oil) and three synthetic insecticides (Spinosad, Novaluron, Emamectin benzoate) along with control were evaluated for their efficacy against target pest and pollinators. The foraging of leafcutter bees was significantly higher in bio-insecticide-treated plots than in synthetic-insecticide-treated plots. B. thuringiensis and Ha-NPV were at par in reducing the maximum larval population of H. armigera while causing the least disturbance in the foraging behavior of leafcutter bees. In contrast, synthetic insecticide-treated plots witnessed the least foraging by the pollinators on chickpea flowers.",2024/02//,2024,10.1007/s41348-023-00819-4,131.0,1.0,1861-3829,WOS:001098448500001,201,208,,,"['bee', 'Bio-insecticides', 'biopesticide', 'Chickpea', 'disturbance', 'empirical analysis', 'foraging behavior', 'Helicoverpa armigera', 'India', 'insecticide', 'integrated pest management', 'Jammu', 'Jammu and Kashmir', 'Leafcutter bees', 'legume', 'pollinator', 'Synthetic insecticides']",,,,0,,0,66
90,JOUR,Synergistic mortality between a neonicotinoid insecticide and an ergosterol-biosynthesis-inhibiting fungicide in three bee species,"['Sgolastra, F.', 'Medrzycki, P.', 'Bortolotti, L.', 'Renzi, M.T.', 'Tosi, S.', 'Bogo, G.', 'Teper, D.', 'Porrini, C.', 'Molowny-Horas, R.', 'Bosch, J.']",Pest Management Science,"BACKGROUND: Neonicotinoid insecticides have been identified as an important factor contributing to bee diversity declines. Nonetheless, uncertainties remain about their impact under field conditions. Most studies have been conducted on Apis mellifera and tested single compounds. However, in agricultural environments, bees are often exposed to multiple pesticides. We explore the synergistic mortality between a neonicotinoid (clothianidin) and an ergosterol-biosynthesis-inhibiting fungicide (propiconazole) in three bee species (A. mellifera, Bombus terrestris, Osmia bicornis) following oral exposure in the laboratory. RESULTS: We developed a new approach based on the binomial proportion test to analyse synergistic interactions. We estimated uptake of clothianidin per foraging bout in honey bees foraging on seed-coated rapeseed fields. We found significant synergistic mortality in all three bee species exposed to non-lethal doses of propiconazole and their respective LD10 of clothianidin. Significant synergism was only found at the first assessment times in A. mellifera (4 and 24 h) and B. terrestris (4 h), but persisted throughout the experiment (96 h) in O. bicornis. O. bicornis was also the most sensitive species to clothianidin. CONCLUSION: Our results underscore the importance to test pesticide combinations likely to occur in agricultural environments, and to include several bee species in environmental risk assessment schemes. ¬© 2016 Society of Chemical Industry. ¬© 2016 Society of Chemical Industry",2017///,2017,10.1002/ps.4449,73.0,6.0,1236,1243,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006314459&doi=10.1002%2fps.4449&partnerID=40&md5=1fb3bfcbc105952ff4abfb3ac370d3e6,Scopus,,0,,0,67
36,JOUR,Impact of different insecticides on the activity of bees on sunflower,"['Pashte, V.V.', 'Patil, C.S.']",Research on Crops,"This study examines the effect of different insecticides on the foraging activity of bees on sunflower (Helianthus annuus). The findings indicated that cypermethrin 10% EC and imidacloprid 17.8% SL sustained less bee visits up to two days. On third day, normal bee activity was restored in case of cypermethrin 10% EC and imidacloprid 17.8% SL treated plots. Fipronil 5% SC exhibited less bee visits only on the day of spraying. The reduction in the bee activity was observed for four days subsequent to application of indoxacarb 14.5% SC.",2017///,2017,10.5958/2348-7542.2017.00026.2,18.0,1.0,,,153,156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020039051&doi=10.5958%2f2348-7542.2017.00026.2&partnerID=40&md5=9e05fd988bb2513f87ce9356aee81373,Scopus,,,,,0,,0,68
