title,record_id,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT
Monitoring the field-realistic exposure of honeybee colonies to neonicotinoids by an integrative approach: A case study in Romania,83,JOUR,"['Căuia, E.', 'Siceanu, A.', 'Visan, G.O.', 'Căuia, D.', 'Colta, T.', 'Spulber, R.A.']",Diversity,"Honeybees (Apis mellifera L.) are excellent biosensors that can be managed to collect valuable information about environmental contamination. The main objective of the present study was to design and apply an integrative protocol to monitor honeybee colony activity and sample collection by using electronic technologies combined with classical methods in order to evaluate the exposure of honeybees to the neonicotinoids that are used in melliferous intensive crops. The monitored honeybee colonies were especially prepared and equipped to maximize their chances to collect representative samples in order to express, as well as possible, the pesticide residues that existed in the targeted crops. The samples of honey, pollen and honeybees were collected, preserved and prepared to fulfill the required quality and quantity criteria of the accredited laboratories. In total, a set of fifty samples was collected from fields, located in different areas of intensive agriculture in Romania, and was analyzed for five neonicotinoids. The obtained results show that 48% of the total analyzed samples (n = 50) contained one or more detected or quantified neonicotinoid residues. The main conclusion is that the proposed approach for sample collection and preparation could improve the evaluation methodologies for analyzing honeybees' exposure to pesticides. © 2020 by the authors.",2020,10.3390/d12010024,12,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,
Negative sublethal effect of the insecticide thiamethoxam on honeybees,338,CONF,"['Menail, AH', 'Bouchema, WF', 'Mansouri, Z', 'Maoui, R', 'Loucif-Ayad, W']",HAZARDS OF PESTICIDES TO BEES: 12TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,,2015,,450,,0,,,0.0,,0.0,,,,,,,0.0,
"Neonicotinoid Pesticides Cause Mass Fatalities of Native Bumble Bees: A Case Study from Wilsonville, Oregon, United States",118,JOUR,"['Hatfield, R.G.', 'Strange, J.P.', 'Koch, J.B.', 'Jepsen, S.', 'Stapleton, I.']",Environmental Entomology,"In June of 2013 an application of dinotefuran on an ornamental planting of European linden trees (Tilia cordata Mill. [Malvales: Malvalceae]) in a shopping mall parking lot in Wilsonville, Oregon provoked the largest documented pesticide kill of bumble bees in North America. Based on geographic information systems and population genetic analysis, we estimate that between 45,830 and 107,470 bumble bees originating from between 289 and 596 colonies were killed during this event. Dinotefuran is a neonicotinoid that is highly effective in exterminating and/or harming target pest insects and non-target beneficial insects. Analysis to detect the concentration of pesticides in flowers that received foliar application revealed that the minimum reported dinotefuran concentration of a sampled T. cordata flower was 7.4 ppm, or in excess of 737% above the LC50 of the beneficial pollinator, the honey bee (Apis mellifera Linnaeus, 1758 [Hymenoptera: Apidae]). Furthermore, sampled Vosnesensky bumble bees (Bombus vosnesenskii Radoskowski, 1862 [Hymenoptera: Apidae]) were found to have an average dinotefuran concentration of 0.92 ppm at the time of death, which exceeds the maximum LC50 of A. mellifera (0.884 ppm). Our study underscores the lethal impact of the neonicotinoid pesticide dinotefuran on pollinating insect populations in a suburban environment. To our knowledge, the documentation and impact of pesticide kills on wild populations of beneficial insects has not been widely reported in the scientific literature. It is likely that the vast majority of mass pesticide kills of beneficial insects across other environments go unnoticed and unreported. © 2021 The Author(s) 2021. Published by Oxford University Press on behalf of Entomological Society of America.",2021,10.1093/ee/nvab059,50,,0,0.0,,0.0,,,,,0.0,,,0.0,0.0,
Neonicotinoid seed treatment products - Occurrence and relevance of guttation for honeybee colonies,1043,CONF,"['Nikolakis, A', 'Keppler, J', 'Miles, M', 'Schoening, R']",HAZARDS OF PESTICIDES TO BEES: 12TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,"Background: Guttation is a natural botanical phenomenon and describes the active excretion of liquid water (guttation fluid) by some vascular plants in form of droplets on the tips of leaves or on leaf edges. Guttation fluid may contain neonicotinoid residues after plant uptake from seed treatments. To clarify the relevance of the guttation fluid as a water source for honey bee colonies and to assess potential associated risks under conditions of agronomic practice, various studies were performed in key broad acre crops such as maize, sugar beet, potato (in-furrow application), winter barley and oilseed rape by placing honeybee colonies adjacent to freshly emerged fields for several weeks and by following up potential lethal and sub-lethal effects, as well as potential effects on colony performance. Results: Guttation droplets contained peak residue levels theoretically capable of harming individual honeybees (i.e. several hundred ppm). Residue levels, however, generally decreased with time, as expected based on the physiological process involved. The temporal coincidence of honeybee flight activity and the presence of guttation droplets were generally limited to early morning hours and to a much lesser extent to evening hours. Spatially, honeybees were found to predominately collect water, if any, in the direct vicinity of the hives. Water collection generally ceased within a couple of metres distance to the hives, which renders distance to the crop to be a significant exposure factor, and in turn renders dew and guttation from off-crop vegetation to be more relevant to water collecting honeybees than guttation from the crop. Mortality events, if any, were scarce and generally matched in treatments and in controls. The absolute numbers of dead bees involved in these rare cases were so low that they did not translate into any colony level effects or impacts on bee health or overwintering success, nor on adverse effects on honey production of the involved colonies. Conclusions: Given the overall body of data, the associated intensity of the assessments in each study as well as the worst-case exposure conditions employed, it can be concluded that exposure of honeybee colonies to guttation fluid, excreted from neonicotinoid seed-treated crop plants, did not pose an unacceptable acute or chronic risk to honeybee colony development or survival, and does not adversely interfere with bee keeping practices. Overall, guttation water from seed treated crop plants was found not to be a significant exposure route for honeybees.",2015,,450,,0,0.0,,0.0,,,,,,,,0.0,,
Neonicotinoid use on cereals and sugar beet is linked to continued low exposure risk in honeybees,660,JOUR,"['Woodcock, B.A.', 'Ridding, L.', 'Pereira, M.G.', 'Sleep, D.', 'Newbold, L.', 'Oliver, A.', 'Shore, R.F.', 'Bullock, J.M.', 'Heard, M.S.', 'Gweon, H.S.', 'Pywell, R.F.']","Agriculture, Ecosystems and Environment","Risks posed to bees from neonicotinoid seed treatments (clothianidin, thiamethoxam, imidacloprid) led in 2013 to the European Union instigating a moratorium for their use on mass-flowering crops, including oilseed rape in the UK. This restriction did allow for the continued use of these seed treatments, in particular clothianidin, on non-flowering crops like winter wheat. To determine the impacts of the moratorium, we assessed neonicotinoid concentrations pre- (2014) and post- (2015−17) moratorium in 347 honey samples collected across Great Britain. While the probability of detecting clothianidin declined immediately following the moratorium, detection rates remained constant over the following three years (mean = 0.10 ppb, maximum = 2.8 ppb). In contrast, after three years thiamethoxam residues entirely disappeared while detection of imidacloprid was infrequent but persistent over the whole period. For those hives where neonicotinoids were detected, there was no evidence that the concentrations in the honey declined over the three years following the ban. Using metabarcoding approaches, we identified plants foraged upon by honeybees during the production of honey. After the moratorium came into effect, the highest neonicotinoid residues were associated with honey produced by foraging on both oilseed rape and several wild plants found in arable field margins. Concerns about soil persistence and uptake by non-target flowering plants ultimately led to a full European Union ban in 2018. Our results suggest that before this full ban came into effect, the use of clothianidin on non-flowering crops maintained a low-level probability of encountering this neonicotinoid within honey. However, these concentrations were low and would have been unlikely to pose significant risks to honeybees. © 2020 Elsevier B.V.",2021,10.1016/j.agee.2020.107205,308,0.0,0,,0.0,,,0.0,,,,,,,,
Neonicotinoid-contaminated pollinator strips adjacent to cropland reduce honey bee nutritional status,908,JOUR,"['Mogren, C.L.', 'Lundgren, J.G.']",Scientific Reports,"Worldwide pollinator declines are attributed to a number of factors, including pesticide exposures. Neonicotinoid insecticides specifically have been detected in surface waters, non-target vegetation, and bee products, but the risks posed by environmental exposures are still not well understood. Pollinator strips were tested for clothianidin contamination in plant tissues, and the risks to honey bees assessed. An enzyme-linked immunosorbent assay (ELISA) quantified clothianidin in leaf, nectar, honey, and bee bread at organic and seed-treated farms. Total glycogen, lipids, and protein from honey bee workers were quantified. The proportion of plants testing positive for clothianidin were the same between treatments. Leaf tissue and honey had similar concentrations of clothianidin between organic and seed-treated farms. Honey (mean±SE: 6.61 ± 0.88 ppb clothianidin per hive) had seven times greater concentrations than nectar collected by bees (0.94 ± 0.09 ppb). Bee bread collected from organic sites (25.8 ± 3.0 ppb) had significantly less clothianidin than those at seed treated locations (41.6 ± 2.9 ppb). Increasing concentrations of clothianidin in bee bread were correlated with decreased glycogen, lipid, and protein in workers. This study shows that small, isolated areas set aside for conservation do not provide spatial or temporal relief from neonicotinoid exposures in agricultural regions where their use is largely prophylactic.",2016,10.1038/srep29608,6,0.0,0,,0.0,,,0.0,,,,0.0,,,0.0,
Neonicotinoid-induced impairment of odour coding in the honeybee,19,JOUR,"['Andrione, M', 'Vallortigara, G', 'Antolini, R', 'Haase, A']",SCIENTIFIC REPORTS,"Exposure to neonicotinoid pesticides is considered one of the possible causes of honeybee (Apis mellifera) population decline. At sublethal doses, these chemicals have been shown to negatively affect a number of behaviours, including performance of olfactory learning and memory, due to their interference with acetylcholine signalling in the mushroom bodies. Here we provide evidence that neonicotinoids can affect odour coding upstream of the mushroom bodies, in the first odour processing centres of the honeybee brain, i.e. the antennal lobes (ALs). In particular, we investigated the effects of imidacloprid, the most common neonicotinoid, in the AL glomeruli via in vivo two-photon calcium imaging combined with pulsed odour stimulation. Following acute imidacloprid treatment, odour-evoked calcium response amplitude in single glomeruli decreases, and at the network level the representations of different odours are no longer separated. This demonstrates that, under neonicotinoid influence, olfactory information might reach the mushroom bodies in a form that is already incorrect. Thus, some of the impairments in olfactory learning and memory caused by neonicotinoids could, in fact, arise from the disruption in odor coding and olfactory discrimination ability of the honey bees.",2016,10.1038/srep38110,6,,0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Neonicotinoids and Optimal Foraging Theory,543,JOUR,"['Pyke, G.H.']",Environmental Advances,"Determination of how neonicotinoid ingestion affects the foraging behaviour of flower-visiting animals, and using Optimal Foraging Theory to assess the nature and extent of consequent changes to foraging efficiency, provide a novel approach for understanding how neonic ingestion affects the cognitive abilities of these animals, and their ultimate reproductive success. Neonicotinoids (neonics for short) are used worldwide as insecticides to protect agricultural crops, but may be ingested by non-target flower-visiting animals, such as bees, with negative impacts on their cognitive abilities and consequent adverse effects on their foraging behaviour, reproduction and pollination services. Optimal Foraging Theory may help to understand such effects as it hypothesises that nectar-feeding animals, including bees, will adopt foraging behaviour that maximises net rate of energy intake. Simple models of foraging movements exist but require further development to be useful in this regard. Observed movement patterns could then be compared with predicted patterns, derived from such models, and compared between neonicotinoid-affected and control individuals, with the expectation that control individuals will forage optimally, while neonicotinoid-affected individuals will not exhibit such behaviour and will exhibit reduced foraging success. However, there has been little attempt to develop and test predictions for cognitive foragers, like bees, that are moving between flowers or flower clusters, potentially limiting our ability to manage neonic-use to control agricultural pests. Addressing this gap should lead to enhanced knowledge and understanding of the impacts of neonics on non-target animals, along with other possible flow-on environmental impacts, including possible reductions in pollinator abundance and hence the harvest yields of crops requiring pollination, and could lead to refinements in policy and procedure for future use of neonics to control agricultural pests. The same issues apply to other insecticides and to interactions amongst insecticides. © 2021 The Author",2022,10.1016/j.envadv.2021.100161,7,,0,0.0,,0.0,,,,,,,,0.0,0.0,
"Neonicotinoids and bees: A large scale field study investigating residues and effects on honeybees, bumblebees and solitary bees in oilseed rape grown from clothianidin-treated seed",1026,CONF,"['Kunz, N', 'Frommberger, M', 'Dietzsch, AC', 'Wirtz, IP', 'Stähler, M', 'Frey, E', 'Illies, I', 'Dyrba, W', 'Alkassab, A', 'Pistorius, J']",HAZARDS OF PESTICIDES TO BEES: 12TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,"In 2013, the European Food Safety Authority (EFSA) has highlighted several data gaps regarding the exposure and risk of pesticides to honeybees, bumblebees and solitary bees, including the risks from exposure to contaminated nectar and pollen. This study aims to contribute data, results and conclusions to obtain more information on exposure and risks of flowering oilseed rape seed treated with the neonicotinoid clothianidin, to pollinators. Semi-field and field trials were conducted at five different locations across Germany, using the Western honeybee (Apis mellifera L.), the buff-tailed bumblebee (Bombus terrestris L.) and the red mason bee (Osmia bicornis L.) as study organisms. Highest amounts of clothianidin residues were measured in single samples of mud cell walls (7.2 mu g kg(-1)) and pollen (5.9 mu g kg(-1)) from solitary bee nests. Residues in nectar from honey sacs, honeybee combs and bumblebee nests (2.2, 2.9, and 3.0 mu g kg(-1) respectively) showed no clear differences in the amount of residues, neither did residues in pollen (1.5, 1.8, and 1.3 mu g kg(-1) respectively). These results suggest differences in the risk profiles of those three bee species.",2015,,450,,0,0.0,,,0.0,,,,,,,0.0,0.0,
Neonicotinoids and ectoparasitic mites synergistically impact honeybees,739,JOUR,"['Straub, L.', 'Williams, G.R.', 'Vidondo, B.', 'Khongphinitbunjong, K.', 'Retschnig, G.', 'Schneeberger, A.', 'Chantawannakul, P.', 'Dietemann, V.', 'Neumann, P.']",Scientific Reports,"The Western honeybee, Apis mellifera, is the most important managed pollinator globally and has recently experienced unsustainably high colony losses. Synergistic interactions among stressors are believed to be primarily responsible. However, despite clear evidence of strong effect on honeybee longevity of widely-employed neonicotinoid insecticides and of the ubiquitous ectoparasitic mite Varroa destructor, no data exist to show synergistic effects between these two stressors. Even though neonicotinoids had no significant impact by themselves, we here show for the first time a synergistic time-lag interaction between mites and neonicotinoids that resulted in significantly reduced survival of long-lived winter honeybees. Even though these mites are potent vectors of viruses, the virus-insecticide interaction had no significant impact. The data suggest a previously overlooked mechanism possibly explaining recent unsustainably high losses of managed A. mellifera honeybee colonies in many regions of the world. Future mitigation efforts should concentrate on developing sustainable agro-ecosystem management schemes that incorporate reduced use of neonicotinoids and sustainable solutions for V. destructor mites. © 2019, The Author(s).",2019,10.1038/s41598-019-44207-1,9,,0,,0.0,,,0.0,,,,,,,,
Neonicotinoids and fipronil concentrations in honeybees associated with pesticide use in Brazilian agricultural areas,756,JOUR,"['Castilhos, D.', 'Dombroski, J.L.D.', 'Bergamo, G.C.', 'Gramacho, K.P.', 'Gonçalves, L.S.']",Apidologie,"Brazil leads global lists of honeybee colony losses in South America as well as pesticide use, according to a web-based survey (http://www.nobeenofood.com/beealert). In association with that survey, Africanized honeybee (Apis mellifera) samples were opportunistically collected when bee poisoning was apparently linked to pesticide use in crops. The objective was to determine concentrations of fipronil and neonicotinoids in live and dead honeybees, in areas where these compounds are widely used in agriculture. Pesticide residues in honeybees (54 live and 60 dead composite samples) were detected with mass spectrometry (UHPLC-MS/MS using QuEChERS methodology). Toxicological analyses in both matrices detected multiple contaminations with highest indices by fipronil with frequency of 55.3% and amplitude (0.7–23,539.7 ng/g), thiamethoxam 20.2% (0.6–13.6 ng/g), imidacloprid 3.5% (4.5–16.2 ng/g), nitenpyram 1.8% (3.8–7.4 ng/g), and thiacloprid 0.9% (1.6 ng/g). Neonicotinoids and fipronil residues had higher frequencies and amplitudes in honeybees collected near sugarcane plantations and orange orchards in northwest São Paulo state and other agro-industrial rural landscapes across the country dominated with fields of soybean, corn, and tropical fruit crops. These systemic pesticides were presumed to be primary mechanisms of honeybee colony losses in Brazil, according to a recently published 5-year survey by the same authors and reinforced by current analyses. © 2019, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature.",2019,10.1007/s13592-019-00676-x,50,,0,0.0,,0.0,,,,,,,,0.0,,
Neonicotinoids and honey bee health - The effect of the neonicotinoid clothianidin applied as a seed dressing in Brassica napus on pathogen and parasite prevalence and loads in free-foraging adult honeybees (Apis mellifera),214,CONF,"['Goss, J', 'Rundlöf, M', 'de Miranda, J', 'Bommarco, R', 'Pedersen, TR', 'Smith, HG', 'Fries, I']",HAZARDS OF PESTICIDES TO BEES: 12TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,,2015,,450,,0,,,0.0,,,,,,,,,,
Neonicotinoids override a parasite exposure impact onhibernation success of a key bumblebee pollinator,269,JOUR,"['Fauser, A', 'Sandrock, C', 'Neumann, P', 'Sadd, B']",ECOLOGICAL ENTOMOLOGY,"1. Seasonal adaptations enabling the bridging of periodic challenging abiotic conditions are taxonomically widespread. However, sensitivity to other environmental stresses can be heightened during these periods. 2. Several temperate insects with over-wintering strategies play key ecosystem and economic roles, including wild bee pollinators. For example, hibernation survival in temperate bumblebees is crucial, as only new queens of future social colonies over-winter. These bees are also faced with other abiotic and biotic stressors, some of which have been linked to recent pollinator declines, such as exposure to pesticides and parasites. 3. Using a fully crossed experiment, the influence of dietary exposure to neonicotinoid insecticides (thiamethoxam and clothianidin) and/or the prevalent bumblebee parasite Crithidia bombi on hibernation survival and hibernation weight change of Bombus terrestris bumblebee queens was investigated. 4. Both neonicotinoid and C. bombi exposures reduced hibernation success individually, but no additive or synergistic effects between the stressors were found. Further, effects were asynchronous, with early neonicotinoid effects on hibernation mortality overriding later parasite effects under combined exposures. Neonicotinoid exposure also increased hibernation weight loss of surviving queens. 5. Diapause periods, employed by numerous temperate organisms, are likely to be especially vulnerable to environmental stresses, besides the seasonal challenge for which these periods are an adaptation. Thus, diapause requires inclusion during the consideration of the impacts of such stresses. Accordingly, it is demonstrated here that naturally relevant exposures of pesticides and parasites have important detrimental effects on bumblebees during a critical hibernation period, with potential consequences for populations of these key wild pollinators.",2017,10.1111/een.12385,42,,0,0.0,,0.0,,,,,,,,0.0,,
New risk assessment approach for systemic insecticides: The case of honey bees and imidacloprid (Gaucho),1003,JOUR,"['Halm, M.-P.', 'Rortais, A.', 'Arnold, G.', 'Taséi, J.N.', 'Rault, S.']",Environmental Science and Technology,"The procedure to assess the risk posed by systemic insecticides to honey bees follows the European Directives and depends on the determination of the Hazard Quotient (HQ), though this parameter is not adapted to these molecules. This paper describes a new approach to assess more specifically the risk posed by systemic insecticides to honey bees with the example of imidacloprid (Gaucho). This approach is based on the new and existing chemical substances Directive in which levels of exposure (PEC, Predicted Exposure Concentration) and toxicity (PNEC, Predicted No Effect Concentration) are compared. PECs are determined for different categories of honey bees in relation to the amounts of contaminated pollen and nectar they might consume. PNECs are calculated from data on acute, chronic, and sublethal toxicities of imidacloprid to honey bees, to which selected assessment factors are applied. Results highlight a risk for all categories of honey bees, in particular for hive bees. These data are discussed in the light of field observations made on honey bee mortalities and disappearances. New perspectives are given to better determine the risk posed by systemic insecticides to honey bees. © 2006 American Chemical Society.",2006,10.1021/es051392i,40,,0,,0.0,0.0,,,,,,,,,,
No effect of dual exposure to sulfoxaflor and a trypanosome parasite on bumblebee olfactory learning,31,JOUR,"['Vaughan, OP', 'Straw, EA', 'Linguadoca, A', 'Brown, MJF']",SCIENTIFIC REPORTS,"Bees are important pollinators in wild and agricultural ecosystems, and understanding the factors driving their global declines is key to maintaining these pollination services. Learning, which has been a focus of previous ecotoxicological studies in bees, may play a key role in driving colony fitness. Here we move beyond the standard single-stressor approach to ask how multiple stressors, an agrochemical (sulfoxaflor, a relatively new insecticide) and a parasite (Crithidia bombi, a prevalent gut parasite of bumblebees), impact learning in the bumblebee Bombus terrestris. We developed a modified version of the classic proboscis extension reflex assay to assess the combined effects of acute oral sulfoxaflor exposure and infection by C. bombi on olfactory learning of bumblebee workers. We found no evidence that either sulfoxaflor, C. bombi, or their combination had any significant effect on bumblebee olfactory learning, despite their known negative impacts on other aspects of bumblebee health. This suggests that losses in cognitive ability, as measured here, are unlikely to explain the impacts of sulfoxaflor and its interactions with other stressors on bumblebees. Our novel methodology provides a model system within which to test interactive effects of other key stressors on bee health.",2022,10.1038/s41598-022-12714-3,12,,0,0.0,,,0.0,,,,,,,0.0,,
Occurrence of Neonicotinoids in Chinese Apiculture and a Corresponding Risk Exposure Assessment,335,JOUR,"['Wang, XR', 'Goulson, D', 'Chen, LZ', 'Zhang, JZ', 'Zhao, W', 'Jin, Y', 'Yang, SP', 'Li, Y', 'Zhou, JH']",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Neonicotinoids are the most widely used insecticides worldwide, but there is mounting evidence demonstrating that they have adverse effects on nontarget organisms. However, little is known about the extent of environmental neonicotinoids contamination in China. In this study, a total of 693 honey samples from across China, from both Apis melifera and Apis cerana, were analyzed to examine neonicotinoid concentrations and their geographical distribution, and correlation with the primary plant species from which the honey was obtained. Furthermore, chronic and acute exposure risk and risk ranking for humans eating honey were investigated, and risks to bees were also considered. The results revealed that 40.8% of the samples contained at least one of the five neonicotinoids tested. Honeys from commercial crops were found to be more frequently contaminated with neonicotinoids than those from noncommercial crops. Honey samples from Apis mellifera were more frequently contaminated than those from Apis cerana. The concentrations of neonicotinoids found in honey overlapped with those that have been found to have significant adverse effects on honeybee health. The dietary risk assessments indicated that the levels of neonicotinoids detected in honey were likely to be safe for human consumption.",2020,10.1021/acs.est.9b07162,54,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,
Pesticide residue profiles in bee bread and pollen samples and the survival of honeybee colonies—a case study from Luxembourg,805,JOUR,"['Beyer, M.', 'Lenouvel, A.', 'Guignard, C.', 'Eickermann, M.', 'Clermont, A.', 'Kraus, F.', 'Hoffmann, L.']",Environmental Science and Pollution Research,"Pesticide residues (112 compounds) were quantified by GC-MS/MS or LC-MS/MS in 85 bee bread samples and 154 pollen samples obtained from five apiaries each with three or four colonies (genotype Buckfast) in Luxembourg over the period 2011–2013. Thiacloprid, chlorfenvinphos, tebuconazole, and methiocarb were found most frequently in bee bread while thiacloprid, permethrin-cis, and permethrin-trans were detected most frequently in the pollen samples. Three neonicotinoid insecticides (clothianidin, imidacloprid, and thiamethoxam) that were restricted by an EU regulation in 2013 after our sampling campaign was finished were each found in less than 8% of the pollen or bee bread samples. The maximum concentrations of thiacloprid, metazachlor, and methiocarb measured in the pollen collected by a group of honeybee colonies (n = 5) without survivors within the 3-year period of observation were 86.20 ± 10.74 ng/g, 2.80 ± 1.26 ng/g, and below the limit of quantification, respectively. The maximum concentrations of the same compounds measured in the pollen collected by a group of honeybee colonies with significantly (P = 0.02) more survivors (7 out of 9) than expected, if the survivors had been distributed randomly among the groups of colonies, were 11.98 ± 2.28 ng/g, 0.44 ± 0.29 ng/g, and 8.49 ± 4.13 ng/g, respectively. No honeybee colony that gathered pollen containing more than 23 ng/g thiacloprid survived the 3-year project period. There was no statistically significant association between pesticide residues in the bee bread and the survival of the colonies. Actions already taken or planned and potential further actions to protect bees from exposure to pesticides are discussed. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.",2018,10.1007/s11356-018-3187-4,25,,0,,,,,,,,,,,,,
Pesticide residues and bees - A risk assessment,942,JOUR,"['Sanchez-Bayo, F.', 'Goka, K.']",PLoS ONE,"Bees are essential pollinators of many plants in natural ecosystems and agricultural crops alike. In recent years the decline and disappearance of bee species in the wild and the collapse of honey bee colonies have concerned ecologists and apiculturalists, who search for causes and solutions to this problem. Whilst biological factors such as viral diseases, mite and parasite infections are undoubtedly involved, it is also evident that pesticides applied to agricultural crops have a negative impact on bees. Most risk assessments have focused on direct acute exposure of bees to agrochemicals from spray drift. However, the large number of pesticide residues found in pollen and honey demand a thorough evaluation of all residual compounds so as to identify those of highest risk to bees. Using data from recent residue surveys and toxicity of pesticides to honey and bumble bees, a comprehensive evaluation of risks under current exposure conditions is presented here. Standard risk assessments are complemented with new approaches that take into account time-cumulative effects over time, especially with dietary exposures. Whilst overall risks appear to be low, our analysis indicates that residues of pyrethroid and neonicotinoid insecticides pose the highest risk by contact exposure of bees with contaminated pollen. However, the synergism of ergosterol inhibiting fungicides with those two classes of insecticides results in much higher risks in spite of the low prevalence of their combined residues. Risks by ingestion of contaminated pollen and honey are of some concern for systemic insecticides, particularly imidacloprid and thiamethoxam, chlorpyrifos and the mixtures of cyhalothrin and ergosterol inhibiting fungicides. More attention should be paid to specific residue mixtures that may result in synergistic toxicity to bees. © 2014 Sanchez-Bayo, Goka.",2014,10.1371/journal.pone.0094482,9,,0,0.0,,,,0.0,,,,,,0.0,,
Pesticide risk during commercial apple pollination is greater for honeybees than other managed and wild bees,392,JOUR,"['Mueller, T.G.', 'Baert, N.', 'Muñiz, P.A.', 'Sossa, D.E.', 'Danforth, B.N.', 'McArt, S.H.']",Journal of Applied Ecology,"Most pesticide research has focussed on risk to managed honeybees, but other managed and wild bees are also exposed to pesticides. Critically, we know little about the magnitude and sources of risk to honeybees compared with other bees during crop pollination. To compare pesticide exposure and risk across wild and managed bees, we sampled the main bee groups present during bloom in 20 apple orchards, including managed honeybees (Apis mellifera), managed bumblebee workers (Bombus impatiens), wild mining bees (Andrena spp. and Andrena [Melandrena] spp.), bumblebee foundress queens (Bombus impatiens) and eastern carpenter bees (Xylocopa virginica). We screened all bees for 92 pesticides and computed a Risk Quotient using available toxicity data (honeybee LD50s), adjusting for differences in toxicity known to scale with body mass. To gain insight into exposure origin, we compared residues in bees to those in focal orchard apple and dandelion flowers. Nearly all bee samples contained pesticides (95%), with the average contamination level ranging from 7.1 ± 2.8 parts per billion (ppb) in B. impatiens workers to 388.4 ± 146.2 ppb in Andrena. Exposure profiles were similar for all bees except A. mellifera, whose unique exposure profile included high levels of the neonicotinoid insecticide thiamethoxam. All bee groups except wild B. impatiens queens had at least one sample exceeding a US Environmental Protection Agency or European Food Safety Authority exposure level of concern. Apis mellifera experienced significantly greater risk than other bee groups, with 63% and 81% of samples exceeding an acute or chronic exposure level of concern, respectively. Risk to honeybees was driven primarily by high thiamethoxam levels not found in focal orchard flowers and likely originating outside the orchard. Synthesis and applications: We find that pesticide exposure and risk differ between honeybees and other managed and wild bees during apple pollination. Furthermore, pesticide exposure is a landscape-scale phenomenon and therefore measures to reduce exposure must consider the surroundings beyond focal farms. Limiting orchard sprays, while reducing on-farm exposures, will not protect far-foraging bees from off-farm exposures such as thiamethoxam, which we hypothesize is coming from nearby seed-treated corn fields planted during apple bloom. © 2024 The Authors. Journal of Applied Ecology © 2024 British Ecological Society.",2024,10.1111/1365-2664.14661,61,0.0,0,0.0,,,,0.0,,,,,,0.0,,
Pesticide usage practices and the exposure risk to pollinators: A case study in the North China Plain,67,JOUR,"['Mu, HY', 'Wang, K', 'Yang, XM', 'Xu, W', 'Liu, XJ', 'Ritsema, CJ', 'Geissen, V']",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Due to the frequent pesticide applications, bees are suffered from pesticide exposure risks via consumption and direct contact with sprayed drifts. However, if pesticides are misused and the potential exposure risk to bees based on realistic pesticide application data are still little reported. In this study, pesticide application patterns in wheat-maize rotation system, vegetable and apple producing areas, was studied by interviewing farmers in Quzhou County, the North China Plain. The pesticide use status was evaluated by the recommended and actual applied dose and risk quotient (RQ) based Bee-REX model was used to assess the exposure risks of pesticide to bees based on the collected pesticide application data. The results showed that over half (52 %) of farmers in selected sites misused pesticides and orchard owners were frequently misused pesticides. Positive correlations were found between pesticide usage performance and farmers' specialized training experience. Pesticides applied in orchards have caused higher exposure risks to bees with the mean of RQs exceed 120 and 1880 via acute contact and dietary routes, respectively. Pesticide misuse significantly elevates the exposure risk to bees that the mean RQ under misuse scenarios was 5.8 times than that of correct use. Abamectin, fipronil and neonicotinoids contributed most to the pesticide exposure risk to bees. The main findings of this study imply that more sustainable pest and pollinator management strategies, including the moratorium high-risk insecticides and providing diverse flower resources and habitats, are highly needed. Additionally, measures such as implementing farmer educating and training programs should also be put on the agenda.",2022,10.1016/j.ecoenv.2022.113713,241,0.0,0,0.0,,0.0,,0.0,,,0.0,,,0.0,,
