title,record_id,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT,asreview_prior,exported_notes_1,included,asreview_ranking
Risk assessment of neonicotinoids applied to coffee ecosystem,521,JOUR,"['Senthil Kumar, C.M.', 'Regupathy, A.']",International Pest Control,"Laboratory derived toxicity data was used to predict the toxicity of neonicotinoids, viz., thiamethoxam and imidacloprid to beneficial arthropods in a coffee ecosystem. The beneficial insects included the Indian honey bee, Apis indica (Fb.), the Italian bee, Apis mellifera (Linn.), the little bee, Apis florea (Fb.) and the dammer bee, Trigona irridipenis (Smith). Two commonly occurring sucking pests of coffee, viz., coffee green scale, Coccus viridis (Green) and the black citrus aphid, Toxoptera aurantii (Boyer de Fonscolombe) were also included in the study to compute the selectivity ratio to these beneficial organisms.",2005,,47,,0,0.0,,,,1.0,,,0.0,,,0.0,0.0,,,,,
Sub-lethal exposure to neonicotinoids impaired honey bees winterization before proceeding to colony collapse disorder,954,JOUR,"['Lu, C.', 'Warchol, K.M.', 'Callahan, R.A.']",Bulletin of Insectology,"Honey bee (Apis mellifera L.) colony collapse disorder (CCD) that appeared in 2005/2006 still lingers in many parts of the world. Here we show that sub-lethal exposure of neonicotinoids, imidacloprid or clothianidin, affected the winterization of healthy colonies that subsequently leads to CCD. We found honey bees in both control and neonicotinoid-treated groups progressed almost identically through the summer and fall seasons and observed no acute morbidity or mortality in either group until the end of winter. Bees from six of the twelve neonicotinoid-treated colonies had abandoned their hives, and were eventually dead with symptoms resembling CCD. However, we observed a complete opposite phenomenon in the control colonies in which instead of abandonment, they were re-populated quickly with new emerging bees. Only one of the six control colonies was lost due to Nosema-like infection. The observations from this study may help to elucidate the mechanisms by which sub-lethal neonicotinoids exposure caused honey bees to vanish from their hives.",2014,,67,,0,0.0,,0.0,,,,,,,,1.0,,,,,,
Tests regarding effects of imidacloprid on honey bees,1033,CONF,"['Wallner, K']",HAZARDS OF PESTICIDES TO BEES,"The hazard of the systemic seed disinfectant, Gaucho (R) WS (a.i. Imidacloprid), on bees was examined with the use of Phacelia tanacetifolia in tent and field tests. The substance is suspected to be responsible for the decrease in the crops of sunflower honey. The test criteria included: foraging activity, orientation, mortality in front of the hive entrances, honey sac weight of returning forager bees, the amount of Imidacloprid in the honey sac load, in the honey itself, and in the bee bread, the toxic effect on larvae, and the foraging activity on flower clusters in the field. In the tent, the bees (2 colonies with 5 combs) on the disinfected area (120 m(2), 0,005 g a.i./m(2)) showed no symptoms of toxic effects or disorientation. Flight activity (10 observations: 5 min./5 days), honey crop, and the daily mortality (7 days) remained unchanged. The analysis of the honey sac content (40 bees pooled) showed that Phacelia plants excrete traces of this substance with the nectar (3<x<10 ppb). Imidacloprid was also detectable in the bee bread (3<x<10 ppb). The attractiveness of disinfected Phacelia did not change under field conditions. A negative influence on honeybees could not be determined.",2001,,,,0,,1.0,0.0,,0.0,,,,,,,,,,,,
"The effects of spinosad, a naturally derived insect control agent, to the honeybee (Apis melifera).",1019,JOUR,"['Miles, M.', 'Mayes, M.', 'Dutton, R.']",Mededelingen (Rijksuniversiteit te Gent. Fakulteit van de Landbouwkundige en Toegepaste Biologische Wetenschappen),"Spinosad is a novel insect control agent derived by fermentation of the Actinomycete bacterium, Saccharopolyspora spinosa. Spinosad controls many caterpillar pests in vines, pome fruit and vegetables (including tomatoes and peppers), thrips in tomatoes, peppers and ornamental cultivation and dipterous leafminers in vegetables and ornamentals. Application rates vary between 25 to 100 g of active substance per hectare (g as/ha) and 4.8 to 36 g of active substance per hectolitre (g as/hL) depending on the crop and target pest. It is important that plant protection products are authorized for use only in ways that do not pose an unacceptable risk of harm to honeybees. For this purpose testing was performed to enable the safety of spinosad to be evaluated. The effects of spinosad to honeybees have been extensively researched. Testing has been performed under a variety of conditions in a range of countries globally. Studies to determine the acute toxicity of spinosad under laboratory conditions were conducted to generate LD50 or LC50 values for oral and contact routes of administration. These demonstrated that spinosad was highly toxic to worker honeybees under worst case laboratory conditions and that the oral route of exposure provided the greater risk. Residue tests conducted under laboratory, semi-field and field conditions on worker honeybees foraging on treated foliage indicated that dry product residues were harmless. Therefore the effects seen in the laboratory acute toxicity tests did not translate to a more realistic exposure scenario indicating that safe use patterns for the product can be developed. Semi-field cage studies have also demonstrated that spinosad was safe to bees when applied to flowering crops during periods of bee activity. The majority of studies conducted have indicated that spinosad does not adversely affect honeybee behaviour, brood or queen. It can be concluded that spinosad when used according to the approved product label recommendations, would be safe to foraging worker bees, queen and brood. Additional levels of safety could be achieved by avoiding situations where bees would forage primarily on aphid honey dew.",2002,,67,,0,,0.0,,,1.0,,,,,,,0.0,,,,,
The safety of thiamethoxam to pollinating bumble bees (Bombus terrestris L.) when applied to tomato plants through drip irrigation.,197,JOUR,"['Alarcón, A.L.', 'Cánovas, M.', 'Senn, R.', 'Correia, R.']",Communications in agricultural and applied biological sciences,"Thiamethoxam, mainly sold under the trademark of Actara, is a neonicotinoid widely used in covered vegetables for the control of aphids and whiteflies. In these crops, and particularly in covered tomatoes, bumble-bees are used for cross-pollination as an alternative to labour intensive manual techniques. In this study, made on tomatoes grown in separated greenhouse plots in Murcia, Southern Spain, thiamethoxam was applied through drip irrigation at a rate of 200 g ai/ha, and as a split application of the same rate, to evaluate the effects on pollinating bumble bees compared to a foliar application of a toxic standard. The results showed that the toxic foliar standard had a clear effect on the pollination of tomato flowers, declining to zero pollination two weeks after application, whereas both the single and split drip irrigation applications of Actara had no effect on pollination when compared to the control plots. The count of dead adults and larvae did not show any differences between the treatments, whereas the measurement of sugar water consumption was shown to correlate well with pollination. The consumption of sugar water declined in the toxic standard plots by 69% with respect to the control, whilst the decline in lower dose drip irrigation application was only 3%. In regard to hive weight, and number of adults and brood after destructive sampling; there were no statistical differences between the treatments but a negative effect of the foliar treatment was observed. Based on these results we can conclude that a split application of Actara applied in drip irrigation to the soil/substrate has no effect on the bumble-bees used in tomatoes for pollination.",2005,,70,,0,,0.0,0.0,,,,,0.0,,1.0,,0.0,,,,,
Toxic effect of insecticides on survival of giant honey bee (Apis dorsata F.),147,JOUR,"['Rathee, N.', 'Kanchesh, K.', 'Nehra, K.S.']",Annals of Agri Bio Research,"Increased use of insecticides in crop protection exercises has severely affected the survival of giant honey bee (Apis dorsata F.) which is a very good pollinator of various entomophilous crops. Effect of 11 insecticides (chlorpyriphos, treban, methyl-parathion, triazophos, ethion, thiodicarb, carbosulfan, diflubenzuron, flufenoxuron, azadirachtin and imidacloprid) was studied on A. dorsata. LD50 values and safety index (S. I.) of these insecticides were studied. Insecticides were applied in two ways - topical method and mass feeding method. Treban proved to be the most toxic insecticide (LD50=0.000028 μg/bee) in acute contact toxicity test. Methyl-parathion was anticipated to be the most hazardous to the honey bees in case of acute stomach toxicity test (NRC=0.1, S. I.=0.00123). It was found that carbosulfan, diflubenzuron, flufenoxuron and azadirachtin were non-toxic in both the modes of toxicity and thus can be applied in the field at the normal recommended concentrations.",2015,,20,,0,0.0,,1.0,,,,,0.0,,,0.0,0.0,,,,,
Toxicity of Three Commonly Used Nicotinoids and Spinosad to Apis mellifera L. (Hymenoptera: Apidae) Using Surface Residual Bioassays,97,JOUR,"['Farooqi, MA', 'Mansoor-ul-Hasan', 'Arshad, M']",PAKISTAN JOURNAL OF ZOOLOGY,"The current investigations were carried out to check the acute contact toxicity of commercial formulated insecticides viz., imidacloprid, acetamaprid, thiamethoxam and spinosad against workers of Apis mellifera L. under laboratory conditions due to their large scale application against different insect pests of crops in Pakistan. Each insecticide was evaluated at four different concentrations. The mortality of honeybees was counted after 3, 6, 12 and 24 hrs post exposure. The median lethal concentration (LC50) of each insecticide was determined for Apis mellifera L. The toxicity of insecticides increased with increase in concentration and exposure time to honeybees. The results obtained were statistically highly significant and indicate that spinosad and imidacloprid were most toxic with LC50 values of 13.5 and 16.6 ppm after 24 hrs post exposure to honeybees. When these results were adjusted to their commercial formulated field dose applications, they were likely to be causing potential impact to honeybees at their maximum recommended dose except acetamaprid.",2016,,48,,0,,0.0,,,1.0,,,0.0,,,,0.0,0.0,,,,
Toxicity of imidacloprid and its metabolites in Apis mellifera,1035,CONF,"['Suchail, S', 'Guez, D', 'Belzunces, LP']",HAZARDS OF PESTICIDES TO BEES,"Oral acute and chronic toxicities of imidacloprid and its main metabolites, were investigated in Apis mellifera mellifera workers. For acute toxicity studies, honeybees were treated with doses of toxic compounds ranging from 1 to 1000 ng/bee. LD50 values of imidacloprid were about 70 ng/bee at 48 h and 72 h and, about 50 ng/bee at 96 h. Only two imidacloprid metabolites exhibited a toxicity close to th at of imidacloprid: 5-hydroxyimidacloprid was less toxic than imidacloprid whereas olefin was more toxic. For chronic toxicity, honeybees were fed during 10 days with sucrose solutions containing 0.1, 1 and 10 mug/l of imidacloprid. The chronic oral tests showed that imidacloplid and its all studied metabolites were toxic to bee workers in a medium term period.",2001,,,0.0,0,0.0,0.0,,,1.0,,,0.0,0.0,,0.0,0.0,0.0,,,,
Toxicity of neonicotinoid insecticides on different honey bee genotypes,965,JOUR,"['Laurino, D.', 'Manino, A.', 'Patetta, A.', 'Porporato, M.']",Bulletin of Insectology,"Toxicity effects of the neonicotinoid insecticides clothianidin, imidacloprid, and thiamethoxam were tested in the laboratory on different honey bee (Apis mellifera L.) genotypes belonging to the following subspecies: Apis mellifera mellifera L., Apis mellifera ligustica Spinola, and Apis mellifera carnica Pollmann. Oral and indirect contact trials were carried out on adult worker honey bees for each pesticide, using commercial formulations. The acute oral toxicity (AOT) LD50 and the acute indirect contact toxicity (ICT) LC50 were calculated. Mean AOT LD50 values at 24 hours (clothianidin 3.53 ng/honey bee; imidacloprid 118.74 ng/honey bee; thiamethoxam 4.40 ng/honey bee), 48 hours (clothianidin 3.35 ng/honey bee; imidacloprid 90.09 ng/honey bee; thiamethoxam 4.27 ng/honey bee), and 72 hours (clothianidin 3.28 ng/honey bee; imidacloprid 69.68 ng/honey bee; thiamethoxam 4.16 ng/honey bee) from test start were of the same order of magnitude of those reported in the literature for all three neonicotinoids. Statistically significant differences emerged in a few instances between groups of honey bees coming from the different hives tested for clothianidin, between the groups of honey bees coming from the single A. m. mellifera hive and the four A. m. ligustica hives tested for imidacloprid, and more extensively between the two A. m. carnica, the single A. m. mellifera, and the six A. m. ligustica groups of honey bees tested for thiamethoxam. ICT LC50 values were obtained for a reduced number of hives: the single A. m. mellifera and two A. m. ligustica hives for clothianidin, the single A. m. mellifera and one A. m. ligustica hive for imidacloprid, the single A. m. mellifera, three A. m. ligustica hives, and one A. m. carnica hive for thiamethoxam. Nevertheless statistically significant differences were observed for clothianidin and thiamethoxam, but not for imidacloprid. The results confirm that genetic differences in the response to pesticide toxic action exist in the honey bee, but they do not constitute the key factor involved in the uneven results observed in toxicity tests. In any case, the LD50 or other similar toxicity indexes should not be determined on a single colony.",2013,,66,,0,,0.0,,1.0,,,0.0,0.0,0.0,,,0.0,,,,,
Toxicity of neonicotinoid insecticides to honey bees: Laboratory tests,988,JOUR,"['Laurino, D.', 'Porporato, M.', 'Patetta, A.', 'Manino, A.']",Bulletin of Insectology,"Toxic effects on Apis mellifera L. of the neonicotinoid insecticides Thiametoxam, Clothianidin, Acetamiprid and Thiacloprid were tested in the laboratory. Commercial formulations, dispersed in sugar syrup and water, at the highest dose level marked on the label were used to carry out oral and indirect contact trials on each pesticide. Clothianidin and Thiametoxam caused higher mortality than the untreated controls and were also tested at decreasing concentrations until mortality was statistically insignificant in comparison with that of the control; the acute oral Lethal Dose50, the acute indirect contact Lethal Concentration50, and the related Hazard Quotient were calculated at 24, 48, and 72 hours from test initiation. On the contrary, Acetamiprid and Thiacloprid caused higher mortality than the untreated controls only in oral toxicity tests when honey bees, which had starved for two hours, were used. Honey bees that died during the trials were analyzed and the quantity of residues of insecticides determined. These quantities resulted much lower than the administered ones.",2011,,64,,0,,0.0,,,1.0,,1.0,0.0,,,,,,,,,
Toxicity of synthetic insecticides on Tetragonula pagdeni (Hymenoptera Apidae),69,JOUR,"['Kilaso, M', 'Chaisuekul, C']",BULLETIN OF INSECTOLOGY,"Stingless bees are important pollinators in the ecosystem and crop production in most subtropical and tropical regions of the world. However, the global decline of bee populations is a serious concern. Insecticides are considered crucial factors affecting bee survival. In this study, the acute toxicity of selected synthetic insecticides (imidacloprid, profenofos, and lambda-cyhalothrin) on a stingless bee, Tetragonula pagdeni (Schwarz) (Hymenoptera Apidae), was investigated and the LD50 and LC50 determined through topical, oral, and contact exposure under laboratory conditions. The estimated topical LD50 values for imidacloprid, lambda-cyhalothrin, and profenofos were 0.06, 0.53, and 45.39 ng active ingredient (a.i.)/bee, respectively. The corresponding estimated LD 50 values from oral bioassays were 0.66, 7.52, and 75.04 ng a.i./bee, and LC50 values for contact exposure were 48.74, 4,339.83, and 3,062.81 ng a.i./cm(2) . Overall, imidacloprid exhibited the highest toxicity among the evaluated insecticides for all routes of exposure. In addition, insecticide toxicity was higher in the topical bioassay than in oral and contact bioassays. These findings demonstrate that this stingless bee is extremely vulnerable to insecticide use. Therefore, selection of insecticides in pest control programs should consider mitigation of the risk to and detrimental effects on stingless bees.",2024,,77,,0,,0.0,,,1.0,,,0.0,,,,0.0,,,,,
Application of predefined doses of neonicotinoid containing dusts in field trials and acute effects on honey bees,8,JOUR,"['Pistorius, J.', 'Wehner, A.', 'Kriszan, M.', 'Bargen, H.', 'Knäbe, S.', 'Klein, O.', 'Frommberger, M.', 'Stähler, M.', 'Heimbach, U.']",Bulletin of Insectology,"This study explored the effects of insecticidal dusts on honey bee colonies (Apis mellifera L.) after exposure to a priori defined dose under field conditions. For this purpose two different rates of abraded seed dust, containing active substance Clothianidin, were applied on flowering Phacelia tanacetifolia Bentham during bee-flight with a purpose-built dust applicator. We observed dose-related high acute effects on bee mortality at both application rates, 0.25 and 1.0 g a.s. Clothianidin in dust per ha, resulting in up to 4.3 and 17 fold higher mortality compared to pre-application level and an overall increase of mortality during the 7 days exposure period of 2.0 and 9.8 fold. In dead bees, residues detected between both rates appliedwere up to 2.6 fold higher in the 1.0 g a.s. Clothianidin dust exposure scenario. On day 7, residues up to 28 μg Clothianidin/kg were detected in bee bread of stored Phacelia pollen. The findings of high effects at chosen rates highlight the need to include specific dust drift field trials for seed treatment products with highly toxic insecticides in risk assessment used in crops with potential dust abrasion and emission from seeds. Further work is required to determine appropriate application rates in further semi-field and field testing that reflect field realistic drift exposure levels. © 2015, Universita degli Studi di Bologna, Department of Agroenvironmental Sciences and Technologies. All Rights Reserved.",2015,,68,,0,,0.0,,,0.0,,,,,,,,,1.0,,1.0,1.0
Results of a comprehensive field research programme with the systemic insecticide imidacloprid (Gaucho®),132,CONF,"['Curé, G', 'Schmidt, HW', 'Schmuck, R']",HAZARDS OF PESTICIDES TO BEES,"Gaucho (R) is a registered trademark for plant protection products which contain the chloronicotinyl insecticide imidacloprid and which are used for seed dressing, e.g. on sunflower seed. Sunflower seed are treated with 0.7 mg a.i./grain which is equivalent to 50 a.i./ha at a planting density of 70,000 plants/ha. In 3 tunnel and 8 field tests it was examined whether this seeddressing could have an influence on honeybees at the time of flowering. Residue analysis of flowers and honeybees were performed to determine the exposure of these pollinating insects during flowering. The residue levels were then compared with effect concentrations as determined in controlled feeding experiments. In none of the 3 tunnel and 8 field tests did the seeddressing with imidacloprid affect the vitality, the foraging activity or the behaviour of the honeybees. From these results it can be reliably concluded that a seeddressing of sunflower seed with imidacloprid has no biological relevance for honeybees. Pollen and nectar of sunflower plants were analysed for the presence of imidacloprid and its relevant metabolites. No quantifiable residue levels were found at a limit of quantitation of 10 ppb. In the controlled feeding experiments under field conditions, no adverse effects were observed on bees fed with spiked sugar solution up to 20 ppb imidacloprid. At higher concentrations (50-100 ppb) honeybees only reduced transitorily the foraging activity which indicates that honeybees realise the presence of imidacloprid at these levels. When these results are compared with the residue levels found in the relevant parts of the, sunflower plants it is evident that the findings of the tunnel and field tests are fully confirmed and that no adverse effects on honeybees must be expected from the use of Gauch (R) in sunflowers.",2001,,,,0,,,,,,,,,,,,,,0.0,,1.0,4.0
Effects of Gaucho® seed coating on bumblebees visiting sunflower,34,CONF,"['Taséi, JN', 'Ripault, G', 'Rivault, E']",HAZARDS OF PESTICIDES TO BEES,"The systemic insecticide Gaucho (R) (imidacloprid) was suspected of affecting honeybees and bumblebees when used as a seed treatment of sunflower crops, flower attractiveness, homing behaviour and colony development being supposed to be modified. Our experiments with Bombus terrestris, aimed, at comparing the behaviour of workers foraging on treated and control plants and the homing rate of colonies placed either in a treated or control field. In greenhouse, workers visited blooming heads of treated and control plants at the same rate and the mean duration of their visits was similar. In field colonies sunflower was visited by 98 % of nectar foragers and 26-29 % of pollen gatherers. After 9 days, 23 % and 33 % of the marked foragers did not return to hives in the control and treated field respectively. In both fields, workers significantly drifted from the centre to the extremities of the colony rows. During the 26-day period under field and laboratory conditions the population increase rate of the 20 colonies was identical. The queen production in both fields was also identical. We concluded that Gaucho (R) seed dressing of sunflower seed coating of sunflower does not affect the foraging and homing behaviour of B. terrestris and its colony development.",2001,,,,0,,,,,,,,,,,,,,0.0,,1.0,5.0
Many-fold less than the field recommended concentrations of neonicotinoids and malathion affect foraging of honeybee in three important crops in India,88,JOUR,"['Olotu, M.I.', 'Gujar, G.T.']",Entomon,"Although insecticides effectively control the insect pests in different agro-ecosystems, they also reportedly affect the non-target insects including bee pollinators at the sub-lethal concentrations. A series of field experiments were conducted to evaluate the effects of two neonicotinoids and one organophosphate insecticide on the foraging activity of honeybee in three test crops at the sub-lethal concentration during flowering. The mean number of the dwarf honeybee (DHB), Apis florea (F.) (Hymenoptera: Apidae) recorded during the pre-spraying did not differ between treatments on each of the three crops. However, it differed significantly during the post-spraying except for malathion on inflorescences of the pearl millet. The DHB foraging time remained generally constant during the pre-spraying and varied greatly during the post-spraying on the three test crops and both groups of insecticides. The neonicotinoids and malathion significantly reduced visits of the DHB on the inflorescences of the test crops, their foraging activities and time spent on the inflorescences at the concentration many-fold (5-50 fold) less than the field recommended concentration of the insecticide. © 2016 Association for Advancement of Entomology. © 2016 Association for Advancement of Entomology.",2016,,41,,0,0.0,,0.0,,,,,,,,0.0,,,0.0,,1.0,36.0
Physiological selectivity of insecticides to Apis mellifem (Hymenoptera: Apidae) and Protonectarina sylveirae (Hymenoptera: Vespidae) in citrus,114,JOUR,"['Fernandes, M.E.D.S.', 'Fernandes, F.L.', 'Picanço, M.C.', 'Queiroz, R.B.', 'Da Silva, R.S.', 'Huertas, A.A.G.']",Sociobiology,"Honeybees and wasps are unusually sensitive to a range of chemical insecticides. It is necessary to preserve the population density of these species in agroecossystems. Therefore, this work aimed to study the physiological selectivity of insecticides to Apis mellifera (Hymenoptera: Apidae) and Protonectarinasylveirae (Hymenoptera: Vespidae) in citrus groves. The bioassays were performed in the laboratory of integrated pest management (IPM) of the UFV. The design of the experiment was a entirely randomized, a factorial scheme with 20 treatments (five insecticides, two species of social insect and two doses of each insecticide), with four repetitions. The insecticides were applied in concentrations corresponding to 50% and 100%. The bioassay used leaves from the median third from the canopy of the plants that belong to the fourth pair from the apex of the stems. The leaves of Citrus sinensis were immersed in solution according to each treatment for five seconds. The insecticides dimethoate (organophosphate), fenpropathrin (pyrethroid) and thiamethoxam (neonicotinoid) presented high toxicity for the predator wasp and bee in the two doses tested. In general, the insecticides triflumuron (benzoyl phenyl urea) and spinosad (spinosin) showed medium levels of selectivity (slightly harmful) to A. mellifera and high selectivity (relatively harmless) in reference to P. sylveirae.",2008,,51,,0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,1.0,80.0
"Neonicotinoids and bees: A large scale field study investigating residues and effects on honeybees, bumblebees and solitary bees in oilseed rape grown from clothianidin-treated seed",101,CONF,"['Kunz, N', 'Frommberger, M', 'Dietzsch, AC', 'Wirtz, IP', 'Stähler, M', 'Frey, E', 'Illies, I', 'Dyrba, W', 'Alkassab, A', 'Pistorius, J']",HAZARDS OF PESTICIDES TO BEES: 12TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,"In 2013, the European Food Safety Authority (EFSA) has highlighted several data gaps regarding the exposure and risk of pesticides to honeybees, bumblebees and solitary bees, including the risks from exposure to contaminated nectar and pollen. This study aims to contribute data, results and conclusions to obtain more information on exposure and risks of flowering oilseed rape seed treated with the neonicotinoid clothianidin, to pollinators. Semi-field and field trials were conducted at five different locations across Germany, using the Western honeybee (Apis mellifera L.), the buff-tailed bumblebee (Bombus terrestris L.) and the red mason bee (Osmia bicornis L.) as study organisms. Highest amounts of clothianidin residues were measured in single samples of mud cell walls (7.2 mu g kg(-1)) and pollen (5.9 mu g kg(-1)) from solitary bee nests. Residues in nectar from honey sacs, honeybee combs and bumblebee nests (2.2, 2.9, and 3.0 mu g kg(-1) respectively) showed no clear differences in the amount of residues, neither did residues in pollen (1.5, 1.8, and 1.3 mu g kg(-1) respectively). These results suggest differences in the risk profiles of those three bee species.",2015,,450,,0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,1.0,82.0
Selectivity of insecticides for adult workers of Apis mellifera (Hymenoptera: Apidae),139,JOUR,"['Thomazoni, D', 'Soria, MF', 'Kodama, C', 'Carbonari, V', 'Fortunato, RP', 'Degrande, PE', 'Valter, VA']",REVISTA COLOMBIANA DE ENTOMOLOGIA,"Cotton is a crop that is attractive to a wide variety of organisms, including Pests, natural enemics of the pests and arthropod pollinators. Consequently, integrated pest management is necessary for this crop as chemical control is often required to avoid production losses. Among pollinators found on cotton, Apis mellifera is one of the most important, as it call increase cotton production 20 - 30%. On the other hand, selectivity is an important characteristic of insecticides, as it makes it possible to lessen impacts oil pollinators and other non-target organisms. We examined the toxicity of various insecticides for honey bees foraging on cotton in a greenhouse, including Turbine (R) 500 WG (150 g ha(-1)) (flonicamid), Actara (R) 250 WG (200 g ha(-1)) (thiamethoxam), Cartap (R) 500 SP (1500 g ha(-1)) (cartap), Talstar (R) 100 CE (1000 mL ha(-1)) (bifenthrin) and Match (R) 50 CE (1000 mL ha(-1)) (lufenuron). Applications of Talstar (R), Actara (R) and Cartap (R) were quite toxic. Talstar (R) was the most deadly, while Match CE (R) and Turbine (R) were only slightly toxic for adult honey bees. The Match CE (R) treatment mortality was similar to that of the control; thus, we classified it as innocuous for A. mellifera adults.",2009,,35,,0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,1.0,86.0
Spinosad - a naturally derived insect control agent with potential for use in integrated pest management systems in greenhouses,143,CONF,"['Miles, M', 'Dutton, R', 'BCPC', 'BCPC']","BCPC CONFERENCE: PESTS & DISEASES 2000, VOLS 1-3, PROCEEDINGS","When used according to good horticultural practice, spinosad was shown to be compatible with predatory mites (Typhlodromus pyri, Phytoseiultrs persimilis and Amblyseius californicus), predatory Heteroptera (Orius insidiosus, O. laevigatus and Macrolophus callginosus), Coccinellidae (Hippodamia convergens and Coccinella septempunctata) and Neuroptera (Chrysoperla carnea and C. rufibularis). Parasitic Hymenoptera were sensitive to spinosad, however toxic effects were short lived due to the low persistence of spinosad. Consequently species such as Aphidius colemani and Encarsia formosa can be introduced to protected crops soon after application (1-2 weeks). Semi-field studies were also conducted on honey and bumble bees. Spinosad was applied when bees were not flying. Bees were allowed to forage on the treated plants when spray deposits had dried. The findings from these studies showed that spinosad was completely safe to foraging worker bees. No significantly adverse effects on queen or brood were observed on either species. It can be concluded that spinosad is highly selective to beneficials and pollinators making it an ideal insect control product for use within glasshouse IPM programmes.",2000,,01-Mar,,0,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,1.0,90.0
